Table
RDS KEY ,LICENSE NAME ,STREET ,CITY ,ST ,RIFLE MFG 
15908821 ,TACTICAL RIFLES INC ,4918 AIRPORT RD ,ZEPHYRHILLS ,FL ,98 
15911778 ,TACTICAL TRAINING SOLUTIONS LLC ,3821 SW SAVONA BLVD ,PORT SAINT LUCIE ,FL ,5 
15909619 ,TACTICAL WEAPONS SOLUTIONS COMPANY ,2578 CLARK ST UNIT 1 ,APOPKA ,FL ,1383 
15916906 ,TRIDENT ARMS LLC ,3212 N 40TH ST STE 801 ,TAMPA ,FL ,14 
15915928 ,VENICE AUTO MARINE INC ,331 CAMION ST ,VENICE ,FL ,6 
15912743 ,WARD 1 GUNS LLC ,4489 2 ASHVILLE HWY ,MONTICELLO ,FL ,5 
15905974 ,"WARREN, ROBERT WAYNE ",2236 WARREN WOODS LN ,COTTONDALE ,FL ,22 
15900881 ,"WHITE, FRANK C ",719 WHITE DR ,ALFORD ,FL ,100 
15913668 ,WMD GUNS LLC ,3068 - 3070 SE DOMENICA TERRACE ,STUART ,FL ,49 
15902773 ,"WOMACK, SCOTT AARON ",302 MISSOURI AVE ,LYNN HAVEN ,FL ,4 
15913795 ,X RING ACCURACY & DESIGN INC ,4711 KEY DEER TERR ,PARRISH ,FL ,6 
15807146 ,ACCURATE ORDNANCE LLC ,724 PATRICK INDUSTRIAL LN STE 100 ,WINDER ,GA ,24 
15804769 ,ACRW LLC ,1794 MACK SMITH ROAD ,ROSSVILLE ,GA ,8 
15806236 ,ADVANCED ARMAMENT CORP LLC ,2408 TECH CENTER PARKWAY BUILDING H SUITE 150 ,LAWRENCEVILLE ,GA ,498 
15805214 ,"AMERICAN PRECISION ARMS, LLC ",55 LYLE FIELD ROAD ,JEFFERSON ,GA ,32 
15805926 ,BLACK FOREST GUNWURKS LLC ,101 DEMOREST SQUARE UNIT D ,DEMOREST ,GA ,25 
15808613 ,CAMP CREEK GUNWORKS LLC ,3467 COLLEGE ST ,COLLEGE PARK ,GA ,4 
15808532 ,"CAMP, ANTHONY DAVID AND ARTHUR DOUGLAS ",10415 OLD ATLANTA HWY ,COVINGTON ,GA ,4 
15806098 ,"CHAPMAN, PAUL DWIGHT ",114 LAKE CITY DRIVE ,FLINTSTONE ,GA ,1 
15808264 ,CHESTATEE FIREARMS LLC ,6936 OLD WHELCHEL RD ,DAHLONEGA ,GA ,5 
15807415 ,CHEYTAC USA LLC ,110 EAGLE RD ,NASHVILLE ,GA ,14 
15806316 ,"CHRISTIAN, JAMES ISSAC III ",240 PINEWOOD DR ,ROCK SPRING ,GA ,16 
15806154 ,COLLIER RIFLES LLC ,4236 NEWTON RD SOUTH ,MILLEN ,GA ,27 
15808273 ,COUNTRY BOY ENTERPRISES INC ,783 CAUDELL RD ,HOMER ,GA ,1 
15800675 ,DANIEL DEFENSE INC ,101 WARFIGHTER WAY ,BLACK CREEK ,GA ,5051 
15806454 ,DEFENSE RESEARCH & DEVELOPMENT LLC ,268 CADILLAC PKWY STE 104 ,DALLAS ,GA ,274 
15806917 ,DELTA THREE TACTICAL LLC ,115 SEATTLE SLEW WALK ,JEFFERSON ,GA ,15 
15806176 ,DRUMMOND ROBERT LAVON ,1046 REGENCY DR ,ACWORTH ,GA ,1 
15804577 ,"DULONG, RONALD STEVENS ",439 RIVERBEND DR ,MACON ,GA ,496 
15807891 ,FORT DANIEL INC ,910 CRIPPLE CREEK DR ,LAWRENCEVILLE ,GA ,11 
15807427 ,"GALLETTA, JOHN L JR ",6A NORTH COASTAL HWY ,PORT WENTWORTH ,GA ,182 
15807319 ,"GUN PRO SHOPS LLC, THE ",6116 HWY 515 NORTH STE D ,ELLIJAY ,GA ,11 
15805973 ,HEAD DOWN PRODUCTS LLC ,268 CADILLAC PARKWAY STE 108 ,DALLAS ,GA ,266 


