RDS KEY ,LICENSE NAME ,STREET ,CITY ,ST ,RIFLE MFG
98134479 ,,18 BRIAN COURT ,SUPERIOR ,MT ,5
98133799 ,POWDER RIVER RIFLE CO INC ,201 CENTENNIAL DR ,BIG TIMBER ,MT ,895
98135405 ,,BOX 336 ,BIG SANDY ,MT ,9
15639696 ,,100 RADCLIFFE CIRCLE ,JACKSONVILLE ,NC ,21
15600135 ,WWW USA LLC ,3305 WESTWOOD IND DR ,MONROE ,NC ,301
54733288 ,,1777 COUNTY RD 20 ,FREMONT ,NE ,1
60233304 ,,741 BATTLE ST ,WEBSTER ,NH ,3
60201484 ,STURM RUGER & CO INC ,411 SUNAPEE ST ,NEWPORT ,NH ,242166
60233754 ,THOMPSON CENTER ARMS CO INC ,FARMINGTON RD ,ROCHESTER ,NH ,28918
60234420 ,TIFFIN MILLER CORP ,15 DEBBIE DR ,PELHAM ,NH ,1
82200079 ,,506 ONE MILE RD S ,HIGHTSTOWN ,NJ ,3
58500280 ,BORCHARDT RIFLE CORP ,9732 HWY 180 W ,SILVER CITY ,NM ,5
58534617 ,,9812-A COCHITI SE ,ALBUQUERQUE ,NM ,2
98800094 ,ARSENAL INC ,6959 SPEEDWAY BLVD W-109 ,LAS VEGAS ,NV ,369
98835501 ,CALICO LIGHT WEAPON SYSTEMS ,1489 GREG ST ,SPARKS ,NV ,120
98835517 ,,2500 VALLEY RD UNIT Z ,RENO ,NV ,30
98835495 ,U S ORDNANCE INC ,,RENO ,NV ,175
61134915 ,ARGUS PUBLICATIONS INC ,110 8TH ST ,BROOKLYN ,NY ,63037
61334276 ,KIMBER MFG INC ,1 LAWTON ST ,YONKERS ,NY ,2749
61636169 ,L ROMANO RIFLE CO INC ,551 STEWARTS CORNERS RD ,PENNELLVILLE ,NY ,13
61636016 ,NEW YORK INTERNATIONAL CORP ,5169 ROUTE 12 SOUTH ,NORWICH ,NY ,265
61635527 ,,14 HOEFLER AVE ,ILION ,NY ,208491
43435702 ,BEEMILLER INC ,1015 SPRINGMILL RD ,MANSFIELD ,0H ,13450
43437817 ,BLACK BEAR MFG LTD ,10080 NORTH PALMYRA RD ,NORTH JACKSON ,0H ,18
43400315 ,,3442 S MAIN ST ,ROCK CREEK ,0H ,2
43136652 ,,537 N ELM ST ,TROY ,0H ,246
43436235 ,,590 WOODVUE LANE ,WINTERSVILLE ,0H ,21
43437065 ,KELBLY'S RIFLE RANGE INC ,7222 DALTON FOX LAKE RD ,NORTH LAWRENCE ,0H ,448
43479505 ,,310 PARK DR ,CHARDON ,0H ,139
43100419 ,M O A CORPORATION ,2451 OLD CAMDEN PK ,EATON ,0H ,67
43436989 ,,1455 LOWELL STREET (REAR) ,ELYRIA ,0H ,2
43136612 ,,7777 HIVNOR RD ,CROOKSVILLE ,0H ,23


