Table
KEY ,LICENSE NAME ,STREET ,CITY ,ST ,PISTOL 22 ,PISTOL 25 ,PISTOL 32 ,PISTOL 380 ,PISTOL 9MM ,PISTOL 50 ,PISTOL TOTAL
43403675 ,"GROVES, PAUL A ",2500 MARKET ST ,YOUNGSTOWN ,0H ,2 ,0 ,0 ,0 ,0 ,0 ,2
43419291 ,HASKELL MANUFACTURING INC ,585 EAST BLUE LICK RD ,LIMA ,0H ,0 ,0 ,0 ,0 ,0 ,27300 ,27300
43103516 ,HOHMAN PLATING & MFG LLC ,814 HILLROSE AVENUE ,DAYTON ,0H ,0 ,0 ,0 ,0 ,434 ,0 ,434
43404094 ,HOLMESWOOD DEFENSE LLC ,5635 WOODSDALE RD ,HANOVERTON ,0H ,0 ,0 ,1 ,0 ,0 ,0 ,1
43434316 ,IBERIA FIREARMS INC ,3929 STATE RT 309 ,GALION ,0H ,0 ,0 ,0 ,0 ,0 ,21500 ,21500
43104803 ,INLAND MANUFACTURING LLC ,6785 W THIRD ST ,DAYTON ,0H ,0 ,0 ,3 ,0 ,0 ,0 ,3
43402108 ,ITHACA GUN COMPANY ,420 N WARPOLE ST ,UPPER SANDUSKY ,0H ,42 ,0 ,0 ,0 ,0 ,0 ,42
43437450 ,"JAMES BALOGH, INC ",13566 INDIAN HOLLOW RD ,GRAFTON ,0H ,1 ,0 ,0 ,0 ,0 ,0 ,1
43436235 ,"JONES, JOHNDAVID ",590 WOODVUE LANE ,WINTERSVILLE ,0H ,0 ,0 ,3 ,0 ,0 ,3 ,6
43103635 ,"JONES, JOSEPH CURTIS ",6011 US RT 40 E ,LEWISBURG ,0H ,0 ,0 ,1 ,0 ,0 ,0 ,1
43103822 ,LL EMERSON GROUP LLC ,9230 CR 2 ,WEST MANSFIELD ,0H ,0 ,0 ,0 ,0 ,0 ,1 ,1
43102967 ,LUXUS ARMS LLC ,222 HOMAN WAY ,MOUNT ORAB ,0H ,0 ,0 ,66 ,0 ,0 ,0 ,66
43403346 ,"MESZAROS, ROBERT DANIEL ",9501 E CENTER ST ,WINDHAM ,0H ,1 ,0 ,0 ,0 ,0 ,0 ,1
43404665 ,NIGHT WALKER CUSTOM LLC ,218 FOREST ST ,LAGRANGE ,0H ,0 ,0 ,0 ,0 ,0 ,5 ,5
43104822 ,NMWC LLC ,4284 GLENMAWR AVE ,COLUMBUS ,0H ,4 ,0 ,0 ,0 ,0 ,0 ,4
43403921 ,RDM CUSTOM GUN WORKS LLC ,8935 VANSICKLE DR ,NASHPORT ,0H ,0 ,0 ,0 ,0 ,1 ,4 ,5
43105058 ,ROGUE ENTERPRISES LLC ,5265 NATORP BLVD UNIT 412 ,MASON ,0H ,0 ,0 ,0 ,0 ,0 ,1 ,1
43104638 ,"SCHUTTE, MARK A ",2675 E MAIN ST ,SPRINGFIELD ,0H ,0 ,1 ,0 ,0 ,0 ,0 ,1
43102059 ,"STOUTS GUN SHOP & REPAIR, LLC ",5452 CR 26 ,BELLEFONTAINE ,0H ,3 ,0 ,0 ,0 ,0 ,0 ,3
43133912 ,STRASSELLS MACHINE INC ,1015 SPRINGMILL ST ,MANSFIELD ,0H ,0 ,0 ,0 ,21700 ,65100 ,0 ,86800
43105224 ,TACK-DRIVER ARMS LLC ,6970 GRATE PARK DR ,NEW ALBANY ,0H ,0 ,0 ,0 ,0 ,0 ,2 ,2
43404479 ,"TOTTS, ALFRED LEWIS JR ",2487 RANFIELD RD ,MOGADORE ,0H ,0 ,0 ,0 ,0 ,0 ,1 ,1
43404591 ,TWISTED RIVER TACTICAL LLC ,4564 ROHRDALE AVE NW ,CANAL FULTON ,0H ,0 ,3 ,0 ,0 ,0 ,0 ,3
43400683 ,"VERHOFF, DARRIN ",242 W 4TH ST ,0TTAWA ,0H ,0 ,0 ,0 ,0 ,0 ,2 ,2
57304046 ,ABI GROUP LLC ,640 WEST 79TH ST ,TULSA ,0K ,0 ,5 ,0 ,0 ,0 ,0 ,5
57302562 ,ACCURATE IRON LLC ,12804 BUCKBOARD RD ,JONES ,0K ,0 ,0 ,0 ,0 ,1 ,1 ,2
57305519 ,BDC GUN ROOM INC ,40960 HARDESTY RD ,SHAWNEE ,0K ,0 ,0 ,1 ,0 ,0 ,0 ,1
57304684 ,CAIN AND ABEL ENTERPRISES LLC ,9950- C E 55TH PLACE ,TULSA ,0K ,0 ,2 ,0 ,0 ,0 ,0 ,2
57302390 ,CUTTING EDGE ARMS LLC ,6840 NW 11TH STREET ,0KLAHOMA CITY ,0K ,0 ,0 ,0 ,0 ,1 ,2 ,3
57305307 ,"GULLATT, PHILLIP SMITH ",13107 OLD STATE HWY 99 ,SEMINOLE ,0K ,0 ,0 ,0 ,0 ,0 ,1 ,1
57304721 ,HAILEY ORDNANCE COMPANY ,1661 EXCHANGE AVE ,0KLAHOMA CITY ,0K ,0 ,1 ,0 ,0 ,0 ,0 ,1


