Table
RDS KEY ,LICENSE NAME ,SIREET ,CITY ,ST ,MISC FA MFG
43506225 ,BRL ENTERPRISES INC ,2851 MADISON AVE ,INDIANAPOLIS ,IN ,1
43501191 ,"HAVERKAMP, THOMAS J ",4850 N 13TH ST ,TERRE HAUTE ,IN ,17
43506095 ,NORRIS ARMS CO LLC ,405 N OLD STATE RD 15 ,MILFORD ,IN ,500
43505120 ,RECOIL GUNWORKS LLC ,202 W MARKET ST ,SALEM ,IN ,175
43506342 ,VISION DEFENSE LLC ,304 N MAIN STE B ,MIDDLEBURY ,IN ,39
43504670 ,WARRIOR ARMS LLC ,2202 BURLINGTON BEACH RD ,VALPARAISO ,IN ,50
54803412 ,BLACK DOG ARMORY LLC ,3050 S 44TH ST ,KANSAS CITY ,KS ,3
54803746 ,"CORBET, WILLIAM A JR ",1304 LAWRENCE AVE ,LEAVENWORTH ,KS ,26
54801127 ,"GREER, JAMES T ",520 E 6HT AVE ,CHENEY ,KS ,1
54802710 ,SIGNATURE MARKETING INC ,9825 WEST 67TH STREET ,MERRIAM ,KS ,160
54803071 ,VELOCITY MANUFACTURING COMPANY LLC ,523 E WALL ST ,FORT SCOTT ,KS ,9
46105166 ,AMERICAN ARMAMENT ARMS INC ,1075 OPTIMIST RD ,ELIZABETHTOWN ,KY ,151
46104099 ,BAD BULL MUZZLE LOADERS INC ,200 E LEGION DR ,PRINCETON ,KY ,11
46102135 ,CUSTOM SHOOTING TECHNOLOGIES INC ,8794 ELMBURG ROAD ,BAGDAD ,KY ,61
46100511 ,DOUBLE STAR CORP ,1805 FORTUNE DR ,WINCHESTER ,KY ,545
46102771 ,IDEAL PRODUCTS INC ,126 CAPITAL CT ,NICHOLASVILLE ,KY ,100
46104590 ,SPYDER ARMS LLC ,379 RIFLE RANGE RD ,ALEXANDRIA ,KY ,1
57204744 ,SULZER FIREARMS LLC ,11114 CEDAR PARK AVENUE SUITE B ,BATON ROUGE ,LA ,20
60407147 ,B&R MACHINE INC ,290 MOODY ST ,LUDLOW ,MA ,56267
60406596 ,"LEANOS, WILLIAM & AULD, KATHLEEN ",30 MARSH ST ,GLOUCESTER ,MA ,4
60403407 ,RIVER STREET METAL FINISHING INC ,35 JOHNSON LN ,BRAINTREE ,MA ,86
60401684 ,SMITH & WESSON CORP ,2100 ROOSEVELT AVE ,SPRINGFIELD ,MA ,2944
60404099 ,TROY INDUSTRIES INC ,151D CAPITAL DR ,WEST SPRINGFIELD ,MA ,85
85233969 ,"BURNS, ROBERT LEE ",108 HOLSUM WAY UNIT A-3 ,GLEN BURNIE ,MD ,5
85202358 ,LWRC INTERNATIONAL ,815 CHESAPEAKE DRIVE ,CAMBRIDGE ,MD ,617
85211500 ,"MC KEE, INC ",8725 BOLLMAN PLACE #1 ,SAVAGE ,MD ,204
60100848 ,MG INDUSTRIES INC ,21 WHITE PINE ROAD SUITE 7 ,HERMON ,ME ,316
60101661 ,WINDHAM WEAPONRY INC ,999 ROOSEVELT TRAIL BUILDING #3 ,WINDHAM ,ME ,359
43807226 ,BLACK SWAMP FIREARMS LLC ,5255 CONSEAR RD ,0TTAWA LAKE ,MI ,88
43804997 ,CENTRAL SCREW PRODUCTS CO INC ,1070 MAPLELAWN ,TROY ,MI ,259
43807485 ,CLASSIC METAL FINISHING INC ,2500 WEST ARGYLE ST ,JACKSON ,MI ,120
43813395 ,FALLING BLOCK WORKS INC ,6121 ZINK RD ,MAYBEE ,MI ,1
43807837 ,J&D ARMAMENT LLC ,5921 HOLLOW CORNERS RD ,DRYDEN ,MI ,13
43805353 ,LOGAN ARMS LLC ,1099 NORTH GATEWAY BLVD ,NORTON SHORES ,MI ,5
43808200 ,NCM ENTERPRISES LLC ,1560 N SOUTH LONG LAKE RD ,TRAVERSE CITY ,MI ,21


