Table
RDS KEY ,LICENSE NAME ,STREET ,CITY ,ST ,MISC FA MFG
98606993 ,DEMARCUS DEFENSE LLC ,2225 E MENADOTA DR ,PHOENIX ,AZ ,6
98600962 ,"ABRAMS AIRBORNE MFG, INC ",3735 N ROMERO RD ,TUCSON ,AZ ,10
98602487 ,"MCMILLAN FIREARMS MANUFACTURING, LLC ",23606 N 19TH AVE STE 10&12 ,PHOENIX ,AZ ,1
15926564 ,AMTEC LESS LETHAL SYSTEMS INC ,4700 PROVIDENCE RD ,PERRY ,FL ,232
15840056 ,PALMER CAP CHUR EQUIPMENT INC ,421 TIDWELL RD ,POWDER SPRINGS ,GA ,2
98233387 ,"MILLER, BRYAN ",19180 HWY 78 ,MURPHY ,ID ,1
98201522 ,SEAMANS SUPREME SHOOTERS AND SURPLUS LLC ,3413 16TH ST ,LEWISTON ,ID ,
98202586 ,LONE WOLF R&D LLC ,106 SHANNON LN STE B ,PRIEST RIVER ,ID ,7
33604543 ,AR1510 LLC ,745 S HANFORD ,GENESEO ,IL ,1
60401684 ,SMITH & WESSON CORP ,2100 ROOSEVELT AVE ,SPRINGFIELD ,MA ,597
15610544 ,BEARING ARMS GUN & TACTICAL LLC ,109 ELK CREEK DR ,HUDSON ,NC ,35
60200735 ,"STURM, RUGER & COMPANY, INC ",529 SUNAPEE ST ,NEWPORT ,NH ,36
57301293 ,SURGEON RIFLES LLC ,48955 MOCCASIN TRAIL RD ,PRAGUE ,0K ,50
57404875 ,STI INTERNATIONAL LLC ,114 HALMAR COVE ,GEORGETOWN ,TX ,146
57406599 ,"STEVENS, BRYAN DAVID JR ",86 PRIVATE RD 650 ,BAY CITY ,TX ,
57541806 ,STILLERS PRECISION FIREARMS LLC ,118 REGENCY DR ,WYLIE ,TX ,295
98734710 ,TDJ INC ,"550 NORTH CEMETERY ROAD, BUILDING #1 ",GUNNISON ,UT ,2
98702243 ,SKAGGS COMPANIES INC ,1203 SIMPSON AVE ,SALT LAKE CITY ,UT ,28
15415457 ,WAYNE'S PRECISION LLC ,264 BENCHREST LN ,CONCORD ,VA ,2
99105073 ,"BENCHMARK BARRELS, LLC ",1105 PIONEER HWY EAST ,ARLINGTON ,WA ,48


