Table
RDS KEY ,LICENSE NAME ,STREET ,CITY ,ST ,RIFLE MFG 
57237487 ,"GUN DEPOT LLC, THE ",2209 LAPALCO BLVD #N ,HARVEY ,LA ,1 
60434429 ,H & R 1871 INC NEW ENGLAND FIREARMS CO ,60 INDUSTRIAL ROWE ,GARDNER ,MA ,33916 
60435456 ,"SAEILO, INC ",130 GODDARD MEMORIAL DR ,WORCESTER ,MA ,2180 
60433152 ,"SAVAGE ARMS, INC ",100 SPRINGDALE RD ,WESTFIELD ,MA ,79102 
60436463 ,"ZITTA, ALLAN P ",RT 5 & 10 ,BERNARDSTON ,MA ,26 
85234826 ,ARMSCORP USA INC ,4424 JOHN AVE ,BALTIMORE ,MD ,189 
85207699 ,BERETTA U S A CORPORATION ,17601 BERETTA DR ,ACCOKEEK ,MD ,684 
85236988 ,"GLASS, SETH RYAN ",7737 WOODBINE RD ,WOODBINE ,MD ,2 
60134465 ,BUSHMASTER FIREARMS BFI/QUALITY PARTS CO ,999 ROOSEVELT TRAIL BLDG 3 ,WINDHAM ,ME ,64506 
60134643 ,GENERAL DYNAMICS WEAPON SYSTEMS INC ,291 NORTH ST ,SACO ,ME ,1422 
43843870 ,ANTHONY W GILKES INC ,483 E SOUTH AVE ,HESPERIA ,MI ,14 
43843810 ,"METRIC, ROBERT J ",6664 STONEY POINT ,ALDEN ,MI ,2 
34136671 ,ACROMETAL COMPANIES INC ,210 NE 10TH AVE ,BRAINERD ,MN ,6878 
34134590 ,"BROWN, EBEN A ",3404 PAWNEE DR ,ALEXANDRIA ,MN ,35 
34136204 ,D C INDUSTRIES INC ,9844 JAMES CIR ,BLOOMINGTON ,MN ,68 
34135232 ,DEFENSE PROCUREMENT MFG SERVICES INC ,13983 INDUSTRY AVE ,BECKER ,MN ,6903 
34136294 ,HESSE LTD ,9487 INVER GROVE TRAIL ,INVER GROVE HEIGHTS ,MN ,606 
34136974 ,JP ENTERPRISES INC ,7605 128TH ST N BUILDING ,WHITE BEAR LAKE ,MN ,87 
34136480 ,PINE TECHNICAL COLLEGE ,1000 4TH ST ,PINE CITY ,MN ,1 
34137154 ,"TOMAIDES, MILOS ",4227 WINNETKA AVE N ,NEW HOPE ,MN ,1 
54340380 ,"CUTTING EDGE PMS INC, THE ",11150 PROGRESS ST ,HOBERG ,MO ,122 
54336452 ,"HAHN, LLOYD ",3101 SUSSEX ,ST CHARLES ,MO ,2 
98155388 ,C SHARPS ARMS CO INC ,100 CENTENNIAL DR ,BIG TIMBER ,MT ,356 
98135432 ,COOPER FIREARMS OF MONTANA INC ,4004 GWY 93 N ,STEVENSVILLE ,MT ,876 
98134479 ,"GESKE, GERALD ",18 BRIAN COURT ,SUPERIOR ,MT ,4 
98133799 ,POWDER RIVER RIFLE CO INC ,201 CENTENNIAL DR ,BIG TIMBER ,MT ,922 
98135405 ,"PURSLEY, AARON & OTTO, RONALD ROBERT ",BOX 336 ,BIG SANDY ,MT ,4 
98134051 ,"RIFLESMITH INC, THE ",353 MILL CREEK RD ,SHERIDAN ,MT ,43 
15650055 ,"AA ARMS, INC ",4811 PERSIMMON COURT ,MONROE ,NC ,1 
15639696 ,"CHANDLER, NORMAN A ",100 RADCLIFFE CIRCLE ,JACKSONVILLE ,NC ,1 
15640982 ,RAMPRO CORP ,6731-3 AMSTERDAM WAY ,WILMINGTON ,NC ,50 
60233951 ,"FOYE, ROBERT ARTHUR ",1261 HOOKSETT RD#1 ,HOOKSETT ,NH ,9 
60201484 ,STURM RUGER & CO INC ,411 SUNAPEE ST ,NEWPORT ,NH ,426226 


