RDS KEY ,LICENSE NAME ,STREET ,CITY ,ST ,PISTOL 22 ,PISTOL 25 ,PISTOL 32 ,PISTOL 380 ,PISTOL 9MM ,PISTOL 50 ,PISTOL TOTAL
15903131 ,,1411 NW 33RD DR ,POMPANO BEACH ,FL ,1 ,0 ,0 ,0 ,0 ,0 ,1
15948454 ,PICKETT WEAPONRY SERVICE INC ,25220 W NEWBERRY RD ,NEWBERRY ,FL ,0 ,0 ,0 ,0 ,0 ,1 ,1
15902132 ,,1556 SOUTH SR53 ,MADISON ,FL ,1 ,0 ,0 ,0 ,0 ,0 ,1
15903222 ,SCCY INDUSTRIES LLC ,1800 CONCEPT COURT ,DAYTONA BEACH ,FL ,0 ,0 ,0 ,0 ,5420 ,0 ,5420
15904524 ,SPIKE'S TACTICAL LLC ,2593 CLARK ST STE 103 ,APOPKA ,FL ,0 ,0 ,0 ,0 ,0 ,10 ,10
15906386 ,SUPERFORMANCE INC ,2510 KIRBY CR NE UNIT 109 ,PALM BAY ,FL ,0 ,0 ,0 ,0 ,0 ,18 ,18
15923596 ,TAURUS INTERNATIONAL MANUFACTURING INC ,16175 NW 49TH AVE ,MIAMI ,FL ,6431 ,3419 ,0 ,0 ,0 ,0 ,9850
15890327 ,GLOCK INC ,6000 HIGHLANDS PKWY ,SMYRNA ,GA ,0 ,0 ,0 ,0 ,27264 ,34439 ,61703
15840177 ,MASTERPIECE ARMS INC ,116 KINGSBRIDGE DRIVE ,CARROLLTON ,GA ,0 ,0 ,0 ,0 ,1508 ,708 ,2216
15840168 ,MEGGITT TRAINING SYSTEMS INC ,296 BROGDON RD ,SUWANEE ,GA ,223 ,0 ,0 ,0 ,0 ,0 ,223
15803604 ,,208 N DIXON ST ,ALMA ,GA ,0 ,0 ,0 ,0 ,1 ,0 ,1
54201345 ,,208 PINE ST ,MUSCATINE ,IA ,1 ,0 ,0 ,0 ,0 ,0 ,1
98200709 ,,E 5776 GARWOOD RD ,HAYDEN ,ID ,0 ,0 ,0 ,0 ,0 ,1 ,1
98235118 ,EVOLUTION INC ,357 YELLOW WOLF RD ,WHITE BIRD ,ID ,0 ,0 ,0 ,0 ,0 ,1 ,1
98201000 ,,1727 S LATAH ST ,BOISE ,ID ,0 ,0 ,0 ,0 ,1 ,0 ,1
98200913 ,,201 N KINGS RD #101 ,NAMPA ,ID ,0 ,0 ,0 ,0 ,0 ,3 ,3
98200901 ,,13819 WILD GOOSE CT ,LAKE FORK ,ID ,0 ,0 ,6 ,0 ,0 ,0 ,6
98200317 ,TACTICAL SOLUTIONS LLC ,2181 COMMERCE AVE ,BOISE ,ID ,1259 ,0 ,0 ,0 ,0 ,0 ,1259
33601842 ,BARBER KUSTOM LLC ,922 WEMBLEY DR ,ISLAND LAKE ,IL ,0 ,0 ,0 ,0 ,1 ,4 ,5
33635343 ,LES BAER CUSTOM INC ,29601 34TH AVE N ,HILLSDALE ,IL ,0 ,0 ,0 ,0 ,38 ,1936 ,1974
33601572 ,,23489 E 1900 STREET ,GENESEO ,IL ,0 ,0 ,0 ,0 ,3 ,10 ,13
33637004 ,ROCK RIVER ARMS INC ,1042 CLEVELAND RD ,COLONA ,IL ,0 ,0 ,0 ,0 ,11 ,231 ,242
33635798 ,SPRINGFIELD INC ,420 W MAIN ST ,GENESEO ,IL ,0 ,0 ,0 ,0 ,4032 ,9655 ,13687
43502022 ,BOBS PAWN ,507 N WASHINGTON STREET ,KOKOMO ,IN ,0 ,0 ,0 ,0 ,0 ,7 ,7
54800478 ,,5606 JOHNSON DR ,MISSION ,KS ,0 ,0 ,0 ,0 ,2 ,1 ,3
54835734 ,,3686 272ND RD ,ARKANSAS CITY ,KS ,0 ,0 ,0 ,0 ,0 ,2 ,2
54801357 ,,819 E 4TH ST ,HUTCHINSON ,KS ,1 ,0 ,0 ,0 ,0 ,0 ,1
46100511 ,DOUBLE STAR CORP ,5600 BYBEE RD ,WINCHESTER ,KY ,0 ,299 ,0 ,0 ,0 ,59 ,358
46101023 ,GEMINI CUSTOMS LLC ,717 BOTKINS ROAD ,FRANKFORT ,KY ,0 ,0 ,0 ,0 ,0 ,5 ,5
60435456 ,,130 GODDARD ,WORCESTER ,MA ,0 ,0 ,0 ,0 ,14687 ,11479 ,26166
