Table
RDS KEY ,LICENSE NAME ,STREET ,CITY ,ST ,SHOTGUN MFG
16337359 ,,17943 GROUND HOG RD ,ADGER ,AL ,1
16302161 ,MODERN MUZZLELOADING INC ,715 SUMMIT DR SE ,DECATUR ,AL ,1228
57134716 ,WILSONS GUN SHOP INC ,2234 CR 719 ,BERRYVILLE ,AR ,305
98600962 ,,3735 N ROMERO RD ,TUCSON ,AZ ,1
98602210 ,,41334 N DESERT WINDS DR ,CAVE CREEK ,AZ ,1
97738092 ,ROGUE RIV RIFLEWORKS INC/JOHN RIBGY & CO ,500 LINNE RD STE D ,PASO ROBLES ,CA ,3
60634862 ,CONNECTICUT SHOTGUN MANUFACTURING CO ,100 BURRITT STREET ,NEW BRITAIN ,CT ,1683
60600773 ,0 F MOSSBERG & SONS INC ,7 GRASSO AVE ,NORTH HAVEN ,CT ,250211
15917454 ,,701 COLUMBIA BLVD ,TITUSVILLE ,FL ,2
15903120 ,,1401 FORSYTHE RD ,WEST PALM BEACH ,FL ,1
15905599 ,,1365 BENNETT DRIVE ,LONGWOOD ,FL ,6
15840168 ,MEGGITT TRAINING SYSTEMS INC ,296 BROGDON RD ,SUWANEE ,GA ,14
15803875 ,WEST GEORGIA ARMORY LLC ,364 PATTERSON RD ,FRANKLIN ,GA ,1
98200437 ,,BOISE ,ID ,1
98200390 ,,303 OLD EMMETT RD ,HORSESHOE BEND ,ID ,2
54800246 ,VERNEY-CARRON USA INC ,320 COURT ST ,CLAY CENTER ,KS ,1721
54801587 ,,717 4TH STREET ,CLAY CENTER ,KS ,461
46102288 ,,10405 HOPEWELL RD ,BOAZ ,KY ,1
46100680 ,,2217 WAGONER RD ,CALIFORNIA ,KY ,1
60400253 ,,60 INDUSTRIAL ROWE ,GARDNER ,MA ,73145
60433152 ,,100 SPRINGDALE RD ,WESTFIELD ,MA ,1110
85234687 ,AIM INC ,19200 MIDDLETOWN RD ,PARKTON ,MD ,55
85207699 ,BERETTA U S A CORPORATION ,17601 BERETTA DR ,ACCOKEEK ,MD ,4455
85200112 ,,115 C HOLSUM WAY ,GLEN BURNIE ,MD ,1
85236956 ,,910 PHILADELPHIA AVE ,SILVER SPRING ,MD ,115
60101041 ,,18 LITHGOW ST ,WINSLOW ,ME ,1
34101931 ,,2090 64TH ST E ,LINO LAKES ,MN ,1
54338023 ,ALFERMANN USA INC ,1482 POTTERY RD ,WASHINGTON ,MO ,10
54304583 ,,105 CHESNUT ,DIAMOND ,MO ,1
15603066 ,APPALACHIAN GUNSMITHING INC ,8 SNAPFINGER DR ,WEAVERVILLE ,NC ,37
54733288 ,,1777 COUNTY RD 20 ,FREMONT ,NE ,2
60201484 ,,411 SUNAPEE ST ,NEWPORT ,NH ,2479
60200897 ,THOMPSON CENTER ARMS CO INC ,400 NORTH MAIN STREET ,ROCHESTER ,NH ,2155
61600727 ,REMINGTON ARMS CO INC ,14 HOEFLER AVE ,ILION ,NY ,238245


