Table
RDS KEY ,LICENSE NAME ,STREEI ,CITY ,ST ,MISC FA MFG
16301409 ,BBMI SERVICES INC ,1808 BRANTLEY AVE NW ,CULLMAN ,AL ,1
16335030 ,,901 GLAZE DR ,BESSEMER ,AL ,23
16301684 ,,8348 EMERALD LAKE DR W ,PINSON ,AL ,1
57101324 ,,171 MADISON 1510 ,HUNTSVILLE ,AR ,3
57101804 ,SIERRA MANUFACTURING INC ,18320 HWY 71 SOUTH ,GREENWOOD ,AR ,26
98600962 ,,3735 N ROMERO RD ,TUCSON ,AZ ,6
98669063 ,ARMS TECH LTD ,3334 W MCDOWELL RD #13 ,PHOENIX ,AZ ,2
98601582 ,DOUBLE DIAMOND LAW ENFORCEMENT SUPPLY LLC ,745 N VIA ROMA ,TUCSON ,AZ ,4
98602315 ,GG & G INC ,3602 E 42ND STRAVENUE ,TUCSON ,AZ ,3
98602330 ,SMITH ENTERPRISE INC ,1701 W 10TH ST 14 ,TEMPE ,AZ ,8
98602020 ,SUN DEVIL MANUFACTURING LLC ,663 W 2ND AVE STE 16 ,MESA ,AZ ,1244
98643797 ,WESTERN ORDNANCE INTERNATIONAL CORP ,1701 W 10TH ST #14 ,TEMPE ,AZ ,43
99537114 ,,9545 WENTWORTH ST ,SUNLAND ,CA ,1
58402230 ,,18607 RD 20 ,LEWIS ,CO ,3
58401645 ,RICHARD MARK FITZPATRICK INC ,400 YOUNG COURT ,ERIE ,CO ,825
60636014 ,,1223 MOUNT VERNON RD ,SOUTHINGTON ,CT ,33
60601275 ,ARCOR LASER SERVICES LLC ,427 HAYDEN STATION RD SUITE D ,WINDSOR ,CT ,8732
60600773 ,0 F MOSSBERG & SONS INC ,7 GRASSO AVE ,NORTH HAVEN ,CT ,24430
60601392 ,RODCO MACHINE CO ,1 MITCHELL DR ,MANCHESTER ,CT ,70
15905536 ,ANZIO IRONWORKS CORP ,,LARGO ,FL ,8
15904057 ,,145 SHERIDAN AVE ,LONGWOOD ,FL ,1
15935122 ,KNIARMCO INC ,701 COLUMBIA BLVD ,TITUSVILLE ,FL ,4
15952429 ,R/M EQUIPMENT INC ,6975-79 NW 43RD ST ,MIAMI ,FL ,168
15905537 ,STINGER SYSTEMS INC ,5505 JOHNS RD STE 702 ,TAMPA ,FL ,862
15905765 ,,172 CENTER ST ,PANACEA ,FL ,39
15802617 ,ADVANCED ARMAMENT CORP ,1434 HILLCREST RD ,NORCROSS ,GA ,5330
15803270 ,,113 GUNSMOKE TRAIL ,TRENTON ,GA ,46
15820311 ,WILSON ARMS COMPANY ,2733 ORIOLE STREET ,BRUNSWICK ,GA ,1
98233387 ,,19180 HWY 78 ,MURPHY ,ID ,4
98200317 ,TACTICAL SOLUTIONS LLC ,2181 COMMERCE AVE ,BOISE ,ID ,310
33635343 ,LES BAER CUSTOM INC ,29601 34TH AVE N ,HILLSDALE ,IL ,901
46102771 ,IDEAL PRODUCTS INC ,700 EAST LOUDON AVE ,LEXINGTON ,KY ,201
46133576 ,,1200 ONEAL RD ,LONDON ,KY ,2
46137540 ,,589 RIDGEWAY AVE ,FALMOUTH ,KY ,4
85211500 ,,8725 BOLLMAN PLACE #1 ,SAVAGE ,MD ,663


