Table
RDS KEY ,LICENSE NAME ,STREET ,CITY ,ST ,RIFLE MFG
58500357 ,,11520 SAN BERNARDINO AVE NE ,ALBUQUERQUE ,NM ,28
58500991 ,,6877 AUGUSTA HILLS DR ,RIO RANCHO ,NM ,2
98800094 ,ARSENAL INC ,4395 W POST RD UNIT 100 ,LAS VEGAS ,NV ,508
98800975 ,BLACK BEARD RESEARCH & DEVELOPMENT LLC ,904 VISTA PARK DR ,CARSON CITY ,NV ,1
98835584 ,,1422-A INDUSTRIAL WAY ,GARDNERVILLE ,NV ,349
98835517 ,,5301 LONGLEY LN BLDG C SUITE 87-88 ,RENO ,NV ,2
98801039 ,,18 GRANDVIEW LN ,WELLINGTON ,NV ,309
61134915 ,ARGUS PUBLICATIONS INC ,110 8TH ST ,BROOKLYN ,NY ,96376
61600463 ,,2720 MERKLE RD ,ATTICA ,NY ,10
61334276 ,KIMBER MFG INC ,1 LAWTON ST ,YONKERS ,NY ,10400
61100308 ,LRB OF LONG ISLAND INC ,96 CHERRY LANE ,FLORAL PARK ,NY ,940
61400873 ,,35 LOCUST GROVE RD ,SARATOGA SPRINGS ,NY ,21
61600727 ,REMINGTON ARMS CO INC ,14 HOEFLER AVE ,ILION ,NY ,161008
43402033 ,,220 NORTH HIGH ST ,WADSWORTH ,0H ,13
43101268 ,,219 ORCHARD ST ,LEWISBURG ,0H ,3
43435702 ,BEEMILLER INC ,1015 SPRINGMILL RD ,MANSFIELD ,0H ,19200
43101178 ,CAM MFG INC ,4119 INFIRMARY RD ,MIAMISBURG ,0H ,1
43401211 ,,7556 STATE RTE 45 ,LISBON ,0H ,7
43402170 ,EASTSIDE ARMS LLC ,1114 COLUMBUS AVE ,ASHTABULA ,0H ,2
43101446 ,,6990 ELIZABETH BETHEL RD ,TIPP CITY ,0H ,8
43400779 ,,10080 N PALMYRA RD ,NORTH JACKSON ,0H ,42
43437450 ,,13566 INDIAN HOLLOW RD ,GRAFTON ,0H ,91
43100615 ,,8141 ST RT 245 ,DE GRAFF ,0H ,49
43436235 ,,590 WOODVUE LANE ,WINTERSVILLE ,0H ,22
43437065 ,KELBLY'S RIFLE RANGE INC ,7222 DALTON FOX LAKE RD ,NORTH LAWRENCE ,0H ,397
43401419 ,,204 WEST SECOND STREET ,DOVER ,0H ,44
43401651 ,0HIO ORDNANCE WORKS INC ,310 PARK DR ,CHARDON ,0H ,565
43101790 ,SCHOESSLER'S SUPPLY ROOM LLC ,698 PLEASANT VALLEY DR ,SPRINGBORO ,0H ,13
43402521 ,VALOR ARMS LLC ,2812 RIVERVIEW RD ,AKRON ,0H ,4
43400683 ,,872 N PERRY ST ,0TTAWA ,0H ,12
43401749 ,,2909 SOLINGER RD ,CRESTLINE ,0H ,1
43437699 ,,19605 NICKLE PLATE DIAGONAL RD ,WELLINGTON ,0H ,7
43136612 ,,7777 HIVNOR RD ,CROOKSVILLE ,0H ,22


