Table
RDS KEY ,LICENSE NAME ,STREEI ,CITY ,ST ,MISC FA MFG 
82303130 ,WELLS CUSTOM GUNMAKERS LLC ,1750 MALONEY HILL RD ,NICHOLSON ,PA ,37 
15704477 ,ACE FIREARMS INC ,116 KAY DRIVE STE B ,EASLEY ,SC ,10 
15704502 ,AMERICAN TACTICAL INC ,231 DEMING WAY ,SUMMERVILLE ,SC ,23758 
15705439 ,D & R GUNSMITHING & SALES LLC ,2837 UNIT E SOUTH LIVE OAK DRIVE ,MONCKS CORNER ,SC ,2 
15702758 ,DC MACHINE LLC ,202 THORPE RD ,SUMMERVILLE ,SC ,61 
15705700 ,DESTRUCTIVE DEVICES INDUSTRIES LLC ,2121 OLD DUNBAR RD ,WEST COLUMBIA ,SC ,256 
15705090 ,LIGHTNING TACTICAL & TRAINING LLC ,172 HERITAGE PKWY ,BLUFFTON ,SC ,12 
15705084 ,NALLEY VENTURES LLC ,619 GENTRY MEMORIAL HWY SUITE G ,EASLEY ,SC ,30 
15705563 ,PALMETTO STATE ARMORY LLC ,366 E 5TH NORTH ST ,SUMMERVILLE ,SC ,557 
15704905 ,PALMETTO STATE ARMORY LLC ,3365 SOUTH MORGANS POINT RD ,MOUNT PLEASANT ,SC ,1648 
15702546 ,"PALMETTO STATE ARMORY, LLC ",2121 OLD DUNBAR RD ,WEST COLUMBIA ,SC ,111543 
15705536 ,REAPER FIREARMS INC ,144 KAY DR ,EASLEY ,SC ,13 
34600878 ,REMINGTON ARMS COMPANY LLC ,1310 INDUSTRY RD ,STURGIS ,SD ,98 
16206145 ,CROSS MACHINE TOOL CO INC ,312 LAW COMMUNITY RD ,LEXINGTON ,TN ,1280 
16206302 ,F J FEDDERSEN INC ,7501 CORPORATE PARK DR ,LOUDON ,TN ,31 
16201278 ,"LOWREY, EDWIN ",698 SEVEN MILE RIDGE RD ,INDIAN MOUND ,TN ,35 
16207154 ,OMNI HOLDING COMPANY ,1050 S MAIN ST ,DYERSBURG ,TN ,3787 
16207129 ,TENNESSEE ARMS COMPANY LLC ,517 LAKE ROAD ,DYERSBURG ,TN ,12717 
16204298 ,VEGA BALLISTICS CORPORATION ,1776 S BELL AVE ,PARIS ,TN ,7 
57604729 ,2-1-20 VENTURES LLC ,7106 TESSA LAKES CT ,SUGAR LAND ,TX ,10 
57602577 ,74U LLC ,17 HICKORY CT ,RICHWOOD ,TX ,261 
57510898 ,"AKIN, ERIC ROSS ",1406 RUTH DR ,LONGVIEW ,TX ,7 
57404880 ,"ANTUNEZ, CARLOS ",12940 FALLEN HERO LN ,EL PASO ,TX ,
57507914 ,AVERAGE GUN GUY LLC ,705 LONG HILL CT ,MC KINNEY ,TX ,3 
57604153 ,BOOMER PRECISION LLC ,25003 PITKIN RD STE A500 ,SPRING ,TX ,200 
57504967 ,"BRADY, ANDREW SCOTT ",6207 RENWOOD DR ,FORT WORTH ,TX ,11 
57408616 ,CAST74 LLC ,3589 HARTFIELD RD ,LA VERNIA ,TX ,50 
57511249 ,CHARLIE SQUAD FIREARMS LLC ,10055 MANOR WAY ,FORNEY ,TX ,23 
57508429 ,CURTIS CUSTOM LLC ,133 FM 2738 ,ALVARADO ,TX ,5 
57512249 ,DAREINGARMS LLC ,5101 E UNIVERSITY DR ,DENTON ,TX ,83 
57511011 ,"DARTER, DAVID KENT ",9008 WILLIS RD ,CASHION COMMUNITY ,"SELECTED, TX ",10 
57502360 ,"DAVIS, JEFFREY S ",8026 CTY RD 146 ,KAUFMAN ,TX ,5 
57506177 ,DUVAL & ASSOCIATES INC ,5316 CR 862 ,MC KINNEY ,"SELECTED, TX ",2 
57408615 ,DYNAMIC FIREARMS SOLUTIONS LLC ,803 E ROGERS RD ,EDINBURG ,TX ,3 
57605418 ,EO'S VENTURES LLC ,830 W 14TH ST ,HOUSTON ,TX ,4 


