Table
RDS KEY ,LICENSE NAME ,STREET ,CITY ,ST ,RIFLE MFG
15910667 ,B E FIREARMS INC ,20 MARCO LAKE DRIVE UNIT #6 ,MARCO ISLAND ,FL ,12
15920558 ,B HUEY SERVICES LLC ,1601 HERITAGE ESTATES TRACE ,JACKSONVILLE ,FL ,18
15910996 ,B&S FIREARMS INC ,1193 TALLEVAST ROAD ,SARASOTA ,FL ,3
15915406 ,BALLISTIC ADVANTAGE LLC ,2516 JMT INDUSTRIAL DR UNIT 106-108 ,APOPKA ,FL ,8
15931644 ,BLACK CREEK PRECISION LLC ,4949 SUNBEAM ROAD #8 ,JACKSONVILLE ,FL ,3
15931427 ,BLACK RHINO SAFETY & DEFENSE INC ,661 BEVILLE RD SUITE 116 ,SOUTH DAYTONA ,FL ,1
15916829 ,BLACKHAWK CUSTOM LLC ,5762 NW CONE ST ,PORT SAINT LUCIE ,FL ,14
15916171 ,BRB TACTICAL SYSTEMS INC ,7957 W GULF TO LAKE HWY #4061 ,CRYSTAL RIVER ,FL ,7
15926277 ,BRIGADE MANUFACTURING INC ,7312 NW 46TH STREET ,MIAMI ,FL ,25
15916061 ,"BRIGGS, WILLIAM HARRY SR ",9415 OLD ST AUGUSTINE RD ,TALLAHASSEE ,FL ,1
15930516 ,"BRYDEBELL, JAY WARREN SR ",12981 SE SUZANNE DR ,HOBE SOUND ,FL ,4
15930348 ,C & H PRECISION WEAPONS LLC ,1080 COMMERCE DR BLDG 1 ,LABELLE ,FL ,15
15928454 ,C&R TACTICAL LLC ,1215 SEMINOLA BLVD #121 ,CASSELBERRY ,FL ,8
15907948 ,CHARLES W JENKINS LLC ,977 18TH AVE SW ,VERO BEACH ,FL ,5
15931261 ,CPR TRAINING CENTER TAMPA LLC ,2550 LAND O LAKES BLVD UNIT 194 ,LAND O LAKES ,FL ,1
15915069 ,CSC ARMS LLC ,4111 SW 47TH AVE STE 313 ,DAVIE ,FL ,30
15914010 ,DALPAR CORPORATION ,105A LEWIS ST UNIT 103 ,FORT WALTON BEACH ,FL ,49
15912603 ,DEFINITIVE ARMS LLC ,11865 34TH ST N ,SAINT PETERSBURG ,FL ,41
15910123 ,DIAMONDBACK FIREARMS LLC ,4135 PINE TREE PLACE BLDGS D & E ,COCOA ,FL ,9892
15925543 ,DIV 3 INC ,935 SHADICK DR ,0RANGE CITY ,FL ,10
15913631 ,DNS SIGNS & LIGHTING INC ,2520 32ND AVE N ,SAINT PETERSBURG ,FL ,5
15916277 ,DRAGON FIRE ARMORY LLC ,4198 DUNDEE RD ,WINTER HAVEN ,FL ,64
15913859 ,EAST COAST CUSTOM TACTICAL LLC ,925 WALKER RD ,WILDWOOD ,FL ,67
15911384 ,ECR FLORIDA LLC ,863 PIERCE RD ,WAUCHULA ,FL ,1
15911763 ,EVOLUTION WEAPONRY LLC ,6300 NW 202 PL ,MCINTOSH ,FL ,2
15930580 ,FAIRBANKS AND FAIRBANKS INC ,405 SOUTH K STREET ,PENSACOLA ,FL ,10
15916388 ,"FERRIS, STEPHEN JOSEPH ",9895 MARY ANNE DRIVE ,NAVARRE ,FL ,4
15910284 ,FIRE-LINE AMMUNITION & FIREARMS INC ,15485 SOUTH TAMIAMI TRAIL ,FORT MYERS ,FL ,6
15922573 ,FIREBASE TACTICAL LLC ,128 W BROAD ST ,GROVELAND ,FL ,4
15914831 ,FLORIDA FIREARMS ACADEMY LLC ,13317 W HILLSBOROUGH AVE ,TAMPA ,FL ,10
15904894 ,FORDS CUSTOM PLATING & SERVICES INC ,6843 N CITRUS AVE BLDG #10 ,CRYSTAL RIVER ,FL ,1
15920461 ,"FOREMAN, RONALD L JR ",10711 SOUTHWEST 216TH STREET UNIT# 203 ,MIAMI ,FL ,3


