Table
RDS KEY ,LICENSE NAME ,STREET ,City ,ST ,RIFLE EXP
16304957 ,ABSOLUTE PRECISION GUNWORKS LLC ,2044 HWY 18 ,SULLIGENT ,AL ,2
57134716 ,WILSONS GUN SHOP INC ,2452 CR 719 ,BERRYVILLE ,AR ,8
98602487 ,"MCMILLAN FIREARMS MANUFACTURING, LLC ",23606 N 19TH AVE STE 10&12 ,PHOENIX ,AZ ,81
98604672 ,"AZUKAS, VICTOR FRANCIS AND ORTIZ, RICHARD ALFONSO ",1382 N ROYAL RD ,NOGALES ,AZ ,4
98607222 ,SURGEON RIFLES LLC ,23606 N 19TH AVE STE 10 & 12 ,PHOENIX ,AZ ,16
98600788 ,PATRIOT ORDNANCE FACTORY INC ,23011 N 16TH LANE ,PHOENIX ,AZ ,23
98605978 ,GRAYSKULL ARMORY LLC ,22871 W SOLANO DR ,BUCKEYE ,AZ ,3
98606209 ,"MCALISTER, KENNETH ",291 E OCOTILLO RD UNIT 27 ,CHANDLER ,AZ ,1
98602030 ,JPS MANUFACTURING LLC ,7431 W TUMBLEWOOD DR ,PEORIA ,AZ ,39
98605376 ,EDM ARMS INC ,3795 N STATE ROUTE 89 STE A ,CHINO VALLEY ,AZ ,15
93305129 ,"SHIELD DEFENSE, LLC ",2585 JASON CT ,0CEANSIDE ,CA ,8
93304097 ,JD MACHINE TECH INC ,4170 MORENA BLVD #C ,SAN DIEGO ,CA ,6009
97737552 ,WEATHERBY INC ,1605 COMMERCE WAY ,PASO ROBLES ,CA ,734
58403831 ,BLUE NORTHER GUNSMITH LLC ,6424 EAST COUNTY RD 66 ,WELLINGTON ,CO ,1
60600729 ,STAG ARMS LLC ,515 JOHN DOWNEY DR ,NEW BRITAIN ,CT ,422
60633345 ,COLT'S MANUFACTURING CO LLC ,545 NEW PARK AVE ,WEST HARTFORD ,CT ,6456
60601740 ,JKB DAIRA INC ,22 SOUTH SMITH STREET ,NORWALK ,CT ,27
60602460 ,CREED MONARCH INC ,1 PUCCI PARK ,NEW BRITAIN ,CT ,10339
60601143 ,B M L TOOL & MANUFACTURING CORP ,67 ENTERPRISE DRIVE ,MONROE ,CT ,2
15931029 ,AGUIEUS LLC ,6019 W CHELSEA ST ,TAMPA ,FL ,1
15909552 ,GOOD TIME OUTDOORS INC ,4600 W HIGHWAY 326 ,0CALA ,FL ,8
15912014 ,"SPARKMAN, JOHN B, III ",26001 S DIXIE HWY ,NARANJA ,FL ,
15940998 ,KNIGHTS MANUFACTURING CO ,701 COLUMBIA BLVD ,TITUSVILLE ,FL ,37
15917454 ,"KNIGHT, CHARLES REED JR ",701 COLUMBIA BLVD ,TITUSVILLE ,FL ,99
15925832 ,SMITH HISTORIC COLLECTIONS LLC ,10925 SW 27TH AVE ,GAINESVILLE ,FL ,1
15940806 ,KEL TEC CNC INDUSTRIES INC ,1475 COX ROAD ,COCOA ,FL ,1656
15805973 ,HEAD DOWN PRODUCTS LLC ,333 BUTLER INDUSTRIAL DRIVE ,DALLAS ,GA ,256
15840168 ,MEGGITT TRAINING SYSTEMS INC ,296 BROGDON RD ,SUWANEE ,GA ,162
15807415 ,CHEYTAC USA LLC ,110 EAGLE RD ,NASHVILLE ,GA ,9
98201252 ,PRIMARY WEAPONS SYSTEMS INC ,255 N. STEELHEAD WAY ,BOISE ,ID ,183
98200449 ,"ROGERS, DAVID J ",3025 LEADVILLE ,BOISE ,ID ,5
33637004 ,ROCK RIVER ARMS INC ,1042 CLEVELAND RD ,COLONA ,IL ,12
33636039 ,ARMALITE INC ,745 S HANFORD ST ,GENESEO ,IL ,893
33604543 ,AR1510 LLC ,745 S HANFORD ,GENESEO ,IL ,15
33637390 ,DS ARMS INC ,27W990 INDUSTRIAL AVE ,LAKE BARRINGTON ,IL ,58
33637243 ,LEWIS MACHINE & TOOL CO ,1305 W 11TH ST ,MILAN ,IL ,178


