Table
RDS KEY ,LICENSE NAME ,STREEI ,CITY ,ST ,MISC FA MFG
15808205 ,TBTECH ARMS LLC ,5815 COOL SPRINGS DR ,CUMMING ,GA ,5
15807655 ,U K PRECISION INC ,2029 MARSHALL HUFF RD SUITE A ,DALLAS ,GA ,2
15808429 ,WEST GEORGIA FIREARMS LLC ,18 NEW AIRPORT RD STE A ,LAGRANGE ,GA ,4
99800041 ,DELTA INTERNATIONAL DEFENSE CORPORATION ,272 E HARMON INDUSTRIAL PARK RD STE #106 ,TAMUNING ,GU ,10
54203111 ,"CHELGREN, JANET LEE ",14470 TERMINAL AVE ,0TTUMWA ,IA ,102
54203229 ,CREATIVE ARMS LLC ,1430 EAST FLEMING AVE ,DES MOINES ,IA ,71
54202120 ,"MCFARLAND, KENNETH DANIEL ",526 CLOVER CIR ,FREDERICKSBURG ,IA ,9
54203768 ,MIDWEST PX LLC ,15443 JACOB AVE ,GRINNELL ,IA ,101
54202816 ,"SMALDINO, MATTHEW JOSIAH ",2105 ROUND ST ,CEDAR FALLS ,IA ,4
98235032 ,BAT MACHINE CO INC ,11550 N-BRUSS RD ,RATHDRUM ,ID ,696
98202488 ,"LEGEND ARMORY, LLC ",272 TAILWIND CIR ,POCATELLO ,ID ,80
98202111 ,MILTAC INDUSTRIES LLC ,"719 N PRINCIPLE PLACE, SUITE 130 ",MERIDIAN ,ID ,4
98201392 ,"SEEKINS, GLEN DALE ",159 AMERICAN WAY ,LEWISTON ,ID ,6442
98200569 ,TACTICAL INNOVATIONS INC ,345 SUNRISE RD ,BONNERS FERRY ,ID ,827
98202164 ,TACTICAL SOLUTIONS INC ,2772 S VICTORY VIEW WAY ,BOISE ,ID ,371
33604543 ,AR1510 LLC ,745 S HANFORD ,GENESEO ,IL ,43
33636039 ,ARMALITE INC ,745 S HANFORD ST ,GENESEO ,IL ,823
33703779 ,DECO MANUFACTURING COMPANY ,5054 CUNDIFF CT ,DECATUR ,IL ,2
33637390 ,DS ARMS INC ,27W990 INDUSTRIAL AVE ,LAKE BARRINGTON ,IL ,823
33703801 ,"HISLE, LEO III ",129 W LINCOLN ST ,SAYBROOK ,IL ,2
33603644 ,IMPERIAL ARMS CO ,8176 OLD RIDGE RD ,PLAINFIELD ,IL ,28
33637243 ,LEWIS MACHINE & TOOL CO ,1305 W 11TH ST ,MILAN ,IL ,1784
33603459 ,0DIN ARMS LLC ,415 W JACKSON AVE ,NAPERVILLE ,IL ,19
33604340 ,"PAWLOWSKI, MATTHEW ALAN ",9520 PAULING RD ,MONEE ,IL ,4
33602395 ,POLHAMUS KENNETH ALLEN ,7307 EDWARD DR ,LOVES PARK ,IL ,45
33601205 ,SPORTSWEREUS INC ,855 COMMERCE PARKWAY ,CARPENTERSVILLE ,IL ,1078
43501191 ,"HAVERKAMP, THOMAS J ",4850 N 13TH ST ,TERRE HAUTE ,IN ,23
43503958 ,HIS & HERS TARGET SPORTS LLC ,408 SOUTH MAIN ST ,SHERIDAN ,IN ,1
43505742 ,MACPHYRE ENTERPRISES LLC ,776 2ND ST ,PLAINVILLE ,IN ,1
43504848 ,PC & R FREEDOM ENTERPRISES LLC ,426 N MURPHY AVE ,BRAZIL ,IN ,3
43505419 ,SHEPHERD FIREARMS LLC ,1600 WEST CENTER ST ,WARSAW ,IN ,30
43505362 ,TURNER'S MACHINING SPECIALTIES INC ,820 REPP DR ,COLUMBUS ,IN ,10
43504670 ,WARRIOR ARMS LLC ,2202 BURLINGTON BEACH RD ,VALPARAISO ,IN ,36
54803412 ,BLACK DOG ARMORY LLC ,3050 S 44TH ST ,KANSAS CITY ,KS ,1
54802726 ,CENTERFIRE SHOOTING SPORTS LLC ,875 N JAN-MAR CT ,0LATHE ,KS ,1


