Table
RDS KEY ,LICENSE NAME ,STREEI ,CITY ,ST ,MISC FA MFG
57603418 ,SPRATLEN ARMS LLC ,16105 PORTER LN ,PORTER ,TX ,1
57404875 ,STI INTERNATIONAL LLC ,114 HALMAR COVE ,GEORGETOWN ,TX ,1306
57541806 ,STILLERS PRECISION FIREARMS LLC ,118 REGENCY DR ,WYLIE ,TX ,3928
57406066 ,STRATASYS DIRECT INC ,9715 A BURNET RD STE 500 ,AUSTIN ,TX ,18
57603270 ,T3 GUN WORKS LLC ,21802 LAKE VIEW RD ,DAMON ,TX ,27
57506351 ,TALION LLC ,11555 HWY 380 W STE B202 ,KRUM ,TX ,1
57507611 ,TEXAR SPORTS LLC ,244 WOODBINE DRIVE ,BURLESON ,TX ,4
57406481 ,TIME OF FREEDOM LLC ,4920 BURT RD ,BRYAN ,TX ,4
57604133 ,TWIN PRECISION LLC ,1876 ISLAND FALLS CT ,LEAGUE CITY ,TX ,2
57404909 ,ULTRA STEEL TACTICAL LLC ,"861 CHARTER OAK DR 1, BLDG 1B ",CANYON LAKE ,TX ,2
57604276 ,W D D INVESTMENTS INC ,4340 HOLMES RD STE 101 ,HOUSTON ,TX ,25
57402906 ,"WAKAL, ALEXSANDER ",1648 PALO ALTO DR ,VON ORMY ,TX ,262
57507248 ,WE THE PEOPLE FIREARMS LLC ,4110 S EDEN RD ,KENNEDALE ,TX ,12
57505688 ,"WEBSTER, EDWARD MARSHALL ",625 BRIARWOOD TRAIL ,JOSHUA ,TX ,2
57603665 ,WTFIREARMS LLC ,3 CHANDLERS WAY ,MAGNOLIA ,TX ,8
98702400 ,3RD GEN MACHINE INC ,1435 NORTH 200 W ,LOGAN ,UT ,1659
98702013 ,"BRINGHURST, JUSTIN LYNN ",8011 S HILLERS DR ,WEST JORDAN ,UT ,144
98702012 ,DEAD ON AMMUNITION ,3292 EAST DESERET DR SOUTH ,SAINT GEORGE ,UT ,9
98702284 ,"MORRILL, MARTY AARON ",352 NORTH 400 EAST ,LEHI ,UT ,5
98702216 ,NO QUARTER GUNSMITHING LLC ,3518 W BARN FIELD WAY ,WEST VALLEY CITY ,UT ,8
98702241 ,SKYARMS LLC ,5408 WEST 10180 NORTH ,HIGHLAND ,UT ,1
98702230 ,STS MANUFACTURING LLC ,673 WEST 1ST STREET BLD 4A BAY 5 ,0GDEN ,UT ,1264
98702121 ,TEGRA ARMS INC ,523 S COMMERCE RD ,0REM ,UT ,215
15413809 ,A S H INDUSTRIES INC ,4733 JEFFERSON DAVIS HWY ,FREDERICKSBURG ,VA ,64
15412412 ,APPALACHIAN GUN WORKS LLC ,4568 BLUE RIDGE BLVD ,BLUE RIDGE ,VA ,113
15406852 ,"BURFIELD, WILLIAM EDWARD ",8736 LANDMARK RD ,HENRICO ,VA ,292
15406327 ,DISCRETIONARY FIREARMS & SECURITY SOLUTIONS ,"1616 CENTERVILLE TURNPIKE, SUITE 207 ",VIRGINIA BEACH ,VA ,14
15414041 ,HIGHER POWER FIREARMS LLC ,109 WAVERLY DR ,RUTHER GLEN ,VA ,1
15410619 ,"SODAN ARMAMENT, LLC ",3300A NEW KENT HWY ,QUINTON ,VA ,30
15406989 ,STERLING ARSENAL WORKS & TACTICAL SUPPLY LLC ,201 DAVIS DRIVE UNIT FF ,STERLING ,VA ,2
15407569 ,UMBRELLA CORP WEAPONS RESEARCH GROUP ,545 S BIRDNECK RD STE 202 B ,VIRGINIA BEACH ,VA ,369
15437411 ,WEGMANN USA INC ,30 MILL RACE DR ,LYNCHBURG ,VA ,605
99101098 ,AERO PRECISION INC ,2338 HOLGATE ST ,TACOMA ,WA ,17797
99105684 ,"AERO PRECISION, LLC ",2338 HOLGATE ST ,TACOMA ,WA ,22760
99104649 ,"AREA 53 RESEARCH & DEVELOPMENT, LLC ",1407 E CHATTAROY RD ,COLBERT ,WA ,214


