RDS KEY ,LICENSE NAME ,STREET ,CITY ,ST ,PISTOL 22 ,PISTOL 25 ,PISTOL 32 ,PISTOL 380 ,PISTOL 9MM ,PISTOL 50 ,PISTOL TOTAL
98801078 ,CUSTOM FIREARMS & GUNSMITHING LLC ,10198 HWY 50 EAST SUITE B ,MOUND HOUSE ,NV ,0 ,0 ,0 ,0 ,0 ,4 ,4
98801961 ,FREDERICK JOHN HAUSEUR IV ,10198 HWY 50 E STE B ,MOUND HOUSE ,NV ,0 ,0 ,0 ,0 ,0 ,4 ,4
98800873 ,JIMENEZ ARMS INC ,5550 REFERENCE STREET ,LAS VEGAS ,NV ,6399 ,2013 ,1069 ,12950 ,12129 ,0 ,34560
61100248 ,A.P.I ,71-73 EAST JEFRYN BLVD ,DEER PARK ,NY ,0 ,0 ,0 ,51 ,1073 ,0 ,1124
61601079 ,CZ-USA INC ,5169 RT 12 S ,NORWICH ,NY ,0 ,0 ,0 ,0 ,410 ,3132 ,3542
61334276 ,KIMBER MFG INC ,1 LAWTON ST ,YONKERS ,NY ,699 ,0 ,0 ,0 ,5241 ,80051 ,85991
61600727 ,REMINGTON ARMS CO INC ,14 HOEFLER AVE ,ILION ,NY ,0 ,0 ,0 ,0 ,0 ,11017 ,11017
61601266 ,,20 EDWIN LN ,BINGHAMTON ,NY ,0 ,0 ,0 ,0 ,8 ,34 ,42
43435702 ,BEEMILLER INC ,1015 SPRINGMILL RD ,MANSFIELD ,0H ,0 ,0 ,0 ,15000 ,64900 ,0 ,79900
43101810 ,CHIAPPA FIREARMS LTD ,6785 W THIRD ST ,DAYTON ,0H ,26276 ,0 ,0 ,0 ,0 ,2 ,26278
43402362 ,DEFENSIVE CREATIONS LLC ,253 MAPLEWOOD DR ,ALLIANCE ,0H ,0 ,0 ,0 ,0 ,1 ,1 ,2
43402170 ,EASTSIDE ARMS LLC ,1114 COLUMBUS AVE ,ASHTABULA ,0H ,1 ,0 ,0 ,0 ,0 ,0 ,1
43419291 ,HASKELL MANUFACTURING INC ,585 EAST BLUE LICK RD ,LIMA ,0H ,0 ,0 ,0 ,0 ,0 ,25500 ,25500
43102690 ,,582 N FAIRFIELD DR ,BEAVERCREEK ,0H ,0 ,0 ,0 ,2 ,0 ,0 ,2
43434316 ,IBERIA FIREARMS INC ,3929 STATE RT 309 ,GALION ,0H ,0 ,0 ,0 ,0 ,0 ,23400 ,23400
43402108 ,ITHACA GUN COMPANY ,420 N WARPOLE ST ,UPPER SANDUSKY ,0H ,0 ,0 ,0 ,0 ,0 ,7 ,7
43436235 ,,590 WOODVUE LANE ,WINTERSVILLE ,0H ,1 ,1 ,12 ,1 ,0 ,2 ,17
43401651 ,0HIO ORDNANCE WORKS INC ,310 PARK DR ,CHARDON ,0H ,0 ,0 ,0 ,2 ,0 ,0 ,2
57302562 ,ACCURATE IRON LLC ,12804 BUCKBOARD RD ,JONES ,0K ,0 ,0 ,0 ,0 ,1 ,1 ,2
57303316 ,,1212 OKLAHOMA PL ,CLAREMORE ,0K ,0 ,0 ,0 ,1 ,2 ,1 ,4
57303066 ,,1993 COUNTY RD 1405 ,SKIATOOK ,0K ,0 ,0 ,0 ,0 ,0 ,1 ,1
57303164 ,LOKI WEAPON SYSTEMS INC ,320 NW INDUSTRIAL RD ,ATOKA ,0K ,0 ,0 ,0 ,0 ,0 ,4 ,4
57302658 ,,119 RAINBOW DR ,ELK CITY ,0K ,0 ,0 ,0 ,0 ,0 ,7 ,7
57302568 ,PRUSIK USA LLC ,301 WORLEY ST ,STILWELL ,0K ,0 ,0 ,0 ,0 ,12 ,1 ,13
99302007 ,ARMS LLC ,13313 EHLEN RD NE ,AURORA ,0R ,0 ,1 ,0 ,0 ,0 ,0 ,1
99302906 ,,11311 SE MILKY WAY ,PRINEVILLE ,0R ,8 ,0 ,0 ,0 ,0 ,0 ,8
99301001 ,NOVESKE RIFLEWORKS LLC ,594 NE E ST ,GRANTS PASS ,0R ,0 ,3 ,0 ,0 ,0 ,0 ,3
99301862 ,,1561 N FREMONT ST ,CORNELIUS ,0R ,1 ,0 ,0 ,0 ,0 ,0 ,1
99337182 ,TNW FIREARMS INC ,55325 TIMBER RD ,VERNONIA ,0R ,0 ,0 ,0 ,0 ,3 ,0 ,3
99302088 ,,480 ROGUE RIVER PKWY ,TALENT ,0R ,0 ,0 ,2 ,0 ,0 ,0 ,2
82303952 ,,215 URBAN RD ,ROWLAND ,PA ,0 ,14 ,0 ,0 ,0 ,0 ,14
82302834 ,KEYSTONE SPORTING ARMS ,155 SODOM RD ,MILTON ,PA ,1017 ,0 ,0 ,0 ,0 ,0 ,1017


