Table
RDS KEY ,LICENSE NAME ,STREET ,CITY ,ST ,RIFLE MFG 
98601115 ,SOURCE MANUFACTURING LLC ,2920 EAST MOHAWK LN STE 112 ,PHOENIX ,AZ ,46 
98603460 ,SOUTHWESTERN SPORTING ENTERPRISES LLC ,2244 N AL SIEBER RD ,APACHE JUNCTION ,AZ ,3 
98602814 ,SPEED ARMS LLC ,1616 E MAIN ST 208C ,MESA ,AZ ,1 
98602020 ,SUN DEVIL MANUFACTURING LLC ,663 W 2ND AVE STE 16 ,MESA ,AZ ,22 
98638255 ,"TATOM, DONALD LEE ",4739 RANCH RD ,SIERRA VISTA ,AZ ,50 
98603073 ,TURNER FABRICATIONS LLC ,10602 E IRONWOOD LANE ,MESA ,AZ ,11 
98637461 ,"VAN HORN, DAVID A ",1302 E RAWHIDE ,GILBERT ,AZ ,1 
98602792 ,VENOM TACTICAL LLC ,7252 E CONCHO DR STE C-13 ,KINGMAN ,AZ ,6 
98637956 ,YOUNG MANUFACTURING INC ,5528 N 51ST AVE ,GLENDALE ,AZ ,12 
98603237 ,ZIMMERMAN ARMS LLC ,540 SIXTH ST # F ,PRESCOTT ,AZ ,20 
97701370 ,"AIRCRAFT ARMAMENTS, INC ",18205 LAVERNE DR ,LOS GATOS ,CA ,5 
96802268 ,"ANDERSON, ROBERT AND GAIL ",103 MAIN ST ,PLACERVILLE ,CA ,35 
97701884 ,"BOWERMAN, JUSTIN CHARLES ",10 KINGS AVE ,CHOWCHILLA ,CA ,25 
99500839 ,"BUTLER, CHRISTOPHER W ",39424 COLCHESTER CT ,PALMDALE ,CA ,1 
97702070 ,B E INC ,18430 TECHNOLOGY DR UNIT A ,MORGAN HILL ,CA ,251 
96802224 ,"CAL ARMORY, LLC ",3440 BRADEN RD ,CAMINO ,CA ,5 
93302042 ,EGSW INC ,1637 N BRIAN ST ,ORANGE ,CA ,2 
93340727 ,EXCEL INDUSTRIES INC ,4510 CARTER CT ,CHINO ,CA ,504 
97702039 ,"GRISWOLD, TODD & TRENT ",2057 GOODYEAR AVE UNIT D ,VENTURA ,CA ,12 
96802577 ,"GUNTLY, JAMES CHARLES ",6750 HWY 20 ,UKIAH ,CA ,1 
97701963 ,"HANSON, NORMAN LOUIS ",20733 SOUTH ST UNIT C ,TEHACHAPI ,CA ,14 
93302759 ,"LEDESMA, PAUL ","13552 CENTRAL AVE, UNIT C ",CHINO ,CA ,50 
93302624 ,MAXIMUM WHOLESALE INC ,15979 S PIUMA AVE ,CERRITOS ,CA ,87 
97701704 ,"MULLEN, JEFFREY GERALD ",5530 E LAMONA AVE #103 ,FRESNO ,CA ,36 
93302580 ,NEMESIS ARMS INC ,1090 5TH ST UNIT 110 ,CALIMESA ,CA ,167 
93301038 ,"SUREFIRE, LLC ",18300 MT BALDY CIRCLE ,FOUNTAIN VALLEY ,CA ,5 
97702192 ,"VELLA, TIMOTHY; GONZALEZ JAIME; GONZALEZ, JAVIER ",1751 HOURET CT ,MILPITAS ,CA ,6 
58402447 ,ACCURACY SYSTEMS INC ,1661 BEHRENS ROAD ,BYERS ,CO ,16 
58437579 ,AMERICAN WEST INDUSTRIES LLC ,600 OAK AVE ,EATON ,CO ,53 
58402128 ,"BERNARD, LEO JOHN ",1930 RAILROAD AVE #9 ,RIFLE ,CO ,1 
58401710 ,"COOK, GERALD M ",1600 RAPID CT ,BERTHOUD ,CO ,3 
58403287 ,GRE-TAN RIFLES LLC ,24005 HWY 13 ,MEEKER ,CO ,14 
58401115 ,HILTON FIREARMS ,265 BLUE SPRUCE DR ,PINE ,CO ,2 


