RDS KEY ,LICENSE NAME ,STREET ,CITY ,ST ,RIFLE MFG
57502687 ,EAST TEXAS LAW ENFORCEMENT SERVICES LLC ,RT 1 BOX 418 ,JACKSONVILLE ,TX ,1
57501894 ,,4219 W CO RD N ,0DESSA ,TX ,31
57403973 ,FIVE FOUR TACTICAL ,2843 HAYDEN RANCH RD ,FREDERICKSBURG ,TX ,33
57404554 ,FOX KNIGHT TACTICAL LLC ,6805 FM 306 ,NEW BRAUNFELS ,TX ,2
57601816 ,,11778 CLINT PARKER RD ,CONROE ,TX ,17
57401043 ,HCR INC ,5726 SAFARI DR ,NEW BRAUNFELS ,TX ,39
57404444 ,HILL COUNTRY BLACK RIFLES LLC ,3965 THOUSAND OAKS DR STE 4 ,SAN ANTONIO ,TX ,13
57601671 ,,3270 GULF FREEWAY SOUTH ,LEAGUE CITY ,TX ,11
57403461 ,,9011 APPALOOSA RUN ,AUSTIN ,TX ,3
57504664 ,JOHNSON GUNSMITHING LLC ,252 BLUEBONNET DR E ,CRESSON ,,3
57403373 ,,3317 FOREST TRAIL ,BANDERA ,TX ,3
57601289 ,KENCO ARMS LLC ,10111 CHAMPION FOREST LOOP ,CONROE ,TX ,7
57403453 ,KIDD INNOVATIVE DESIGN LLC ,2633 TERMINAL LOOP RD ,MCQUEENEY ,TX ,222
57601443 ,KLEIBER ENTERPRISES INC ,6200 N SHEPHERD ,HOUSTON ,,6
57500776 ,,5
57403286 ,KNS PRECISION INC ,112 MARSCHALL CREEK RD ,FREDERICKSBG ,TX ,5
57542125 ,,32
57602344 ,LIBERTY SPORTS INC ,20714 CASTLE BEND DR ,KATY ,,25
57505072 ,LLOYDS INCORPORATED ,3636 BREWSTER DR ,PLANO ,,1
57637564 ,LONE STAR RIFLE CO INC ,11231 ROSE ROAD ,CONROE ,TX ,16
57602533 ,M E GORRIS & ASSOCIATES INC ,106 HAWN DR ,LUMBERTON ,TX ,1
57602377 ,,18000 GROSCHKE ROAD B1 ,HOUSTON ,TX ,1
57434208 ,,INDUSTRIAL BLVD MAVERICK CO DEVLPT PARK ,EAGLE PASS ,TX ,60304
57504097 ,,2349 COUNTY ROAD 4680 ,BOYD ,TX ,26
57502754 ,,2205 HANDLEY EDERVILLE RD ,FORT WORTH ,TX ,3
57404045 ,,7696 N HWY 281 ,LAMPASAS ,TX ,1
57505190 ,MITCHELL CUSTOM GUNS AND BULLET WORKS LLC ,5967 FM 576 E ,BRECKENRIDGE ,TX ,6
57505105 ,NOBLE FIREARMS INC ,2901 S CRAVENS RD ,FORT WORTH ,TX ,6
57404504 ,,15561 BUCKWHEAT ST ,EL PASO ,TX ,22
57503683 ,PAAC PRECISION LLC ,2601 FM 2815 ,BONHAM ,TX ,2
57505297 ,PEINE CUSTOM FIREARMS INC ,1600 SOUTH COUNTY ROAD 1133 ,MIDLAND ,TX ,1
57402334 ,,28703 MARGERSTADT ,WALLER ,TX ,20


