RDS KEY,LICENSE NAME,STREET,CITY,ST,MISC FA MFG
16301726,"ABERNATHY, JEFFREY DALE",12622 HENDERSON LANE,MADISON,AL,12
16303111,"CLARK, GREGORY E",1157 PHILLIPS RD,LANETT,AL,9
16303684,"GUNTER, WILLIAM S",156 SUMMER FIELD DR,DEATSVILLE,AL,2
16335030,"HOPE, DAVID NICHOLAS",901 GLAZE DR,BESSEMER,AL,47
57102377,"ELDER, DONALD SHANE",119 PARK STREET,CARLISLE,AR,19
57100388,GENERAL DYNAMICS ARMAMENT & TECHNICAL PRODUCTS INC,1/2 MI W HWY 303,HAMPTON,AR,2
57114579,JOHN NORRELL INC,13529 SADDLE HILL DR,LITTLE ROCK,AR,48
57102287,LAKESIDE MACHINE LLC,1213 INDUSTRIAL ST,HORSESHOE BEND,AR,9
98600962,"ABRAMS AIRBORNE MFG, INC.",3735 N ROMERO RD,TUCSON,AZ,242
98602346,AGP ARMS INC,1930 E THIRD ST STE #12,TEMPE,AZ,222
98602515,AMERICAN SPIRIT ARMS LLC,16001 N GREENWAY HAYDEN LOOP STE B,SCOTTSDALE,AZ,269
98602530,"ARIZONA ARMORY, LLC",2114 W FILLMORE,PHOENIX,AZ,58
98603579,ARMS TECH LTD,7150 WEST ROOSEVELT ST #167,PHOENIX,AZ,4
98601582,DOUBLE DIAMOND LAW ENFORCEMENT SUPPLY LLC,1101 W GRANT STE 202,TUCSON,AZ,380
98602315,GG & G INC,3602 E 42ND STRAVENUE,TUCSON,AZ,3
98602313,MARGARET RACHEL WELLS,110 N SUMMIT ST,PRESCOTT,AZ,2
98603934,"MCGUIRE, JEREMY SCOTT",19395 N JOHN WAYNE PARKWAY,MARICOPA,AZ,15
98603321,"MCINERNEY, EDWARD A III",3550 N PALOVERDE BLVD,LAKE HAVASU CITY,AZ,14454
98600788,PATRIOT ORDNANCE FACTORY INC,23011 N 16TH LANE,PHOENIX,AZ,420
98603707,QUENTIN LASER LLC,761 N MONTEREY ST STE 104,GILBERT,AZ,369
98633332,R & R SPORTING ARMS INC,15481 N TWIN LAKES DR,TUCSON,AZ,1
