Table
RDS KEY ,LICENSE NAME ,STREET ,CITY ,ST ,PISTOL 22 ,PISTOL 25 ,PISTOL 32 ,PISTOL 380 ,PISTOL 9MM ,PISTOL 50 ,PISTOL TOTAL 
34104159 ,SOTA ARMS INC ,39719 GRAND AVE ,NORTH BRANCH ,MN ,O ,100 ,O ,0 ,0 ,0 ,100 
34102463 ,VELOCITY LLC ,6315 RICE LAKE ROAD ,DULUTH ,MN ,0 ,0 ,0 ,O ,136 ,265 ,401 
54306127 ,BLACK RAIN ORDNANCE INC ,11633 IRIS ROAD ,NEOSHO ,MO ,O ,46 ,O ,O ,O ,O ,46 
54301610 ,CMMG INC ,2301 BOONSLICK DR ,BOONVILLE ,MO ,0 ,50 ,609 ,O ,451 ,0 ,1110 
54339122 ,"ED BROWN PRODUCTS, INC ",43825 MULDROW TRAIL ,PERRY ,MO ,O ,O ,O ,O ,147 ,1259 ,1406 
54311561 ,FIRE FOR EFFECT INC ,2301 BOONSLICK DR ,BOONVILLE ,MO ,0 ,56 ,24 ,O ,0 ,0 ,80 
54309035 ,HEIZER DEFENSE LLC ,8750 PEVELY INDUSTRIAL DR ,PEVELY ,MO ,0 ,O ,O ,0 ,O ,153 ,153 
54338894 ,"MCELYEA, BRUCE E ",910 E BLUFF DR ,SPRINGFIELD ,MO ,O ,0 ,O ,O ,3 ,0 ,3 
54310714 ,MILES PER HOUR LLC ,86 EMERSON RD ,REEDS SPRING ,MO ,O ,1 ,0 ,0 ,O ,0 ,1 
54310756 ,MISSOURI VALLEY ARMS LLC ,6656 HIGHWAY BB ,WASHINGTON ,MO ,0 ,0 ,O ,O ,3 ,O ,3 
54312890 ,MOA LLC ,11017 GRAVOIS INDUSTRIAL CT C ,SAINT LOUIS ,MO ,O ,O ,O ,0 ,9 ,0 ,9 
54311347 ,MOA LLC ,UNIT 701 KELEMEN CT ,DITTMER ,MO ,O ,O ,O ,O ,9 ,O ,9 
54311296 ,OZARK GUN & PAWN LLC ,14752 HWY 52 ,VERSAILLES ,MO ,O ,4 ,O ,O ,O ,0 ,4 
54313578 ,ROBERT PORTER LLC ,21911 S STATE LINE RD ,BELTON ,MO ,1 ,O ,O ,O ,O ,O ,1 
54307880 ,WESTEN MACHINE LLC ,1841 N OAK GROVE AVE ,SPRINGFIELD ,MO ,0 ,0 ,0 ,12 ,0 ,0 ,12 
16403740 ,BACK IN BLACK TACTICAL LLC ,289 C F WARD RD ,LUCEDALE ,MS ,O ,2 ,1 ,0 ,0 ,0 ,3 
16403862 ,BCA INC ,311 SECOND AVE ,SHELBY ,MS ,0 ,0 ,O ,0 ,3 ,24 ,27 
16404072 ,COTTON BRANCH CUSTOM FIREARMS LLC ,915 ALLEN RD ,SMITHDALE ,MS ,O ,1 ,O ,O ,O ,O ,1 
16403771 ,MAA INTERNATIONAL INC ,9 INDUSTRIAL DR STE 103 ,OXFORD ,MS ,1 ,O ,O ,O ,O ,O ,1 
16403240 ,"MOODY, ROBERT KEITH ",2413 B ST ,MERIDIAN ,MS ,0 ,0 ,0 ,O ,0 ,2 ,2 
16404079 ,TARGETMASTERS GUN REPAIR LLC ,5564 CHAPEL HILL COVE ,HORN LAKE ,MS ,1 ,O ,O ,2 ,0 ,2 ,5 
16403899 ,TGC OUTDOORS LLC ,662 HWY 7 NORTH ,ABBEVILLE ,MS ,0 ,12 ,13 ,O ,0 ,0 ,25 
98101677 ,"MCCONNELL, NOAH LEE ",464 ASH ROAD SUITE D ,KALISPELL ,MT ,1 ,O ,1 ,O ,O ,O ,2 
98101871 ,"YATES, WAYNE EDWARD ",538 FESCUE SLOPE ROAD ,FLORENCE ,MT ,O ,0 ,1 ,0 ,0 ,0 ,1 
15609805 ,AJ GUNS LLC ,423 BETHLEHEM RD ,KNIGHTDALE ,NC ,0 ,0 ,0 ,O ,5 ,0 ,5 
15611452 ,"ALEXANDER, DONOVAN L ",7725 BEAVER DAM RD ,AUTRYVILLE ,NC ,1 ,O ,O ,O ,O ,O ,1 
15605915 ,ALPHATECH INC ,388 CANE CREEK RD ,FLETCHER ,NC ,0 ,0 ,0 ,O ,1 ,0 ,1 
15609451 ,ANGSTADT ARMS LLC ,701 E ATANDO AVE ,CHARLOTTE ,NC ,O ,0 ,O ,0 ,128 ,0 ,128 
15604638 ,BARNES PRECISION MACHINE INC ,1434 FARRINGTON RD ,APEX ,NC ,59 ,0 ,43 ,0 ,0 ,0 ,102 
15610756 ,"BLEVINS, ANDREW RICHARD ",681 BARNEY MCKINNEY RD ,SPRUCE PINE ,NC ,O ,O ,O ,O ,1 ,0 ,1 
15610526 ,BULL MOOSE TACTICAL LLC ,3917 VILLAGE DR ,FAYETTEVILLE ,NC ,2 ,0 ,0 ,O ,0 ,0 ,2 


