Table
RDS KEY ,LICENSE NAME ,STREET ,CITY ,ST ,RIFLE MFG 
15811496 ,COTTON ARMS LLC ,8435 GEORGIA HWY 188 ,OCHLOCKNEE ,GA ,1 
15808273 ,COUNTRY BOY ENTERPRISES INC ,783 CAUDELL RD ,HOMER ,GA ,38 
15812246 ,CUSTOM GUNS OF GEORGIA LLC ,6514 CEDAR MOUNTAIN RD ,DOUGLASVILLE ,GA ,2 
15806454 ,DEFENSE RESEARCH & DEVELOPMENT LLC ,268 CADILLAC PKWY STE 104 ,DALLAS ,GA ,88 
15806917 ,DELTA THREE TACTICAL LLC ,115 SEATTLE SLEW WALK ,JEFFERSON ,GA ,1 
15804577 ,"DULONG, RONALD STEVENS ",439 RIVERBEND DR ,MACON ,GA ,15 
15809989 ,EAD ENTERPRISES INC ,89 PURPLETOP DRIVE ,GRAYSON ,GA ,1 
15811330 ,FITZGERALD ORDNANCE LLC ,214 S GRANT ST ,FITZGERALD ,GA ,106 
15808657 ,GEORGIA GUN CLUB LLC ,1951 BRASELTON HIGHWAY ,BUFORD ,GA ,30 
15808709 ,GRUMPPY'S GUN WORKS INC ,186 TINGLE RD ,JACKSON ,GA ,2 
15807319 ,"GUN PRO SHOPS LLC, THE ",6116 HWY 515 NORTH STE D ,ELLIJAY ,GA ,10 
15810421 ,"HARRIS, STEPHEN TIMOTHY ",627 FREEMAN CREEK ROAD ,EASTANOLLEE ,GA ,1 
15811792 ,"HENSON, RANDY K ",3507 KELLOGG CRK RD ,ACWORTH ,GA ,5 
15808210 ,"HILDERBRAND, MONROE C JR ",1606 N MAIN ST ,SHILOH ,GA ,12 
15810333 ,HILL AND MAC GUNWORKS LLC ,3120 ENGINEERING PKWY ,ALPHARETTA ,GA ,280 
15801270 ,HISTORIC ARMS LLC ,1486 CHERRY RD ,FRANKLIN ,GA ,10 
15811376 ,"HOLT, RANDY & PAMELA ",2548 SCENIC HWY ,RISING FAWN ,GA ,33 
15807443 ,"INTEGRITY ARMS & SURVIVAL, LLC ",1205 WASHINGTON STREET ,JEFFERSON ,GA ,18 
15803294 ,J WHIDDEN RIFLEWORKS LLC ,2282 MARK WATSON ROAD ,NASHVILLE ,GA ,22 
15811218 ,JE FIREARMS LLC ,92 WALNUT LN ,CHATSWORTH ,GA ,9 
15807905 ,KINETIC FIREARMS LLC ,208 MEADOW CREEK WAY ,WOODSTOCK ,GA ,3 
15812071 ,LEGAL MANUFACTURING LLC ,397 ROLLINS INDUSTRIAL COURT ,RINGGOLD ,GA ,4 
15808622 ,LONG CREEK FIREARMS INVESTMENTS LLC ,216 GREYSTONE DR SE ,CALHOUN ,GA ,2 
15805501 ,MA CUSTOMS LLC ,1255 E CHERRY STREET ,JESUP ,GA ,14 
15804952 ,MASTERPIECE ARMS HOLDING COMPANY ,4904 HIGHWAY 98 ,COMER ,GA ,819 
15812055 ,"MCMILLAN DEFENSE SYSTEMS, INC ",995 GREENE SETTLEMENT ROAD ,GRAY ,GA ,2 
15810571 ,MCWHORTER CUSTOM RIFLES INC ,1549 HOWELL RD ,DOERUN ,GA ,32 
15840168 ,MEGGITT TRAINING SYSTEMS INC ,296 BROGDON RD ,SUWANEE ,GA ,131 
15810862 ,MILITANT EDGE LLC ,39 NICHOLS LANE ,CHATSWORTH ,GA ,6 
15808476 ,NORTHEAST GEORGIA SUPPLY LLC ,210 WILL BAILEY RD ,HARTWELL ,GA ,2 
15812359 ,ON TARGET DEFENSE LLC ,390 NEW HOPE VESTA RD ,CARLTON ,GA ,1 
15806045 ,ORTIZ CUSTOM GUNS LLC ,7 E MONTGOMERY CROSS ROADS ,SAVANNAH ,GA ,2 


