Table
RDS KEY ,LICENSE NAME ,STREET ,CITY ,ST ,RVLR 22 ,RVLR 32 ,RVLR 357 ,RVLR 38 ,RVLR 44 ,RVLR 50 ,RVLR TOTL
99200798 ,"WILD WEST GUNS, LLC ",7100 HOMER DRIVE ,ANCHORAGE ,AK ,0 ,0 ,0 ,0 ,0 ,8 ,8
98638426 ,"REEDER, GARY NELSON ",2599 7TH AVE ,FLAGSTAFF ,AZ ,0 ,0 ,0 ,0 ,0 ,1 ,1
98614472 ,"STURM, RUGER & COMPANY, INC ",200 RUGER RD ,PRESCOTT ,AZ ,2 ,0 ,0 ,0 ,4 ,7 ,13
60635936 ,CHARCO 2000 INC ,18 BREWSTER LANE ,SHELTON ,CT ,4006 ,950 ,3964 ,29479 ,4423 ,759 ,43581
60633345 ,COLT'S MANUFACTURING COMPANY LLC ,545 NEW PARK AVE ,WEST HARTFORD ,CT ,31 ,0 ,111 ,39 ,73 ,689 ,943
60603772 ,FRANK ROTH CO INC ,1795 STRATFORD AVE ,STRATFORD ,CT ,0 ,0 ,0 ,505 ,0 ,0 ,505
60600763 ,"STURM, RUGER & COMPANY, INC ",1 LACEY PL ,SOUTHPORT ,CT ,5 ,6 ,18 ,12 ,14 ,10 ,65
15930580 ,FAIRBANKS AND FAIRBANKS INC ,405 SOUTH K STREET ,PENSACOLA ,FL ,0 ,0 ,1 ,4 ,2 ,0 ,7
15917604 ,HERITAGE MANUFACTURING INC ,16175 NW 49TH AVE ,MIAMI ,FL ,199080 ,0 ,437 ,0 ,0 ,388 ,199905
15840168 ,MEGGITT TRAINING SYSTEMS INC ,296 BROGDON RD ,SUWANEE ,GA ,0 ,0 ,0 ,5 ,11 ,0 ,16
54202967 ,FARRO'S LEAD FARM LLC ,30376 210TH AVENUE ,LONG GROVE ,IA ,3 ,0 ,2 ,0 ,0 ,0 ,5
33733384 ,0GLESBY & OGLESBY GUNMAKERS INC ,744 W ANDREW RD ,SPRINGFIELD ,IL ,0 ,0 ,0 ,0 ,1 ,0 ,1
46101023 ,GEMINI CUSTOMS LLC ,717 BOTKINS ROAD ,FRANKFORT ,KY ,0 ,0 ,5 ,0 ,5 ,0 ,10
60401684 ,SMITH & WESSON CORP ,2100 ROOSEVELT AVE ,SPRINGFIELD ,MA ,14470 ,57 ,73684 ,158356 ,24766 ,23347 ,294680
34103314 ,MAGNUM RESEARCH INC ,12602 33RD AVE SW ,PILLAGER ,MN ,1 ,143 ,0 ,0 ,21 ,907 ,1072
54734146 ,CYLINDER & SLIDE INC ,245 E 4TH ST ,FREMONT ,NE ,0 ,0 ,1 ,0 ,0 ,1 ,2
60200735 ,"STURM, RUGER & COMPANY, INC ",529 SUNAPEE ST ,NEWPORT ,NH ,39406 ,6598 ,100169 ,59580 ,21703 ,18861 ,246317
60201484 ,"STURM, RUGER & COMPANY, INC ",411 SUNAPEE ST ,NEWPORT ,NH ,612 ,84 ,754 ,159 ,322 ,222 ,2153
98802391 ,WILD WEST GUNS LLC ,5225 WYNN ROAD ,LAS VEGAS ,NV ,0 ,0 ,0 ,0 ,0 ,17 ,17
61601079 ,CZ-USA INC ,65 BORDEN AVE ,NORWICH ,NY ,0 ,0 ,357 ,0 ,0 ,0 ,357
61300458 ,KIMBER MFG INC ,1120 SAW MILL RIVER RD ,YONKERS ,NY ,0 ,0 ,2981 ,0 ,0 ,0 ,2981
61636169 ,L ROMANO RIFLE CO INC ,551 STEWARTS CORNERS RD ,PENNELLVILLE ,NY ,0 ,0 ,0 ,0 ,2 ,0 ,2
16207759 ,COBRAY FIREARMS OF TENNESSEE LLC ,1801 HWY 68 ,DUCKTOWN ,TN ,0 ,0 ,0 ,0 ,0 ,40 ,40
16204921 ,EXCELL ENTERPRISES INC ,169 WINDING TRAIL ,DAYTON ,TN ,0 ,0 ,1 ,0 ,0 ,1 ,2
57503567 ,"RIDDLE, GROVER GLEN ",7749 COUNTY ROAD 409 ,GRANDVIEW ,TX ,0 ,0 ,1 ,1 ,0 ,0 ,2
98734026 ,NORTH AMERICAN ARMS INC ,2150 S 950 E ,PROVO ,UT ,63084 ,0 ,0 ,0 ,0 ,0 ,63084
15401410 ,"GREELEY, KEVIN P ",11465 CREST HILL RD ,MARSHALL ,VA ,0 ,0 ,0 ,2 ,0 ,0 ,2
15415404 ,GUARDIAN FIREARMS LLC ,6126 S VIRGINIA LN ,KING GEORGE ,VA ,2 ,0 ,0 ,1 ,0 ,0 ,3
58300159 ,"ALDRICH, KEVIN & PATRICIA & CHRISTOPHER & ELIJAH ",1600 SOUTH SECOND ST ,LARAMIE ,WY ,0 ,0 ,0 ,1 ,0 ,0 ,1
58303091 ,FREEDOM ARMS INC ,314 HWY 239 ,FREEDOM ,WY ,73 ,13 ,78 ,0 ,104 ,248 ,516


