Table
KEY ,LICENSE NAME ,STREET ,CITY ,ST ,PISTOL 22 ,PISTOL 25 ,PISTOL 32 ,PISTOL 380 ,PISTOL 9MM ,PISTOL 50 ,PISTOL TOTAL 
15414812 ,SSG NFA 2 INC ,610 WESTWOOD OFFICE PARK ,FREDERICKSBU RG ,VA ,8 ,0 ,6 ,0 ,0 ,0 ,14 
15406989 ,STERLING ARSENAL WORKS & TACTICAL SUPPLY LLC ,201 DAVIS DRIVE UNIT FF ,STERLING ,VA ,7 ,0 ,23 ,O ,2 ,0 ,32 
60300914 ,ATLAS GUNWORKS INC ,7058 US ROUTE 7 ,NORTH FERRISBURGH ,VT ,O ,O ,O ,0 ,11 ,4 ,15 
60300037 ,CASPIAN ARMS LTD ,75 CAL FOSTER DR ,WOLCOTT ,VT ,O ,O ,O ,O ,O ,1131 ,1131 
60333217 ,CENTURY ARMS INC ,236 BRYCE BLVD ,GEORGIA ,VT ,O ,O ,O ,O ,0 ,1418 ,1418 
60300038 ,FOSTER INDUSTRIES INC ,75 CAL FOSTER DR ,WOLCOTT ,VT ,O ,O ,O ,O ,O ,823 ,823 
60300833 ,GREEN MOUNTAIN GAMES INC ,823 FERRY ROAD ,CHARLOTTE ,VT ,O ,O ,O ,O ,22 ,26 ,48 
99105684 ,"AERO PRECISION, LLC ",2338 HOLGATE ST ,TACOMA ,WA ,2 ,O ,O ,O ,6 ,2 ,10 
99106034 ,"ALL AMERICAN ARMORY, LLC ",14969 W BOW HILL RD STE #2 ,BOW ,WA ,O ,2 ,O ,O ,1 ,O ,3 
99103878 ,BRADLEY MARK ,4840 HERSHEY LANE ,WEST RICHLAND ,WA ,O ,O ,O ,O ,1 ,0 ,1 
99104947 ,HARDENED ARMS LLC ,515 TUCKER AVE ,FRIDAY HARBOR ,WA ,O ,142 ,58 ,0 ,0 ,0 ,200 
99107054 ,HAYNES AND SONS GUNS LLC ,410 S FISKE ST ,SPOKANE ,WA ,O ,8 ,1 ,O ,O ,O ,9 
99137453 ,"JOHNSON, VALERIE ANNE ",75B ABBOTT RD ,ELMA ,WA ,O ,O ,O ,O ,O ,11 ,11 
99106894 ,JONES ARMS LLC ,63 HOOKER RD ,SEQUIM ,WA ,O ,O ,1 ,O ,0 ,0 ,1 
99106811 ,"LARSON SYSTEMS, LLC ",3417 E OREGON RD ,ELK ,WA ,O ,1 ,1 ,O ,O ,O ,2 
99107157 ,"MCKINNEY, GARY STEPHEN ",13325 CHUCKANUT MOUNTAIN DR ,BOW ,WA ,O ,1 ,2 ,O ,2 ,0 ,5 
99106349 ,OKANOGAN ARMS CO LLC ,105 W OAK ST ,OKANOGAN ,WA ,1 ,O ,1 ,0 ,0 ,0 ,2 
99114520 ,OLYMPIC ARMS INC ,624 OLD PACIFIC HWY SE ,OLYMPIA ,WA ,0 ,38 ,0 ,0 ,0 ,0 ,38 
99104865 ,PAC INC ,4163 HANNEGAN ROAD ,BELLINGHAM ,WA ,5 ,0 ,O ,0 ,0 ,0 ,5 
99104365 ,SHARP SHOOTING INDOOR RANGE & GUN SHOP INC ,1200 N FREYA WAY ,SPOKANE ,WA ,O ,O ,O ,O ,1 ,O ,1 
99104679 ,STONEFIRE ARMS LLC ,26224 173RD AVE SE ,COVINGTON ,WA ,0 ,2 ,0 ,O ,0 ,0 ,2 
99102834 ,SURPLUS AMMO & ARMS LLC ,102 PUYALLUP AVENUE ,TACOMA ,WA ,14 ,O ,6 ,O ,O ,O ,20 
33906181 ,"BMF TACTICAL SOLUTIONS, LLC ",14100 W CLEVELAND AVE ,NEW BERLIN ,WI ,1 ,0 ,O ,0 ,0 ,0 ,1 
33903743 ,BRAVO COMPANY MFG INC ,635 CARDINAL LN ,HARTLAND ,WI ,O ,338 ,O ,0 ,0 ,0 ,338 
33907555 ,GADSDEN SERVICES LLC ,2391 GEMINI RD ,GREEN BAY ,WI ,0 ,0 ,0 ,O ,0 ,1 ,1 
33905112 ,KSC ENTERPRISES LLC ,3501 MARVEL DRIVE ,OSHKOSH ,WI ,O ,O ,O ,O ,O ,16 ,16 
33904776 ,KUSTOM ARMS LLC ,1408 SOUTHRIDGE DR ,NEW LONDON ,WI ,1 ,0 ,0 ,0 ,0 ,0 ,1 
33900697 ,"LAUER, STEVEN MICHAEL ",3601 129TH ST ,CHIPPEWA FALLS ,WI ,O ,0 ,O ,0 ,O ,5 ,5 
33907592 ,ONETIME UNLIMITED LLC ,W4953 GRITTNER ST ,WESTBORO ,WI ,1 ,0 ,0 ,O ,0 ,0 ,1 
33905869 ,PEEPS & JAWA LLC ,100 E HAVEN DR ,WATERTOWN ,WI ,0 ,1 ,O ,O ,O ,0 ,1 


