Table
RDS KEY ,LICENSE NAME ,STREET ,CITY ,ST ,PISTOL 22 ,PISTOL 25 ,PISTOL 32 ,PISTOL 380 ,PISTOL 9MM ,PISTOL 50 ,PISTOL TOTAL
15913859 ,EAST COAST CUSTOM TACTICAL LLC ,925 WALKER RD ,WILDWOOD ,FL ,1 ,0 ,0 ,0 ,3 ,0 ,4
15931783 ,FHC GUNS LLC ,15000 EMERALD COAST PARKWAY ,DESTIN ,FL ,2 ,0 ,0 ,0 ,0 ,2 ,4
15914831 ,FLORIDA FIREARMS ACADEMY LLC ,13317 W HILLSBOROUGH AVE ,TAMPA ,FL ,5 ,0 ,0 ,0 ,1 ,0 ,6
15949588 ,FRONTIER TACTICAL LLC ,316 MARIANNE ST ,BROOKSVILLE ,FL ,0 ,0 ,0 ,0 ,0 ,5 ,5
15932299 ,FUSION PRECISION ENGINEERING LLC ,200 RICH STREET ,VENICE ,FL ,0 ,0 ,0 ,0 ,5 ,10 ,15
15930984 ,GFT ARMS LLC ,6690 COLUMBIA PARK DR STE 2 ,JACKSONVILLE ,FL ,0 ,0 ,0 ,0 ,23 ,0 ,23
15931364 ,GHOST FIREARMS LLC ,828 S NOVA ROAD ,DAYTONA BEACH ,FL ,0 ,35 ,0 ,0 ,0 ,0 ,35
15909552 ,GOOD TIME OUTDOORS INC ,4600 W HIGHWAY 326 ,0CALA ,FL ,0 ,78 ,0 ,61 ,0 ,0 ,139
15914892 ,GREY TACTICAL OUTFITTERS LLC ,503-A HARBOR BLVD ,DESTIN ,FL ,0 ,0 ,0 ,0 ,9 ,0 ,9
15950494 ,GUARDIAN ARMAMENT LLC ,102 PABLO POINT DRIVE ,JACKSONVILLE ,FL ,0 ,0 ,0 ,0 ,1 ,0 ,1
15931535 ,HAMMER ARMS LLC ,2749 EDGEWATER DRIVE ,NICEVILLE ,FL ,6 ,0 ,0 ,0 ,0 ,0 ,6
15930351 ,IN GUNS WE TRUST LLC ,5625 YOUNGQUIST RD UNIT 1 ,FORT MYERS ,FL ,0 ,20 ,2 ,0 ,2 ,0 ,24
15918741 ,IRON SITE GUN SHOP INC ,8380 ULMERTON RD SUITE 308/310 ,LARGO ,FL ,1 ,0 ,0 ,0 ,0 ,0 ,1
15921330 ,"KARVASALE, MARK AUGUSTUS ",2523 PALMETTO RD ,MOUNT DORA ,FL ,0 ,0 ,0 ,0 ,5 ,0 ,5
15940806 ,KEL TEC CNC INDUSTRIES INC ,1475 COX ROAD ,COCOA ,FL ,46696 ,0 ,315 ,3680 ,8291 ,0 ,58982
15932673 ,KYLE GROHMANN ENTERPRISES INC ,4331 126TH DR N ,WEST PALM BEACH ,FL ,0 ,0 ,0 ,0 ,2 ,0 ,2
15932379 ,LIGAMEC CORPORATION ,11419 CHALLENGER AVE ,0DESSA ,FL ,0 ,0 ,0 ,0 ,1 ,0 ,1
15931056 ,MILLENNIUM CUSTOM LLC ,501 INDUSTRIAL ST ,LAKE WORTH ,FL ,0 ,0 ,0 ,0 ,0 ,4 ,4
15950121 ,MUTINY ARMS LLC ,2701 SUCCESS DR ,0DESSA ,FL ,0 ,0 ,0 ,0 ,6 ,2 ,8
15906911 ,MVB INDUSTRIES INC ,510 GOOLSBY BLVD BAY #5 ,DEERFIELD BEACH ,FL ,0 ,0 ,0 ,0 ,0 ,20 ,20
15932814 ,NOUS DEFIONS LLC ,48 COMMERCE LN BLDG 1 STE 7 ,FREEPORT ,FL ,0 ,1 ,0 ,0 ,0 ,0 ,1
15931562 ,PARADISE WEAPON WORX MFG INC ,16 S ANDROS RD ,KEY LARGO ,FL ,0 ,3 ,0 ,0 ,0 ,0 ,3
15911048 ,PD PRODUCTS LLC ,2510 KIRBY CIR NE STE 109 ,PALM BAY ,FL ,0 ,0 ,0 ,0 ,3 ,4 ,7
15932101 ,PISTOL PETE THE GUNSMITH LLC ,8279 NW 64TH ST ,MIAMI ,FL ,0 ,0 ,0 ,0 ,4 ,0 ,4
15915979 ,PRAESTOLOR ARMS LLC ,2040 SHORT AVE ,0DESSA ,FL ,0 ,0 ,0 ,0 ,2 ,2 ,4
15932806 ,RAFAL DEFENSE INC ,6427 MILNER BLVD #5 ,0RLANDO ,FL ,0 ,88 ,0 ,0 ,0 ,0 ,88
15930839 ,RANGER PROOF ARMS LLC ,10781 75TH STREET N ,SEMINOLE ,FL ,0 ,0 ,0 ,0 ,1 ,0 ,1
15931060 ,"RENCICH, ANDREW S ",197 VILLACREST DR ,CRESTVIEW ,FL ,0 ,0 ,0 ,0 ,0 ,1 ,1
15903222 ,SCCY INDUSTRIES LLC ,1800 CONCEPT COURT ,DAYTONA ,FL ,0 ,0 ,0 ,412 ,150235 ,0 ,150647


