Table
RDS KEY ,LICENSE NAME ,SIREET ,CITY ,ST ,MISC FA MFG
43405385 ,JLV PRODUCTIONS LLC ,106 W 58TH ST ,ASHTABULA ,0H ,10
43102471 ,JONA CUSTOM STOCKS AND RIFLES LLC ,1546 LAWSON STREET ,WHEELERSBURG ,0H ,2
43437065 ,KELBLY'S RIFLE RANGE INC ,7222 DALTON FOX LAKE RD ,NORTH LAWRENCE ,0H ,1008
43401968 ,"KMP CLASSIC ARMS, INC ",556 CALDWELL AVE ,MANSFIELD ,0H ,47
43404916 ,LINKIN ARMORY LTD ,316 NATHAN DR ,CLYDE ,0H ,24
43403241 ,PARTISAN ENTERPRISES LLC ,"12351 PROSPECT RD, EAST BUILDING UNIT ",STRONGSVILLE ,0H ,15
43104596 ,PRECISION DEFENSE LLC ,A 1858 CEDAR HILL RD ,LANCASTER ,0H ,174
43103816 ,PRECISION REFLEX INC ,710 STREINE DR ,NEW BREMEN ,0H ,36
43105466 ,QUEEN CITY ARMS LLC ,322 SYCAMORE ST ,NEW RICHMOND ,0H ,8
43403527 ,RIVER ASSOCIATES LLC ,1331 CONANT ST STE 202 ,MAUMEE ,0H ,11
43405208 ,TOWERS ARMORY LLC ,1469 TOWERS ST ,0REGON ,0H ,7
43404591 ,TWISTED RIVER TACTICAL LLC ,4564 ROHRDALE AVE NW ,CANAL FULTON ,0H ,51
43405270 ,"TWISTED RIVER TACTICAL, LLC ",143 1ST ST SE ,MASSILLON ,0H ,1
43105331 ,X-TREME SHOOTING PRODUCTS LLC ,2008 GLENN PKWY ,BATAVIA ,0H ,15
57304684 ,CAIN AND ABEL ENTERPRISES LLC ,9950- C E 55TH PLACE ,TULSA ,0K ,28
57304721 ,HAILEY ORDNANCE COMPANY ,1661 EXCHANGE AVE ,0KLAHOMA CITY ,0K ,82
57305438 ,MW MACHINING AND WELDING INC ,18455 EAST 640 RD ,INOLA ,0K ,41
57304438 ,0KLAHOMA SHOOTING SPORTS COMPLEX LLC ,14375 WEST HWY 66 ,YUKON ,0K ,10
57305132 ,"PHILLIPS, DONALD LYLE ",5115 HUGHES DR ,TUTTLE ,0K ,3
57305924 ,STRATEGIC ARMORY CORPS LLC ,48955 MOCCASIN TRAIL RD ,PRAGUE ,0K ,967
57305225 ,TAPE MATICS INC ,1539 INDUSTRIAL LN ,TISHOMINGO ,0K ,255
99302497 ,AXTS INC ,1851 CORDON RD SE ,SALEM ,0R ,278
99303685 ,"COLFAX TACTICAL, LLC ",1611 SW FIRST ST UNIT A ,REDMOND ,0R ,176
99305437 ,CROSSHAIR CUSTOMS LLC ,2300 MAIN ST ,BAKER CITY ,0R ,53
99305615 ,DARK SHADOW WEAPONRY LLC ,425 SW MADISON AVE SUITE 210 ,CORVALLIS ,0R ,1
99301728 ,HALO MANUFACTURING LLC ,3970 HAMPSHIRE LANE ,EUGENE ,0R ,31
99303496 ,HH ARMAMENT LLC ,17804 SHANK RD NE UNIT 23 ,HUBBARD ,0R ,138
99304087 ,"HX2 ARMS, LLC ",3835 TRAILBLAZER PL ,SALEM ,0R ,5
99303636 ,"JONES, NATHAN WILLIAM & ASHLEY SAZANNE ",75398 FERN HILL RD ,RAINIER ,0R ,15
99304674 ,"MARTIN, TY ",1251 JANETA AVE ,NYSSA ,0R ,1
99302896 ,RAPID FIRE ARMS LLC ,39110 PROCTOR BLVD SUITE B ,SANDY ,0R ,120
99303260 ,"RHEINSCHMIDT MFG, LLC ",5590 SW 195TH AVE ,BEAVERTON ,0R ,6
99304653 ,"RICHARDSON, ROBERT LEROY JR ",2163 NE SPALDING AVE STE 14 ,GRANTS PASS ,0R ,105
99304128 ,SMOS ARMS INC ,484 PLEASANT VALLEY RD ,MERLIN ,0R ,3352
99337182 ,TNW FIREARMS INC ,55325 TIMBER RD ,VERNONIA ,0R ,3


