Table
RDS KEY ,LICENSE NAME ,STREET ,CITY ,ST ,RIFLE MFG
54303117 ,COUNTRY GUN SHOP LLC ,6947 EAST 20TH STREET ,JOPLIN ,MO ,2
54309531 ,CRESCENT CUSTOMS LLC ,405 EAST 13TH AVE ,NORTH KANSAS CITY ,MO ,30
54310554 ,E TAC RIFLES LLC ,12005 NE 172ND ST ,KEARNEY ,MO ,1
54311561 ,FIRE FOR EFFECT INC ,2301 BOONSLICK DR ,BOONVILLE ,MO ,977
54312041 ,FIRST GUNSMITHING LLC ,932 MERAMEC STATON ROAD UNIT 1 ,VALLEY PARK ,MO ,11
54303217 ,G A PRECISION LLC ,1141 SWIFT ST ,NORTH KANSAS CITY ,MO ,678
54307532 ,GARY'S SERVICE / REPAIR LLC ,105 CHESTNUT ,DIAMOND ,MO ,1
54309846 ,"GHISELENE, VICTOR JOSEPH ",10487 HWY AA ,GROVESPRING ,MO ,1
54313326 ,GUNWARE LLC ,9364 STATE ROUTE F ,FARMINGTON ,MO ,25
54312694 ,HARSHMAN MACHINE & TOOL CO ,1030 SOUTH 8TH ST ,SAINT JOSEPH ,MO ,8
54312736 ,HENRY LEE'S GUNS AND AMMO LLC ,820 N WEST BYPASS ,SPRINGFIELD ,MO ,26
54314164 ,HUNTS LONG RANGE SUPPLY LLC ,4449 BETHEL DRIVE ,SUMMERSVILLE ,MO ,5
54314093 ,JSE SURPLUS LLC ,5004 STATE HWY 74 ,CAPE GIRARDEAU ,MO ,15
54314481 ,KAVIC GUNSMITHING AND CUSTOM ENGRAVING LLC ,7101 ST HWY D ,REA ,MO ,2
54312428 ,LIBERTY ARSENAL LLC ,19521 TAMARACK TRAIL ,KIRKSVILLE ,MO ,1
54311637 ,LYON GUNSMITHING LLC ,10015 SW STATE RT JJ ,SAINT JOSEPH ,MO ,5
54313086 ,M & J ENTERPRISES LLC ,1214 N OSAGE BLVD ,NEVADA ,MO ,6
54310714 ,MILES PER HOUR LLC ,86 EMERSON RD ,REEDS SPRING ,MO ,6
54312890 ,MOA LLC ,11017 GRAVOIS INDUSTRIAL CT UNIT C ,SAINT LOUIS ,MO ,16
54310779 ,"NOWACZYK, EUGENE C ",519 NW AA HWY ,KINGSVILLE ,MO ,1
54311296 ,0ZARK GUN & PAWN LLC ,14752 HWY 52 ,VERSAILLES ,MO ,41
54313379 ,PLAN B INDUSTRIES LLC ,300 S COMMERCIAL AVE ,SAINT CLAIR ,MO ,1
54306091 ,PRECISION MACHINED PARTS INC ,1214 N OSAGE BLVD ,NEVADA ,MO ,27
54310952 ,RICKETY BRIDGE GUNS LLC ,50257 NORTH RIVER STREET ,NOVELTY ,MO ,3
54313578 ,ROBERT PORTER LLC ,21911 S STATE LINE RD ,BELTON ,MO ,1
54312638 ,SALUS ARMS LLC ,2400 E BENNETT ST STE 2 ,SPRINGFIELD ,MO ,6
54306984 ,SEMO GUN SALES LLC ,125 RIVER RIDGE LN ,CAPE GIRARDEAU ,MO ,1
54305838 ,SULLIVAN GUN WORKS LLC ,727 VIRGINIA ,JOPLIN ,MO ,1
54313812 ,TERRY TACTICAL INC ,505 SW BONANZA DR ,LEES SUMMIT ,MO ,1
54309478 ,TIER ONE WEAPON SYSTEMS LLC ,17470 HWY HH ,LEBANON ,MO ,7
54312222 ,TRIPLE RIVER GUNSMITHING LLC ,619 COMMERCIAL ST ,WARSAW ,MO ,7
54306071 ,"WATSON, ROY ALLEN ",705 SOUTH J J HWY ,JASPER ,MO ,2


