Table
98614472 ,STURM RUGER & CO INC ,,200 RUGER RD ,PRESCOTT ,AZ ,4026 
93334014 ,BRYCO ARMS ,,380 CLINTON ST ,COSTA MESA ,CA ,162 
93335296 ,ELECTRONIC MEDICAL ,RESEA ,1785 POMONA AVE #C ,CORONA ,CA ,3 
99537286 ,GALENA INDUSTRIES INC ,,5463 DIAZ ST ,IRWINDALE ,CA ,1 
99536620 ,JS PACIFIC ENTRPR INC ,,2755 THOMPSON CREEK RD ,POMONA ,CA ,125 
93376484 ,LORCIN ENGINEERING CO INC ,,3830 WACKER DR ,MIRA LOMA ,CA ,4000 
93336988 ,PHOENIX ARMS ,,1420 ARCHIBALD AVE ,ONTARIO ,CA ,732 
93340416 ,"STONE, IRVING O JR & ",STONE ,73377 SULLIVAN RD ,TWENTYNINE PALMS ,CA ,3 
60633345 ,COLT'S MANUFACTURING ,CO IN ,545 NEWPARK AVE ,WEST HARTFORD ,CT ,3968 
60635829 ,WILDEY F A INC ,,45 ANGEVINE RD ,WARREN ,CT ,8 
15965437 ,NAVEGAR INC ,,12405 SW 130TH ST ,MIAMI ,FL ,19 
15923596 ,TAURUS INTERNATIONAL ,MFG I ,16175 NW 49TH AVE ,MIAMI ,FL ,772 
15839762 ,PRODUCTION CNC INC ,,215 BRUMBELOW RD ,CARROLLTON ,GA ,981 
33612807 ,FEDERAL ENGINEERING CORP ,,316 MEYER RD ,BENSENVILLE ,IL ,2 
33635343 ,LES BAER CUSTOM INC ,,29601 34TH AVE N ,HILLSDALE ,IL ,711 
33637004 ,ROCK RIVER ARMS INC ,,101 NOBLE ST ,CLEVELAND ,IL ,14 
33635798 ,SPRINGFIELD INC ,,420 W MAIN ST ,GENESEO ,IL ,880 
54835657 ,"CRAIG, FREDERICK E III ",,2515 AVE Y ,GENESEO ,KS ,8 
60435456 ,"SAEILO, INC ",,130 GODDARD MEMORIAL DR ,WORCESTER ,MA ,11 
85207699 ,BERETTA U S A CORPORATION ,,17601 BERETTA DR ,ACCOKEEK ,MD ,1198 
60106460 ,SMITH & WESSON CORP ,,19 AVIATION DR ,HOULTON ,ME ,3006 
34134590 ,"BROWN, EBEN A ",,3404 PAWNEE DR ,ALEXANDRIA ,MN ,1 
34114187 ,"KOBE, JAMES A ",,10841 OXBOROUGH AVE S ,BLOOMINGTON ,MN ,125 
54339122 ,"ED BROWN PRODUCTS, INC ",,43825 MULDROW TRAIL ,PERRY ,MO ,2 
60234248 ,COMPETITOR CORP INC ,,30 TRICNIT RD 16 ,NEW IPSWICH ,NH ,16 


