Table
RDS KEY ,LICENSE NAME ,STREEI ,CITY ,ST ,MISC FA MFG 
57101324 ,"GUNCRAFTER INDUSTRIES, LLC ",171 MADISON 1510 ,HUNTSVILLE ,AR ,2 
98600962 ,"ABRAMS AIRBORNE MFG, INC. ",3735 N ROMERO RD ,TUCSON ,AZ ,2 
98602530 ,"ARIZONA ARMORY, LLC ",2114 W FILLMORE ,PHOENIX ,AZ ,198 
98600122 ,CAVALRY ARMS CORP ,723 WEST COMMERCE SUITE A ,GILBERT ,AZ ,1119 
98602171 ,MILKOR USA INC ,3735 N ROMERO RD SUITE 2M ,TUCSON ,AZ ,86 
98602748 ,"SHEPHARD, TERRY KEITH ",816 W GILA BEND HWY STE A3 ,CASA GRANDE ,AZ ,219 
98600974 ,"TODD, DANNY RAY & COOK, TIMOTHY LEWIS ",215 E WESTERN AVE ,AVONDALE ,AZ ,1 
96825819 ,"SEBERGER, O P ",7490 CHIP-N-DALE ,SHINGLETOWN ,CA ,244 
96801919 ,"TIRADEAU, RAYMOND RALPH ",6770 SYLVAN ROAD ,PORTOLA ,CA ,1 
58402447 ,ACCURACY SYSTEMS INC ,1661 BEHRENS ROAD ,BYERS ,CO ,82 
58402122 ,JOSEPH BRAZIER LTD ,3259 ELECTRA DR SO ,COLORADO SPRINGS ,CO ,1 
60636014 ,"ALVAREZ, SAMUEL W & KUBALA, THOMAS ",1223 MOUNT VERNON RD ,SOUTHINGTON ,CT ,56 
60601275 ,ARCOR LASER SERVICES LLC ,427 HAYDEN STATION RD SUITE D ,WINDSOR ,CT ,19550 
60600980 ,BMG L L C ,68 OLD BROADWAY EAST ,NORTH HAVEN ,CT ,3 
60601392 ,RODCO MACHINE CO ,1 MITCHELL DR ,MANCHESTER ,CT ,15 
15905417 ,R L & ASSOCIATES LLC ,2561 FORSYTH RD UNIT I ,ORLANDO ,FL ,4 
15952429 ,R/M EQUIPMENT INC ,6975-79 NW 43RD ST ,MIAMI ,FL ,855 
15907741 ,ROSA SERVIDEO INC ,230 S CYPRESS RD #H ,POMPANO BEACH ,FL ,1 
15804628 ,"C 3 DEFENSE, INC ",2029A MARSHALL HUFF RD ,DALLAS ,GA ,65 
15802554 ,TGS SERVICES INC ,5093 BUFORD HWY ,DORAVILLE ,GA ,22 
54201706 ,LES BAER CUSTOM INC ,1804 IOWA DR ,LE CLAIRE ,IA ,570 
98234592 ,GEMINI TECHNOLOGIES INC ,335 N EDGEWOOD RD STE 110 ,EAGLE ,ID ,4915 
33734827 ,"DYER, TERRY E ",9698 BUCKS RD ,HEYWORTH ,IL ,12 
33637243 ,LEWIS MACHINE & TOOL CO ,1305 W 11TH ST ,MILAN ,IL ,3473 # 
43500341 ,"PARKER, KENT E ",5689 N OLD HWY 39 ,LA PORTE ,IN ,39 
54800618 ,"VAN DYKE, JOHN WILLIAM ",2324 17 ROAD ,PLAINVILLE ,KS ,24 
46102771 ,IDEAL PRODUCTS INC ,126 CAPITAL CT ,NICHOLASVILLE ,KY ,529 
46133576 ,"LANDEN, RANDAL S ",1200 ONEAL RD ,LONDON ,KY ,2 
57200825 ,ESSENTIAL ARMS CO ,425 LEVEE ROAD ,KROTZ SPRINGS ,LA ,6189 # 
60400915 ,RCS DIESEL SERVICE INC ,566 HOLYOKE STREET ,LUDLOW ,MA ,13 
60433152 ,"SAVAGE ARMS, INC ",100 SPRINGDALE RD ,WESTFIELD ,MA ,3 
85202227 ,JAMES RIVER MANUFACTURING INC ,3601 COMMERCE DR STE 110 ,BALTIMORE ,MD ,72 
85211500 ,"MC KEE, INC ",8725 BOLLMAN PLACE #1 ,SAVAGE ,MD ,3874 
60100956 ,BUSHMASTER FIREARMS INTERNATIONAL LLC ,999 ROOSEVELT TRL ,WINDHAM ,ME ,579 
60101351 ,WEAPONCRAFT LLC ,84R COVE STREET ,PORTLAND ,ME ,4 


