Table
RDS KEY ,LICENSE NAME ,STREET ,CITY ,ST ,PISTOL 22 ,PISTOL 25 ,PISTOL 32 ,PISTOL 380 ,PISTOL 9MM ,PISTOL 50 ,PISTOL TOTAL
16201509 ,COAL CREEK ARMORY INC ,10737 DUTCHTOWN RD ,KNOXVILLE ,TN ,0 ,0 ,0 ,0 ,0 ,2 ,2
16203304 ,DGC CUSTOM GUNSMITHING INC ,5599 OLD MILLINGTON RD ,MILLINGTON ,TN ,0 ,0 ,0 ,0 ,1 ,186 ,187
16200523 ,LEINAD INC ,1801 HWY 68 ,DUCKTOWN ,TN ,0 ,0 ,0 ,0 ,800 ,3210 ,4010
16202715 ,USELTON ARMS INC ,390 SOUTHWINDS DR ,FRANKLIN ,TN ,0 ,0 ,0 ,0 ,0 ,57 ,57
57421953 ,AMERICAN DERRINGER CORP ,127 N LACY DR ,WACO ,TX ,3 ,1 ,4 ,27 ,0 ,43 ,78
57402409 ,BASS TO BUFFALO LP ,12434 BEE CAVE RD ,BEE CAVE ,TX ,0 ,0 ,1 ,0 ,0 ,0 ,1
57503595 ,,204 ALPHA LANE ,GRANBURY ,TX ,37 ,0 ,8 ,804 ,87 ,10193 ,11129
57403754 ,,225 NEAL LN ,CANYON LAKE ,TX ,0 ,0 ,0 ,0 ,0 ,1 ,1
57504198 ,,205 ROSE HILL ROAD ,WHITEWRIGHT ,TX ,0 ,0 ,0 ,0 ,0 ,5 ,5
57402512 ,FORCE PRODUCTION INC ,208 HILLCREST LN ,LIBERTY HILL ,TX ,121 ,0 ,0 ,0 ,0 ,0 ,121
57636527 ,HIGH STANDARD MANUFACTURING CO INC ,5151 MITCHELLDALE STE B11-B14 ,HOUSTON ,TX ,149 ,0 ,0 ,0 ,0 ,0 ,149
57634159 ,JESS BRILEY MANUFACTURING COMPANY ,1230 LUMPKIN ,HOUSTON ,TX ,0 ,0 ,0 ,0 ,0 ,9 ,9
57542125 ,,34280 N STATE HWY 108 ,MINGUS ,TX ,0 ,0 ,0 ,0 ,0 ,1 ,1
57504398 ,,1027 SUMMERPLACE LN ,SOUTHLAKE ,TX ,0 ,0 ,0 ,0 ,0 ,1 ,1
57502754 ,MICHENER DAVID BENJAMIN ,2615 GRAVEL DR ,FORT WORTH ,TX ,0 ,0 ,11 ,0 ,0 ,0 ,11
57403875 ,,307 SERENADA DR ,GEORGETOWN ,TX ,0 ,0 ,0 ,0 ,0 ,32 ,32
57504110 ,,710 SO GEORGIA ,AMARILLO ,TX ,0 ,0 ,0 ,0 ,0 ,2 ,2
57503683 ,PAAC PRECISION LLC ,2601 FM 2815 ,BONHAM ,TX ,0 ,0 ,0 ,0 ,0 ,2 ,2
57402334 ,,28703 MARGERSTADT ,WALLER ,TX ,0 ,0 ,0 ,0 ,0 ,4 ,4
57503181 ,R C S GUNS INC ,4021 CR 177 ,ANNA ,TX ,0 ,2 ,0 ,0 ,0 ,0 ,2
57503567 ,,7749 COUNTY ROAD 409 ,GRANDVIEW ,TX ,0 ,0 ,0 ,0 ,0 ,4 ,4
57602120 ,,2241 JEFFERSON DR ,PORT ARTHUR ,TX ,2 ,0 ,0 ,0 ,0 ,0 ,2
57503222 ,,1033 CR 4380 ,DECATUR ,TX ,0 ,0 ,161 ,0 ,68 ,0 ,229
57434417 ,,114 HALMAR COVE ,GEORGETOWN ,TX ,0 ,0 ,0 ,0 ,2895 ,6112 ,9007
57540601 ,STRAYER VOIGT INC ,3435 ROY ORR BLVD #200 ,GRAND PRARIE ,TX ,0 ,0 ,0 ,39 ,24 ,124 ,187
57601795 ,,7412 JOHN RALSTON RD ,HOUSTON ,TX ,0 ,0 ,0 ,0 ,0 ,1 ,1
57502590 ,WISE LITE ARMS INC ,903 S ALLEN ,BOYD ,TX ,0 ,0 ,442 ,0 ,15 ,0 ,457
98787363 ,ARMS TECHNOLOGY INC ,2779 DIRECTORS ROW ,SALT LAKE CITY ,UT ,33639 ,0 ,0 ,0 ,0 ,0 ,33639
98701005 ,BROWNING ARMS COMPANY ,0NE BROWNING PLACE ,MORGAN ,UT ,7 ,0 ,0 ,0 ,0 ,0 ,7
98700995 ,,SALT LAKE CITY ,UT ,8829 ,410 ,4041 ,22768 ,15352 ,96 ,51496
98734026 ,NORTH AMERICAN ARMS INC ,2150 S 950 E ,PROVO ,UT ,0 ,0 ,2624 ,3426 ,0 ,0 ,6050


