Table
RDS KEY ,LICENSE NAME ,STREET ,CITY ,ST ,RIFLE MFG
57601816 ,,11778 CLINT PARKER RD ,CONROE ,TX ,16
57502567 ,,5150 A OLD TOWN RD ,ELYSIAN FIELDS ,TX ,1
57401043 ,HCR INC ,5726 SAFARI DR ,NEW BRAUNFELS ,TX ,56
57636527 ,HIGH STANDARD MANUFACTURING CO INC ,5151 MITCHELLDALE STE B11-B14 ,HOUSTON ,TX ,4084
57403461 ,,9011 APPALOOSA RUN ,AUSTIN ,TX ,1
57402861 ,HYPERION LEGION INTERNATIONAL LLC ,10949 E CRYSTAL FALLS PKWY ,LEANDER ,TX ,103
57502881 ,INTEGRATED MACHINE & DESIGN INC ,411 HWY 199 W ,SPRINGTOWN ,TX ,5
57403373 ,,3317 FOREST TRAIL ,BANDERA ,TX ,14
57601289 ,KENCO ARMS LLC ,10111 CHAMPION FOREST LOOP ,CONROE ,TX ,10
57403453 ,KIDD INNOVATIVE DESIGN LLC ,2633 TERMINAL LOOP RD ,MCQUEENEY ,,92
57601443 ,KLEIBER ENTERPRISES INC ,6200 N SHEPHERD ,HOUSTON ,TX ,53
57403286 ,KNS PRECISION INC ,112 MARSCHALL CREEK RD ,FREDERICKSBG ,TX ,18
57542125 ,,23
57637564 ,LONE STAR RIFLE CO INC ,11231 ROSE ROAD ,CONROE ,,18
57602533 ,M E GORRIS & ASSOCIATES INC ,106 HAWN DR ,LUMBERTON ,,8
57434208 ,,50782
57504097 ,,30
57504398 ,,21
57502754 ,,57
57505190 ,MITCHELL CUSTOM GUNS AND BULLET WORKS LLC ,5967 FM 576 E ,BRECKENRIDGE ,,1
57402334 ,,28703 MARGERSTADT ,WALLER ,TX ,25
57500624 ,PRIORITY TOOL & MACHINE INC ,897 MIDNIGHT PASS ,ROCKWALL ,,8
57503181 ,S GUNS INC ,4021 CR 177 ,ANNA ,,1
57403767 ,,16
57504587 ,,11
57501654 ,,22
57504227 ,,3221 COUNTY RD A4101 ,BIG SPRING ,TX ,1
57504427 ,,7691 CANYON DR ,AMARILLO ,TX ,49
57504178 ,,21
57504911 ,,118 SUNRAY CT ,WEATHERFORD ,TX ,1
57602120 ,,2241 JEFFERSON DR ,PORT ARTHUR ,TX ,20
57503222 ,,1033 CR 4380 ,DECATUR ,TX ,117
57601591 ,SOUTH TEXAS ARMORY LLC ,10212 GEORGIBELLE STE 200 ,HOUSTON ,TX ,41


