Table
RDS KEY ,LICENSE NAME ,STREET ,City ,ST ,RIFLE EXP
98602487 ,,1638 W KNUDSEN DR ,PHOENIX ,AZ ,65
97701820 ,,26293 TWENTY MULE TEAM RD ,BORON ,CA ,28
97738092 ,ROGUE RIV RIFLEWORKS INC/JOHN RIBGY & CO ,500 LINNE RD STE D ,PASO ROBLES ,CA ,1
60633345 ,COLT'S MANUFACTURING CO LLC ,545 NEWPARK AVE ,WEST HARTFORD ,CT ,50
60600520 ,COLT DEFENSE LLC ,547 NEW PARK AVE ,WEST HARTFORD ,CT ,1283
60601905 ,WILDEY F A INC ,45 ANGEVINE RD ,WARREN ,CT ,1
60600729 ,STAG ARMS LLC ,515 JOHN DOWNEY DR ,NEW BRITAIN ,CT ,1265
60600773 ,0 F MOSSBERG & SONS INC ,7 GRASSO AVE ,NORTH HAVEN ,CT ,936
15917454 ,,701 COLUMBIA BLVD ,TITUSVILLE ,FL ,68
15947645 ,BRAZTECH INTERNATIONAL LC ,16175 NW 49TH AVE ,MIAMI ,FL ,151
15840168 ,MEGGITT TRAINING SYSTEMS INC ,296 BROGDON RD ,SUWANEE ,GA ,39
98201043 ,,415 HOWARD ST BLG A ,PECK ,ID ,1
33637390 ,DS ARMS INC ,27W990 INDUSTRIAL AVE ,LAKE BARRINGTON ,IL ,72
33637004 ,ROCK RIVER ARMS INC ,1042 CLEVELAND RD ,COLONA ,IL ,10
33636039 ,ARMALITE INC ,745 S HANFORD ST ,GENESEO ,IL ,200
33635798 ,SPRINGFIELD INC ,420 W MAIN ST ,GENESEO ,IL ,18
46134967 ,,418 MAIN ST ,MURRAY ,KY ,1
60435456 ,,130 GODDARD MEMORIAL DR ,WORCESTER ,MA ,62
60433152 ,,100 SPRINGDALE RD ,WESTFIELD ,MA ,3589
60401684 ,SMITH & WESSON CORP ,2100 ROOSEVELT AVE ,SPRINGFIELD ,MA ,1178
85236725 ,,5423 RIDGE RD ,MOUNT AIRY ,MD ,5
85207699 ,BERETTA U S A CORPORATION ,17601 BERETTA DR ,ACCOKEEK ,MD ,8
60100956 ,BUSHMASTER FIREARMS INTERNATIONAL LLC ,999 ROOSEVELT TRL ,WINDHAM ,ME ,4973
43800250 ,PIERCE ENGINEERING LTD ,5122 N GRAND RIVER ,LANSING ,MI ,12
54339122 ,,43825 MULDROW TRAIL ,PERRY ,MO ,1
98101151 ,MONTANA RIFLE COMPANY ,3174 MT HWY 35 ,KALISPELL ,MT ,1
98133799 ,POWDER RIVER RIFLE CO INC ,201 CENTENNIAL DR ,BIG TIMBER ,MT ,27
98155388 ,C SHARPS ARMS CO INC ,100 CENTENNIAL DR ,BIG TIMBER ,MT ,21
15604638 ,BARNES PRECISION MACHINE INC ,1434 FARRINGTON RD ,APEX ,NC ,44
15603266 ,DICKS GUN REPAIR INC ,421 LAKE DR ,WINSTON SALEM ,NC ,1
15603121 ,,850 PUDDIN RIDGE RD ,MOYOCK ,NC ,197
60201128 ,SIG SAUER INC ,12 & 18 INDUSTRIAL DR ,EXETER ,NH ,241
60200897 ,THOMPSON CENTER ARMS CO INC ,400 NORTH MAIN STREET ,ROCHESTER ,NH ,


