RDS KEY ,LICENSE NAME ,STREET ,CITY ,ST ,PISTOL 22 ,PISTOL 25 ,PISTOL 32 ,PISTOL 380 ,PISTOL 9MM ,PISTOL 50 ,PISTOL TOTAL 
98200569 ,TACTICAL INNOVATIONS INC ,345 SUNRISE RD ,BONNERS FERRY ,ID ,26 ,0 ,0 ,0 ,0 ,0 ,26 
98200317 ,TACTICAL SOLUTIONS LLC ,2181 COMMERCE AVE ,BOISE ,ID ,1294 ,0 ,0 ,0 ,0 ,0 ,1294 
33601842 ,BARBER KUSTOM LLC ,922 WEMBLEY DR ,ISLAND LAKE ,IL ,0 ,0 ,0 ,0 ,0 ,2 ,2 
33701855 ,DOUBLE NICKEL LLC ,609 S BREESE ST ,MILLSTADT ,IL ,0 ,0 ,0 ,0 ,0 ,102 ,102 
33733384 ,0GLESBY & OGLESBY GUNMAKERS INC ,744 W ANDREW RD ,SPRINGFIELD ,IL ,0 ,0 ,0 ,0 ,0 ,1 ,1 
33735964 ,"OTTE, MICHAEL M ",200 SECOND AVE ,EDWARDSVILLE ,IL ,0 ,0 ,0 ,0 ,5 ,0 ,5 
33637004 ,ROCK RIVER ARMS INC ,1042 CLEVELAND RD ,COLONA ,IL ,718 ,0 ,0 ,0 ,168 ,79 ,965 
33635798 ,SPRINGFIELD INC ,420 W MAIN ST ,GENESEO ,IL ,0 ,0 ,0 ,0 ,2947 ,12880 ,15827 
33602095 ,UNION ARMS CO ,6340 W 26TH ST ,BERWYN ,IL ,0 ,0 ,0 ,0 ,12 ,1 ,13 
43502848 ,BLOOMFIELD ARMS & AMMO LLC ,34 E MAIN ST ,BLOOMFIELD ,IN ,0 ,0 ,0 ,0 ,0 ,1 ,1 
43503134 ,DIVA ARSENAL LLC ,221 N STOCKWELL RD ,EVANSVILLE ,IN ,0 ,0 ,0 ,0 ,1 ,0 ,1 
43538094 ,JB CUSTOM INC ,16335 BUILDING #5 LIMA ROAD ,HUNTERTOWN ,IN ,0 ,0 ,0 ,0 ,0 ,2 ,2 
54800478 ,"ALLEE, MICHAEL DAVID ",5606 JOHNSON DR ,MISSION ,KS ,0 ,0 ,0 ,0 ,0 ,1 ,1 
54835734 ,"COPELAND, GREG ",3686 272ND RD ,ARKANSAS CITY ,KS ,0 ,0 ,0 ,0 ,0 ,2 ,2 
54801127 ,"GREER, JAMES T ",608 E ACORN ,GARDNER ,KS ,0 ,0 ,0 ,0 ,0 ,1 ,1 
46100511 ,DOUBLE STAR CORP ,5600 BYBEE RD ,WINCHESTER ,KY ,0 ,0 ,0 ,0 ,0 ,109 ,109 
46101023 ,GEMINI CUSTOMS LLC ,717 BOTKINS ROAD ,FRANKFORT ,KY ,0 ,0 ,0 ,0 ,0 ,2 ,2 
46103138 ,VINTAGE ORDNANCE COMPANY LLC ,222 QUARRY RIDGE COURT EAST ,ELIZABETHTOW N ,KY ,0 ,0 ,0 ,0 ,0 ,49 ,49 
60403406 ,INDEPENDENT PLATING COMPANY INC ,35 NEW ST ,WORCESTER ,MA ,0 ,0 ,0 ,0 ,168 ,0 ,168 
60435456 ,"SAEILO, INC ",130 GODDARD MEMORIAL DR ,WORCESTER ,MA ,0 ,0 ,0 ,3719 ,16495 ,13729 ,33943 
60401684 ,SMITH & WESSON CORP ,2100 ROOSEVELT AVE ,SPRINGFIELD ,MA ,0 ,0 ,0 ,2176 ,122661 ,155594 ,280431 
85207699 ,BERETTA U S A CORPORATION ,17601 BERETTA DR ,ACCOKEEK ,MD ,64869 ,0 ,16828 ,0 ,63011 ,123 ,144831 
85202358 ,LWRC INTERNATIONAL LLC ,815 CHESAPEAKE DRIVE ,CAMBRIDGE ,MD ,207 ,0 ,0 ,0 ,0 ,0 ,207 
60100748 ,SMITH & WESSON CORP ,19 AVIATION DR ,HOULTON ,ME ,32904 ,0 ,18 ,8624 ,2990 ,9751 ,54287 
43803278 ,"ACCURIZER, INC THE ",150 LANGE ,TROY ,MI ,0 ,0 ,0 ,0 ,1 ,2 ,3 
43804650 ,GUN OUTFITTERS LLC ,8100 FORRISTER RD ,ADRIAN ,MI ,2 ,0 ,0 ,0 ,0 ,0 ,2 
43802543 ,NORTHLINK ENT ,10703 S OLD 27 ,WATERS ,MI ,0 ,0 ,0 ,0 ,0 ,3 ,3 
43803551 ,"RED OAK GUNSMITHING, LTD ",6872 COLLINS ROAD ,0NAWAY ,MI ,0 ,0 ,0 ,0 ,0 ,1 ,1 
43804385 ,"TIMPKO, FEODOR ",2424 OAKVILLE-WALTZ ,NEW BOSTON ,MI ,0 ,0 ,0 ,0 ,1 ,0 ,1 
43804312 ,"WEBBER, BRUCE FLOYD ",7524 LINCOLN AVE ,BARODA ,MI ,0 ,0 ,0 ,0 ,0 ,1 ,1 
34137259 ,E ARTHUR BROWN CO INC ,4088 COUNTY ROAD 40 ,GARFIELD ,MN ,1 ,0 ,8 ,0 ,0 ,0 ,9 


