Table
RDS KEY ,LICENSE NAME ,STREEI ,CITY ,ST ,MISC FA MFG 
16209199 ,ROYAL ARMS INTERNATIONAL INC ,1420 HWY 99 ,LEWISBURG ,TN ,39 
16207129 ,TENNESSEE ARMS COMPANY LLC ,517 LAKE ROAD ,DYERSBURG ,TN ,4892 
16208127 ,THE TACTICAL EDGE LLC ,1925 FT CAMPBELL BLVD UNIT C ,CLARKSVILLE ,TN ,323 
16204298 ,VEGA BALLISTICS CORPORATION ,1776 S BELL AVE ,PARIS ,TN ,14 
16209265 ,VETERAN OUTDOORS CORP ,14 NATCHEZ TRACE DRIVE ,LEXINGTON ,TN ,168 
16209127 ,VISIONARY FABRICATION LLC ,3081 HORSESHOE BEND LN ,KNOXVILLE ,TN ,103 
16206220 ,"WILLYERD, JACK E AND ERIC J ",4820 OLD HWY 48 ,CUNNINGHAM ,TN ,7 
57602577 ,74U LLC ,17 HICKORY CT ,RICHWOOD ,TX ,126 
57605413 ,A9 MANUFACTURING INC ,14401 INTERDRIVE W ,HOUSTON ,TX ,21 
57408060 ,ALPHA EPSILON SYSTEMS LLC ,2007 LAMAR DR ,ROUND ROCK ,TX ,20 
57509216 ,"AVILA, EDWARD & JUAN C ",901 VZ CR 3215 ,WILLS POINT ,TX ,35 
57504967 ,"BRADY, ANDREW SCOTT ",6207 RENWOOD DR ,FORT WORTH ,TX ,4 
57512630 ,CLOCKWORK ARMORY LLC ,16240 CR 4257D ,HENDERSON ,TX ,4 
57604196 ,CMD SOLUTIONS LLC ,40707 COUNTRY FOREST DR ,MAGNOLIA ,TX ,4 
57407994 ,CUSTOM DEFENSE FIREARMS LLC ,1911 E RANCIER AVE ,KILLEEN ,TX ,1 
57511011 ,"DARTER, DAVID KENT ",9008 WILLIS RD ,CASHION COMMUNITY ,TX ,10 
57512497 ,"DOBBINS, RICHARD, PAULA; KALEM ",14465 S FM 1541 ,AMARILLO ,TX ,3 
57602230 ,ESG GUNWORKS LLC ,3000 N MAIN #3B ,BAYTOWN ,TX ,21 
57604022 ,F-1 FIREARMS LLC ,5045 FM 2920 RD ,SPRING ,TX ,3308 
57406634 ,FALLING SKIES CORP ,2390 FM2001 UNIT A ,BUDA ,TX ,22 
57604647 ,FORTRESS ARMS LLC ,2418 N FRAZIER ST STE 107B ,CONROE ,TX ,1 
57511189 ,GENERAL ELECTRODYNAMICS CORPORATION ,8000 CALENDER RD ,ARLINGTON ,TX ,4 
57407149 ,HEADQUARTERS OUTFITTERS LLC ,13824 JAMES GARFIELD ST ,MANOR ,TX ,1 
57513158 ,HEGAZY LLC ,6162 MAPLE AVE APT 1227 ,DALLAS ,TX ,79 
57405968 ,HELOTES TACTICAL FIREARMS LLC ,14546 OLD BANDERA RD ,HELOTES ,TX ,5 
57509487 ,HOLESHOT ARMS LLC ,118 REGENCY DR STE 200 ,WYLIE ,TX ,70 
57408766 ,JEM GUNS LLC ,40130 INDUSTRIAL PARK CIR ,GEORGETOWN ,TX ,8 
57603164 ,JESS BRILEY MANUFACTURING COMPANY ,1230 LUMPKIN RD ,HOUSTON ,TX ,5 
57604761 ,JHP ARMORY LLC ,206 SHAW AVE ,PASADENA ,TX ,1 
57408475 ,"KRIST, ALEX LEOPART ",105 SHOOTING CLUB ROAD BUILDING A UNIT 142 ,BOERNE ,TX ,9 
57511388 ,LANTAC USA LLC ,1300 FORUM WAY STE B ,FORT WORTH ,TX ,361 
57501532 ,"LEE, JEFFREY DAVID ",3401 W PIONEER DRIVE #2 ,IRVING ,TX ,5 
57605287 ,LINDLEY INDUSTRIES LLC ,635 9TH ST ,DICKINSON ,TX ,4 
57512783 ,LONE STAR ARMORY LLC ,2006 MARTIN LUTHER KING FRWY ,FORT WORTH ,TX ,30 
57513273 ,LONE STAR FIREARMS AND MANUFACTURING LLC ,4612 CR 919 ,CROWLEY ,TX ,5 


