Table
RDS KEY ,LICENSE NAME ,STREET ,CITY ,ST ,SHOTGUN MFG 
16305652 ,REMINGTON ARMS COMPANY LLC ,1816 REMINGTON CIRCLE SW ,HUNTSVILLE ,AL ,288 
16300193 ,"VOIGHT, JOHN BASIL ",114 SCENIC DR ,MADISON ,AL ,12 
57103770 ,AAMLO ENTERPRISES LLC ,4501 LEXINGTON PARK CIRCLE ,BRYANT ,AR ,1 
57103338 ,ANNAH AIR LLC ,5001 ROCKPORT DR ,JONESBORO ,AR ,2 
57105201 ,DSKTB GROUP LLC ,103 SW WINSTED LN STE 29 ,BENTONVILLE ,AR ,24 
57105246 ,"LEWIS, ROBERT TODD ",17900 AUSTIN LN ,LITTLE ROCK ,AR ,3 
57104386 ,NIGHTHAWK CUSTOM LLC ,1306 WEST TRIMBLE AVE ,BERRYVILLE ,AR ,152 
57134716 ,WILSONS GUN SHOP INC ,2452 CR 719 ,BERRYVILLE ,AR ,253 
98607683 ,ASGARD DEFENSE SYSTEMS LLC ,7810 N US HIGHWAY 89 SUITE 320 ,FLAGSTAFF ,AZ ,1 
98609715 ,DOWN RANGE ENTERPRISES LLC ,8807 E SQUAW PEAK DR ,TUCSON ,AZ ,1 
98609893 ,"HOOKS, CAMERON ",4631 WEST CITRUS WAY ,GLENDALE ,AZ ,1 
98600790 ,"KRAUS, BERNARD WILLI ",11445 E GOLVLINKS RD ,TUCSON ,AZ ,2 
93304565 ,FIREARM SALES UNLIMITED LLC ,15224 AQUEDUCT LANE ,CHINO HILLS ,CA ,
97702593 ,ISLAND VIEW ENTERPRISES INC ,2359 KNOLL DR SUITE A ,VENTURA ,CA ,27 
96802044 ,WILLIAM J. CURTIN ,20 GALLI DR SUITE 14 ,NOVATO ,CA ,13 
58402371 ,"LIPPARD, KARL ",3259 ELECTRA DR SO ,COLORADO SPRINGS ,CO ,1 
60634862 ,CONNECTICUT SHOTGUN MANUFACTURING CO ,100 BURRITT STREET ,NEW BRITAIN ,CT ,160 
60601848 ,HYDRO HONING LABORATORIES ,8 EASTERN PARK RD ,EAST HARTFORD ,CT ,1 
60602196 ,STANDARD MANUFACTURING CO LLC ,100 BURRITT STREET ,NEW BRITAIN ,CT ,3131 
15914892 ,GREY TACTICAL OUTFITTERS LLC ,503-A HARBOR BLVD ,DESTIN ,FL ,5 
15918741 ,IRON SITE GUN SHOP INC ,8380 ULMERTON RD SUITE 308/310 ,LARGO ,FL ,4 
15940806 ,KEL TEC CNC INDUSTRIES INC ,1475 COX ROAD ,COCOA ,FL ,25413 
15915979 ,PRAESTOLOR ARMS LLC ,2040 SHORT AVE ,ODESSA ,FL ,3 
15932438 ,RWC GROUP LLC ,3901 NE 12TH AVE SUITE #400 ,POMPANO BEACH ,FL ,839 
15908014 ,"TACTICAL MACHINING, LLC ",1241 BISCAYNE BLVD ,DELAND ,FL ,1 
15812006 ,HYDROSHOCK CUSTOM GRAFIX LLC ,636-C S OLD BELAIR RD ,GROVETOWN ,GA ,1 
15840168 ,MEGGITT TRAINING SYSTEMS INC ,296 BROGDON RD ,SUWANEE ,GA ,1 
15811632 ,REYNOLDS HOLDINGS INC ,304 E MAPLE ST ,CUMMING ,GA ,2 
15812793 ,VALOR RIDGE GUNS LLC ,1229 JOHNSON FERRY ROAD SUITE 201 ,MARIETTA ,GA ,1 
54202967 ,FARRO'S LEAD FARM LLC ,30376 210TH AVENUE ,LONG GROVE ,IA ,30 
98202664 ,CLASSIC CASE COLORS LLC ,7039 FUNKHOUSER RD ,BONNERS FERRY ,ID ,16 
98202494 ,GENESIS ARMS LLC ,4259 W SELTICE WAY STE B ,COEUR D ALENE ,ID ,6 
98200131 ,"SRM ARMS, INC ",4375-A WEST MCMILLAN ,MERIDIAN ,ID ,502 
33605568 ,3D INDUSTRIES INC ,500 FRONTIER WAY ,BENSENVILLE ,IL ,1 
33605058 ,UTAS-USA LTD ,"1247 RAND RD STE 1245, 1247, 1249 ",DES PLAINES ,IL ,2358 


