Table
RDS KEY ,LICENSE NAME ,STREET ,CITY ,ST ,RVLR 22 ,RVLR 32 ,RVLR 357 ,RVLR 38 ,RVLR 44 ,RVLR 50 ,RVLR TOTL 
98638426 ,"REEDER, GARY NELSON ",2599 7TH AVE ,FLAGSTAFF ,AZ ,0 ,O ,O ,O ,3 ,6 ,9 
98604753 ,TACTICAL OPS LLC ,5980 EAST CALLE DE VITA ,TUCSON ,AZ ,O ,0 ,1 ,2 ,O ,1 ,4 
60635936 ,CHARCO 2000 INC ,18 BREWSTER LANE ,SHELTON ,CT ,3132 ,404 ,1738 ,14673 ,3898 ,0 ,23845 
60633345 ,COLT'S MANUFACTURING CO LLC ,545 NEWPARK AVE ,WEST HARTFORD ,CT ,0 ,10 ,20 ,13 ,313 ,1098 ,1454 
60600482 ,US FIREARMS MFG CO ,445-453 LEDYARD ST ,HARTFORD ,CT ,10 ,0 ,0 ,5 ,14 ,19 ,48 
15941170 ,HERITAGE MFG INC ,4600 NW 135TH ST ,OPA LOCKA ,FL ,66871 ,O ,331 ,0 ,984 ,0 ,68186 
15840168 ,MEGGITT TRAINING SYSTEMS INC ,296 BROGDON RD ,SUWANEE ,GA ,O ,O ,O ,3 ,2 ,0 ,5 
33702864 ,"HAMRA, SAMUEL T AND STEFANO, FRANK JR ",2408 S 6TH ,SPRINGFIELD ,IL ,O ,O ,O ,2 ,O ,0 ,2 
43503207 ,SMITH METAL FINISHING INC ,6912 DEREK DR ,FORT WAYNE ,IN ,O ,O ,13 ,0 ,O ,0 ,13 
60401684 ,SMITH & WESSON CORP ,2100 ROOSEVELT AVE ,SPRINGFIELD ,MA ,9010 ,352 ,42088 ,149457 ,12072 ,24667 ,237646 
34103314 ,MAGNUM RESEARCH INC ,12602 33RD AVE SW ,PILLAGER ,MN ,1 ,52 ,41 ,O ,31 ,549 ,674 
15603066 ,APPALACHIAN GUNSMITHING INC ,8 SNAPFINGER DR ,WEAVERVILLE ,NC ,11 ,10 ,3 ,13 ,5 ,0 ,42 
54734146 ,CYLINDER & SLIDE INC ,245 E 4TH ST ,FREMONT ,NE ,0 ,O ,2 ,0 ,O ,0 ,2 
60201484 ,"STURM, RUGER & COMPANY, INC ",411 SUNAPEE ST ,NEWPORT ,NH ,31305 ,4348 ,77129 ,41792 ,18364 ,20087 ,193025 
61601079 ,CZ-USA INC ,5169 RT 12 S ,NORWICH ,NY ,2 ,O ,1 ,O ,0 ,0 ,3 
61601135 ,TURNBULL MANUFACTURING COMPANY ,6680 RT 5-20 ,BLOOMFIELD ,NY ,4 ,1 ,1 ,5 ,6 ,86 ,103 
43101810 ,CHIAPPA FIREARMS LTD ,6785 W THIRD ST ,DAYTON ,OH ,3857 ,O ,3804 ,0 ,10 ,0 ,7671 
99302489 ,HAMLEYS LLC ,30 SE COURT AVE ,PENDLETON ,OR ,O ,O ,O ,O ,O ,1 ,1 
16204234 ,BOJE CORNILS ,5895 E AJ HIGHWAY ,RUSSELLVILLE ,TN ,37 ,O ,O ,0 ,0 ,0 ,37 
57503567 ,"RIDDLE, GROVER GLEN ",7749 COUNTY ROAD 409 ,GRANDVIEW ,TX ,1 ,O ,0 ,0 ,O ,0 ,1 
57601795 ,"WHITE, MELTON RAY ",7412 JOHN RALSTON RD ,HOUSTON ,TX ,O ,O ,1 ,2 ,1 ,0 ,4 
98700995 ,"COBRA ENTERPRISES OF UTAH, INC ","1960 S MILESTONE DR, SUITE F ",SALT LAKE CITY ,UT ,O ,0 ,0 ,223 ,O ,0 ,223 
98734026 ,NORTH AMERICAN ARMS INC ,2150 S 950 E ,PROVO ,UT ,39465 ,O ,0 ,0 ,O ,0 ,39465 
15401454 ,"CLEMENTS, CHARLES DAVID ",2766 MT ZION RD ,WOODLAWN ,VA ,0 ,O ,0 ,0 ,2 ,0 ,2 
15406327 ,DISCRETIONARY FIREARMS & SECURITY SOLUTIONS ,724 GREEN TREE RD ,CHESAPEAKE ,VA ,O ,O ,2 ,O ,O ,0 ,2 
99103269 ,"SWEZEY, GREGORY PHILLIP ",108 SOUTH FORK GOLD CREEK RD ,CARLTON ,WA ,0 ,O ,0 ,1 ,1 ,0 ,2 
58303091 ,FREEDOM ARMS INC ,314 HWY 239 ,FREEDOM ,WY ,43 ,5 ,62 ,0 ,83 ,193 ,386 
58300557 ,"JEFFERSON, NORMAN RUSSELL ",1694 US HIGHWAY 20 S ,MANDERSON ,WY ,0 ,O ,0 ,0 ,2 ,0 ,2 
,,,,,153749 ,5182 ,125237 ,206191 ,35791 ,46707 ,572857 


