RDS KEY ,LICENSE NAME ,STREET ,CITY ,ST ,RIFLE MFG
98134111 ,,5075 BUENA VISTA DR ,BELGRADE ,MT ,14
98133799 ,POWDER RIVER RIFLE CO INC ,201 CENTENNIAL DR ,BIG TIMBER ,MT ,918
98135405 ,,BOX 336 ,BIG SANDY ,MT ,8
15639696 ,,100 RADCLIFFE CIRCLE ,JACKSONVILLE ,NC ,10
15685250 ,,18 SUNSET DR ,ASHEVILLE ,NC ,1
15640357 ,,RT 6 BOX 182 ,HERTFORD ,NC ,1
15600135 ,WWW USA LLC ,3305 WESTWOOD IND DR ,MONROE ,NC ,1
54733630 ,,HC 55 BOX 10 ,ELSIE ,NE ,32
54733288 ,,1777 COUNTY RD 20 ,FREMONT ,NE ,1
60233601 ,,RR 2 BOX 918B GRAFTON TPKE ,CANAAN ,NH ,1
60201484 ,STURM RUGER & CO INC ,411 SUNAPEE ST ,NEWPORT ,NH ,304395
60233754 ,THOMPSON CENTER ARMS CO INC ,FARMINGTON RD ,ROCHESTER ,NH ,17182
60234420 ,TIFFIN MILLER CORP ,15 DEBBIE DR ,PELHAM ,NH ,1
58534617 ,,9812-A COCHITI SE ,ALBUQUERQUE ,NM ,2
98835501 ,CALICO LIGHT WEAPON SYSTEMS ,1489 GREG ST ,SPARKS ,NV ,95
98835517 ,,1469 GREG ST ,SPARKS ,NV ,27
98835309 ,EDMAC INC ,21 CYGNET DR #100 ,CARSON CITY ,NV ,
98835495 ,U S ORDNANCE INC ,1469 GREG ST #A ,SPARKS ,NV ,186
61134915 ,ARGUS PUBLICATIONS INC ,110 8TH ST ,BROOKLYN ,NY ,61387
61435045 ,CAMBRIDGE VALLEY MACHINING INC ,PERRY LANE ,CAMBRIDGE ,NY ,43
61635527 ,,14 HOEFLER AVE ,ILION ,NY ,190018
43435702 ,BEEMILLER INC ,1015 SPRINGMILL RD ,MANSFIELD ,0H ,12390
43437817 ,BLACK BEAR MFG LTD ,10080 NORTH PALMYRA RD ,NORTH JACKSON ,0H ,26
43136652 ,,32-R FOSS WAY #F ,TROY ,0H ,220
43436235 ,,590 WOODVUE LANE ,WINTERSVILLE ,0H ,10
43437065 ,KELBLY'S RIFLE RANGE INC ,7222 DALTON FOX LAKE RD ,NORTH LAWRENCE ,0H ,407
43479505 ,,310 PARK DR ,CHARDON ,0H ,82
43483421 ,,5416 DETROIT AVE ,CLEVELAND ,0H ,2416
43437297 ,,3271 LARCHMONT AVE NE ,WARREN ,0H ,1
43436989 ,,1455 LOWELL STREET (REAR) ,ELYRIA ,0H ,1
43437699 ,,19605 NICKLE PLATE DIAGONAL RD ,WELLINGTON ,0H ,11
43136612 ,,7777 HIVNOR RD ,CROOKSVILLE ,0H ,7


