Table
57506246 ,SFX DESIGN INC ,2500 I-20 EAST ,WEATHERFORD ,TX ,10 
57512558 ,SHADOWOOD ENTERPRISES LLC ,124 GRAPEVINE HWY STE D ,HURST ,TX ,14 
57508900 ,SHILEN RIFLES INC ,2501 N. INTERSTATE HIGHWAY 45 ,ENNIS ,TX ,38 
57541806 ,STILLERS PRECISION FIREARMS LLC ,543 N 5TH ST ,GARLAND ,TX ,1952 
57605181 ,SUPPRESSED WEAPON SYSTEMS LLC ,12703 CAPRICORN STE 900 ,STAFFORD ,TX ,79 
57409332 ,SW TEXAS SECURITY LLC ,2011 E MAIN ,UVALDE ,TX ,13 
57513742 ,TERNARY ENTERPRISES LLC ,616 HENRIETTA CREEK RD STE 200 ,ROANOKE ,TX ,1 
57507611 ,TEXAR SPORTS LLC ,244 WOODBINE DRIVE ,BURLESON ,TX ,3 
57408284 ,TEXAS COMBAT ARMS LLC ,50 BRIAR CROWN ,UVALDE ,TX ,1 
57503226 ,"TIGHE, MICHAEL JOHN ",10320 CR 505 ,ANNA ,TX ,2 
57605586 ,TRIPLE C FIREARMS LLC ,390 COUNTY RD 373 ,SPLENDORA ,TX ,3 
57604276 ,W D D INVESTMENTS INC ,4340 HOLMES RD STE 101 ,HOUSTON ,TX ,5 
57510774 ,"WAKAL, ALEXSANDER ",308 FM 590 N ,ZEPHYR ,TX ,109 
57509877 ,"WILLARD, DANNY TATE ",150 GLENBROOK CIRCLE ,NACOGDOCHES ,TX ,14 
57514223 ,"WILSON, DAVID R ",3601 CEDAR CREEK DR ,SAN ANGELO ,TX ,3 
57502590 ,WISE LITE ARMS INC ,903 S ALLEN ,BOYD ,TX ,3 
98702400 ,3RD GEN MACHINE INC ,1435 NORTH 200 W ,LOGAN ,UT ,3037 
98703534 ,BRETHREN ARMS LLC ,2156 W PRINTERS ROW ,WEST VALLEY CITY ,UT ,33 
98702977 ,BULLETS AND BURNOUTS LLC ,5621 WEST WELLS PARK RD ,WEST JORDAN ,UT ,1 
98701820 ,CLEMANS & CO LLC ,1644 W TOWNE CENTER DR UNIT D-4 ,SOUTH JORDAN ,UT ,1 
98703642 ,COROLLA CAPITAL MANAGEMENT LLC ,708 W 1800 N STE 11A ,LOGAN ,UT ,56 
98702846 ,DATAKALU LLC ,14825 S 7560 W ,HERRIMAN ,UT ,6 
98702757 ,F5 DEFENSE INC ,1280 WEST 300 SOUTH ,LINDON ,UT ,1 
98702172 ,FINO ENTERPRISES LLC ,1408 SOUTH HWY 118 ,RICHFIELD ,UT ,4 
98701641 ,"JEPPSON, BRIAN COLE ",5408 W 10180 N ,HIGHLAND ,UT ,1 
98702576 ,LONE PEAK ARMS LLC ,85 E 4000 N ,HYDE PARK ,UT ,674 
98702747 ,OSS SUPPRESSORS LLC ,280 W CENTRAL AVE ,MILLCREEK ,UT ,11 
98703809 ,RIDGELINE PRECISION LLC ,2834 WEST 14865 SOUTH ,BLUFFDALE ,UT ,2 
98702060 ,SALEM 6 ARMS LLC ,900 N 400 W BLDG 13 ,NSL ,UT ,1 
98703127 ,"SEELY, JORDAN JAMES ",3194 NORTH MOUNTAINVILLE RD ,MOUNT PLEASANT ,UT ,12 
98703573 ,SILENCERCO LLC ,5511 S 6055 W ,WEST VALLEY CITY ,UT ,
98701056 ,"SILENCERCO, LLC ",5511 SOUTH 6055 WEST ,WEST VALLEY CITY ,UT ,10 
98703258 ,STS MANUFACTURING LLC ,673 WEST 1ST ST BLDG 4A BAY 5 ,OGDEN ,UT ,168 
98702121 ,TEGRA ARMS INC ,523 S COMMERCE RD ,OREM ,UT ,3998 
98703241 ,VUDOO LABS INC ,4012 SOUTH RIVER ROAD UNIT 4F & 3E ,SAINT GEORGE ,UT ,525 


