Table
RDS KEY ,LICENSE NAME ,STREET ,CITY ,ST ,RVLR 22 ,RVLR 32 ,RVLR 357 ,RVLR 38 ,RVLR 44 ,RVLR 50 ,RVLR TOTL 
16204234 ,BC ENGINEERING LLC ,5895 E AJ HIGHWAY ,RUSSELLVILLE ,TN ,37 ,O ,O ,0 ,O ,0 ,37 
16204921 ,EXCELL ENTERPRISES INC ,169 WINDING TRAIL ,DAYTON ,TN ,O ,O ,3 ,O ,1 ,4 ,8 
57504398 ,"MCLEOD, PAIGE & CONNOR ",1027 SUMMERPLACE LN ,SOUTHLAKE ,TX ,O ,O ,1 ,0 ,O ,O ,1 
57503567 ,"RIDDLE, GROVER GLEN ",7749 COUNTY ROAD 409 ,GRANDVIEW ,TX ,O ,1 ,1 ,2 ,O ,1 ,5 
57504587 ,"RINGE, LOUIS J ",113 S FORK DR ,HUDSON OAKS ,TX ,23 ,0 ,0 ,O ,O ,O ,23 
57601795 ,"WHITE, MELTON RAY ",7412 JOHN RALSTON RD ,HOUSTON ,TX ,O ,O ,O ,0 ,O ,1 ,1 
98701249 ,AXIS MACHINE LLC ,562 W 8360 S ,SANDY ,UT ,O ,O ,O ,319 ,O ,O ,319 
98700995 ,"COBRA ENTERPRISES OF UTAH, INC ","1960 S MILESTONE DR, SUITE F ",SALT LAKE CITY ,UT ,0 ,O ,0 ,281 ,O ,0 ,281 
98734026 ,NORTH AMERICAN ARMS INC ,2150 S 950 E ,PROVO ,UT ,56426 ,0 ,0 ,O ,0 ,0 ,56426 
58303091 ,FREEDOM ARMS INC ,314 HWY 239 ,FREEDOM ,WY ,52 ,9 ,61 ,0 ,92 ,223 ,437 
,,,,,226749 ,1914 ,149730 ,238384 ,46466 ,62039 ,725282 


