RDS KEY ,LICENSE NAME ,STREET ,CITY ,ST ,RIFLE MFG
85201234 ,,42 LOCUST ST ,WESTMINSTER ,MD ,6
85211500 ,,8725 BOLLMAN PLACE #1 ,SAVAGE ,MD ,278
60100118 ,,481 BANGOR RD ,DOVER FOXCROFT ,ME ,6
60134465 ,BUSHMASTER FIREARMS BFI/QUALITY PARTS CO ,999 ROOSEVELT TRAIL BLDG 3 ,WINDHAM ,ME ,61575
60100265 ,,65 EVERETT ROAD ,POLAND ,ME ,5
43842898 ,,14236 BARNES RD ,BYRON ,MI ,2
43802612 ,,10163 FAETANO LN ,MILAN ,MI ,6
43802543 ,NORTHLINK ENT ,10703 S OLD 27 ,WATERS ,MI ,12
43803362 ,,1522 W 40TH ST ,FREMONT ,MI ,6
43803239 ,,201 WEST LIBERTY ,SOUTH LYON ,MI ,2
34101337 ,ATEK MANUFACTURING LLC ,210 NE 10TH AVE ,BRAINERD ,MN ,4889
34136204 ,D C INDUSTRIES INC ,2033 105TH AVE NORTH EAST ,BLAINE ,MN ,705
34135232 ,DEFENSE PROCUREMENT MFG SERVICES INC ,3312 12TH ST SE ,ST CLOUD ,MN ,21944
34100358 ,DICKS GUNSMITHING INC ,25791 DODD BLVD ,LAKEVILLE ,MN ,5
34137259 ,E ARTHUR BROWN CO INC ,650 COUNTY ROAD 40 NW ,GARFIELD ,MN ,43
34136974 ,JP ENTERPRISES INC ,7605 128TH ST N BUILDING ,WHITE BEAR LAKE ,MN ,135
34134781 ,MAGNUM RESEARCH INC ,7110 UNIVERSITY AVE NE ,MINNEAPOLIS ,MN ,211
34136841 ,,12257 CO RD 435 ,GOODLAND ,MN ,1
34136939 ,,324 KNOPP VALLEY DR ,WINONA ,MN ,1
34100994 ,,3639 DUNHILL LANE ,WOODBURY ,MN ,10
34136507 ,,30835 ORIOLE AVE ,AITKIN ,MN ,2
34136407 ,TERRITORIAL GUNSMITHS LTD ,733 6TH AVE S ,HOPKINS ,MN ,14
34100800 ,VULCAN ARMS INC ,9487 INVER GROVE TR ,INVER GROVE HEIGHTS ,MN ,2593
54301610 ,CMMG INC ,620 COUNTY ROAD 118 ,FAYETTE ,MO ,327
54303025 ,,4504 W HWY EE ,NOEL ,MO ,1
54303117 ,COUNTRY GUN SHOP LLC ,6947 EAST 20TH STREET ,JOPLIN ,MO ,3
54340562 ,,43825 MULDROW TRAIL ,PERRY ,MO ,158
54339122 ,,43825 MULDROW TRAIL ,PERRY ,MO ,2
54340479 ,,203 W FELTON AVE ,SAINT LOUIS ,MO ,32
54303530 ,MISSOURI CUSTOM ARMAMENT LLC ,302 N MAIN ,BLAIRSTOWN ,MO ,1
54303230 ,,18622 AUDRAIN CO RD 937 ,MEXICO ,MO ,63
54302642 ,,551 FOREST AVE ,KANSAS CITY ,MO ,223


