Table
RDS KEY ,LICENSE NAME ,STREET ,CITY ,ST ,RIFLE MFG
82507564 ,JMC TACTICAL LLC ,296 MURDOCKSVILLE RD ,CLINTON ,PA ,110
82309076 ,KEYSTONE ACCURACY LLC ,330 CARBONDALE RD ,WAVERLY ,PA ,2
82307744 ,KEYSTONE AUTOMATION INC ,201 CLARK RD ,DURYEA ,PA ,1
82302834 ,KEYSTONE SPORTING ARMS LLC ,155 SODOM RD ,MILTON ,PA ,48300
82507269 ,KEYSTONE TACTICAL FIREARMS & MACHINE LLC ,19 LAFAYETTE AVE ,LEWIS RUN ,PA ,54
82304013 ,"KING, MARK S ",238 NOTCH RD ,DUNCANNON ,PA ,15
82304234 ,LANCER SYSTEMS LP ,2800 MILFORD SQUARE PKE ,QUAKERTOWN ,PA ,30
82303888 ,LANCO TACTICAL LLC ,498 WEST HIGH STREET ,ELIZABETHTOWN ,PA ,1
82307328 ,"LEISTER, PRESTON ",419 CHENEY RD ,COLUMBIA CROSS ROADS ,PA ,3
82310283 ,LIBRANDI MACHINE SHOP INC ,3900 PAXTON ST ,HARRISBURG ,PA ,73
82507855 ,LOW DRAG ENTERPRISES LLC ,433 SHANNON CREEK RD ,NEW FLORENCE ,PA ,3
82309400 ,LZK MANUFACTURING INC ,28 ONION BLVD ,SHREWSBURY ,PA ,1
82302810 ,M & B CUSTOM FIREARMS INC ,58 VILLAGE RD ,ETTERS ,PA ,5
82507740 ,MARS ARMORY LLC ,1515 THREE DEGREE RD ,MARS ,PA ,17
82304767 ,"MEEHAN, DAVID AARON ",288 STEEPBANK RD ,LANCASTER ,PA ,1
82303867 ,MOUNTAIN COMPETITION PISTOLS LLC ,3286 MOUNTAIN VIEW DR ,TANNERSVILLE ,PA ,1
82304762 ,MUIR HOLLAND ENTERPRISES INC ,180 CENTER HALL RD ,COCHRANVILLE ,PA ,5
82507394 ,NINE SEVEN FIREARMS LLC ,7927 LINDISFARNE DR ,PITTSBURGH ,PA ,46
82311358 ,"PATRIOT VALLEY ARMS, LLC ",792 DORLAN MILL RD ,DOWNINGTOWN ,PA ,24
82300479 ,PNEU DART INC ,15223 STATE ROUTE 87 ,WILLIAMSPORT ,PA ,1440
82307692 ,"PRITTS, WESTON LEE & BURIAN, ANTHONY WILLIAM ",100 W SECOND ST UNIT 7 ,HUMMELSTOWN ,PA ,10
82507263 ,RIDGELINE GUNSMITHING LLC ,163 MILL HILL RD ,WILLIAMSBURG ,PA ,3
82308578 ,SAEILO INC ,105 KAHR AVE ,GREELEY ,PA ,522
82507442 ,SDK UNLIMITED LLC ,2617 VANCOUVER ST ,GRAPEVILLE ,PA ,18
82300267 ,SINGLE SHOT RIFLES INC ,419 EMERY RD ,DINGMANS FERRY ,PA ,48
82305475 ,SUPERIOR GUNSMITHING AND CUSTOM SHOP LLC ,15B N ROBESON ST ,ROBESONIA ,PA ,1
82310578 ,SURPLUS ARME DESIGN STUDIOS LLC ,1101 B ELSINORE PLACE ,CHESTER ,PA ,4
82311593 ,TARGET SHOOTING SPORTS ENTERPRISES LLC ,337 CANFIELD ROAD ,MESHOPPEN ,PA ,2
82309715 ,TL TECHNOLOGIES INC ,2950 OLD TREE DR STE 1 ,LANCASTER ,PA ,322
82303270 ,U S ARMAMENT CORP ,121 VALLEY VIEW DR ,EPHRATA ,PA ,186
82303130 ,WELLS CUSTOM GUNMAKERS LLC ,1750 MALONEY HILL RD ,NICHOLSON ,PA ,1
82309795 ,WOODMOUSE LLC ,"101 NORTH HANOVER STREET, ",CARLISLE ,PA ,1
,,,,,


