Table
RDS KEY ,LICENSE NAME ,STREET ,CITY ,ST ,PISTOL 22 ,PISTOL 25 ,PISTOL 32 ,PISTOL 380 ,PISTOL 9MM ,PISTOL 50 ,PISTOL TOTAL 
33909606 ,VIKING ARMS INC ,5424 W 6MILE RD HWY G ,CALEDONIA ,WI ,3 ,0 ,O ,O ,O ,O ,3 
33907594 ,WORKS ARMAMENT LLC ,1 TAUNTON CIRCLE ,MADISON ,WI ,1 ,1 ,1 ,1 ,7 ,2 ,13 
45503901 ,FOLEY DEFENSE LLC ,2563 RITTER DR ,SHADY SPRING ,WV ,O ,O ,1 ,O ,10 ,0 ,11 
45503183 ,HARPERS FERRY ARMORY INC ,301 N MILDRED ST ,RANSON ,WV ,0 ,14 ,O ,O ,0 ,10 ,24 
45502891 ,"HOSTETTER, MARK A ",74 DUPONT RD SUITE A ,MARTINSBURG ,WV ,O ,O ,1 ,O ,1 ,O ,2 
45502547 ,J W MANUFACTURING LLC ,703 MIDDLETOWN RD ,FAIRMONT ,WV ,4 ,O ,6 ,0 ,46 ,1 ,57 
45502594 ,J&S ENTERPRISES LLC ,1263 CLIFTON SALEM RD ,BRUCETON MILLS ,WV ,O ,O ,O ,O ,O ,1 ,1 
45503778 ,"MONROE, PAUL JAMES ",7304 SISSONVILLE DR ,SISSONVILLE ,WV ,1 ,O ,O ,1 ,1 ,2 ,5 
58303091 ,FREEDOM ARMS INC ,314 HWY 239 ,FREEDOM ,WY ,2 ,0 ,3 ,2 ,O ,5 ,12 
58301879 ,INSIGHT PRECISION ARMS LLC ,512 VALLEY VIEW DR ,TORRINGTON ,WY ,3 ,O ,O ,O ,0 ,0 ,3 
58301112 ,"LAW, RICK J ",5203 RAVEN STREET ,GILLETTE ,WY ,O ,O ,O ,O ,7 ,2 ,9 
58301302 ,PERFORMANCE OIL TOOLS INC ,3420 BIG HORN AVE ,CODY ,WY ,3 ,O ,1 ,O ,O ,O ,4 
58301479 ,"WHITE, NICOLAS R & JENNIFER ANN ",411 PALOMINO ,BEAR RIVER ,WY ,O ,O ,O ,O ,5 ,3 ,8 
58301629 ,WYOMING ARMORY PRECISION FIREARMS LLC ,553 14TH ST ,CODY ,WY ,O ,O ,O ,O ,1 ,0 ,1 
,,,,,417806 ,25370 ,30306 ,760812 ,2099319 ,547545 ,3881158 


