Table
RDS KEY ,LICENSE NAME ,STREET ,CITY ,ST ,PISTOL 22 ,PISTOL 25 ,PISTOL 32 ,PISTOL 380 ,PISTOL 9MM ,PISTOL 50 ,PISTOL TOTAL
98637956 ,YOUNG MANUFACTURING INC ,5528 N 51ST AVE ,GLENDALE ,AZ ,0 ,0 ,0 ,0 ,5 ,0 ,5
96804544 ,BISHOP AMMUNITION MANUFACTURING LLC ,3221 ELKHORN AVE #27 ,NORTH HIGHLANDS ,CA ,0 ,0 ,0 ,0 ,0 ,1 ,1
97704522 ,"CABALLERO, RAUL ANDRES ",6715 WINDCHIME CT ,BAKERSFIELD ,CA ,1 ,0 ,0 ,0 ,0 ,0 ,1
93305361 ,EMPOWERED FIREARMS AND TRAINING INC ,249 S INDIANA AVE ,VISTA ,CA ,1 ,0 ,0 ,0 ,0 ,0 ,1
93340727 ,EXCEL INDUSTRIES INC ,1601 FREMONT CT ,0NTARIO ,CA ,322 ,0 ,0 ,83 ,0 ,0 ,405
93301600 ,FMK FIREARMS INCORPORATED ,1025 A ORTEGA WAY / 1005 ORTEGA WAY ,PLACENTIA ,CA ,0 ,0 ,0 ,0 ,8359 ,0 ,8359
96814458 ,"GENECCO, KENNETH MICHAEL ",10512 LOWER SACRAMENTO RD ,STOCKTON ,CA ,1 ,0 ,0 ,0 ,0 ,0 ,1
93305615 ,"GUNFIGHTER TACTICAL, LLC ",7190 MIRAMAR RD #115 ,SAN DIEGO ,CA ,87 ,0 ,0 ,0 ,0 ,0 ,87
93303891 ,JV INDUSTRIES LLC ,15810 CAJON BLVD ,SAN BERNARDINO ,CA ,0 ,0 ,0 ,0 ,3 ,0 ,3
97703245 ,"KAUFMANN TACTICAL FIREARMS, INC ",1063 BROOKHAVEN DR #107 ,CLOVIS ,CA ,0 ,1 ,0 ,0 ,1 ,0 ,2
93302759 ,"LEDESMA, PAUL ","13552 CENTRAL AVE, UNIT C ",CHINO ,CA ,9 ,0 ,0 ,0 ,0 ,0 ,9
97704058 ,"LORTZ, LACEY ",3016 MILDRED LANE ,BAKERSFIELD ,CA ,0 ,1 ,0 ,0 ,1 ,0 ,2
97702943 ,"MATTHEWS, KEITH SCOTT ",13607 E SHEPHERD AVE ,CLOVIS ,CA ,0 ,0 ,1 ,0 ,0 ,0 ,1
97703584 ,MERIDIAN DEFENSE CORP ,5785 THORNWOOD DR ,GOLETA ,CA ,5 ,0 ,5 ,0 ,0 ,0 ,10
93306659 ,"OCELLO, RONALD MILLARD ",1931 NORTH KELLY AVE ,UPLAND ,CA ,1 ,0 ,0 ,1 ,2 ,0 ,4
93306950 ,PEGASUS HOLDINGS GROUP INC ,16755 VON KARMAN AVE SUITE 200 ,IRVINE ,CA ,0 ,38 ,0 ,0 ,0 ,0 ,38
93336988 ,PHOENIX ARMS ,4231 BRICKELL STREET ,0NTARIO ,CA ,16390 ,3610 ,0 ,0 ,0 ,0 ,20000
97704462 ,STATEMENT DEFENSE INC ,283 PAMELA WAY STE 105 ,BUELLTON ,CA ,0 ,0 ,0 ,0 ,16 ,0 ,16
93306914 ,"SWAIM, BRETT RAYMOND & KRISTINA MARIE ",5819 BERYL ST ,RANCHO CUCAMONGA ,CA ,24 ,0 ,0 ,0 ,3 ,0 ,27
93304572 ,"TILOTTA, GIOVANNI VINCENZO ",4855 RUFFNER ST STE D1 ,SAN DIEGO ,CA ,0 ,0 ,0 ,0 ,1 ,0 ,1
93304987 ,TPM ARMS LLC ,246 DENNY WAY ,EL CAJON ,CA ,7 ,0 ,0 ,0 ,0 ,0 ,7
93304827 ,TRIP WIRE LLC ,7960 SILVERTON AVE STE 105 ,SAN DIEGO ,CA ,3 ,0 ,0 ,0 ,0 ,0 ,3
97702945 ,"VON COLLN, JOHN ",3166 E THOUSAND OAKS BLVD ,THOUSAND OAKS ,CA ,72 ,0 ,6 ,0 ,0 ,0 ,78
58407395 ,300 ARMS INC ,7074 MOUNT NIMBUS ST ,WELLINGTON ,CO ,0 ,14 ,0 ,0 ,34 ,9 ,57
58406178 ,A-TAC GEAR GUNS UNIFORMS LLC ,19810 E 59TH PL ,AURORA ,CO ,11 ,0 ,0 ,0 ,0 ,0 ,11
58400906 ,ANDY'S CUSTOM GUNS INC ,14855 W 54TH AVE ,GOLDEN ,CO ,0 ,0 ,0 ,0 ,1 ,6 ,7
58406551 ,BLUE DIAMOND INDUSTRIES INC ,1202 GROVE ST ,DENVER ,CO ,0 ,1 ,0 ,1 ,0 ,0 ,2


