Table
RDS KEY ,LICENSE NAME ,SIREET ,CITY ,ST ,MISC FA MFG
97703245 ,"KAUFMANN TACTICAL FIREARMS, INC ",1063 BROOKHAVEN DR #107 ,CLOVIS ,CA ,40
96802409 ,LILLARD MANUFACTURING INC ,1201 E KENTUCKY AVE ,WOODLAND ,CA ,1
97703356 ,"MATTHEWS, KEITH S ",4673 E WEATHERMAKER AVE ,FRESNO ,CA ,2
93306659 ,"OCELLO, RONALD MILLARD ",1931 NORTH KELLY AVE ,UPLAND ,CA ,3
93306666 ,0LYMPUS ARMS LLC ,2500 HUNSAKER DR #C ,RUNNING SPRINGS ,CA ,3
93306950 ,PEGASUS HOLDINGS GROUP INC ,16755 VON KARMAN AVE SUITE 200 ,IRVINE ,CA ,3
93306575 ,RICKS DIVING LOCKER INC ,945 C W VALLEY PKWY ,ESCONDIDO ,CA ,7
97703060 ,TARAN TACTICAL INNOVATIONS LLC ,1250 TIERRA REJADA RD ,SIMI VALLEY ,CA ,78
93305018 ,TEMECULA QUALITY PLATING INC ,43095 BLACKDEER LOOP ,TEMECULA ,CA ,41
93304827 ,TRIP WIRE LLC ,7960 SILVERTON AVE STE 105 ,SAN DIEGO ,CA ,41
93305884 ,VK INTEGRATED SYSTEMS ,1250 E ORANGETHORPE ,FULLERTON ,CA ,21
97702945 ,"VON COLLN, JOHN ",3166 E THOUSAND OAKS BLVD ,THOUSAND OAKS ,CA ,2
58407395 ,300 ARMS INC ,7074 MOUNT NIMBUS ST ,WELLINGTON ,CO ,4
58407061 ,"CASSARA, ROBERT ",19499 EAST BROWN DR ,AURORA ,CO ,9
58405127 ,CROSSTAC CORPORATION ,1010 SOUTH LINCOLN AVE ,LOVELAND ,CO ,9
58406011 ,CUSTOM MECHANICAL SOLUTIONS LLC ,4880 ROBB ST UNIT 12 ,WHEAT RIDGE ,CO ,9
58407693 ,GFC USA LLC ,7185 GARDENSTONE DR ,COLORADO SPRINGS ,CO ,7
58401680 ,HERITAGE ARMS INC ,1631 P ROAD ,LOMA ,CO ,37
58406761 ,LIVEFIRE ARMORY LLC ,7702 BARNES RD #150 ,COLORADO SPRINGS ,CO ,18
58406664 ,MORCCO INC ,730 WEST KANSAS AVE ,TRINIDAD ,CO ,1
58404996 ,ROCKY MOUNTAIN GUNS INC ,647 SOUTH OSWEGO CT ,AURORA ,CO ,13
58404515 ,S-GANG ENTERPRISES INC ,2800 PRINTERS WAY 2B ,GRAND JUNCTION ,CO ,4
58407287 ,SMK INDUSTRIES LLC ,452 E STAGECOACH TRAIL ,ELIZABETH ,CO ,1
58407771 ,SPELLMAN ENTERPRISES LLC ,2462 WAYNOKA RD ,COLORADO SPRINGS ,CO ,26
58404495 ,TACTICAL ACOUSTICS LLC ,400 YOUNG CT UNIT 5 ,ERIE ,CO ,5
58404859 ,WELLINGTON ARMS LLC ,8900 W 1ST ST ,WELLINGTON ,CO ,7
60603306 ,COLT'S MANUFACTURING COMPANY LLC ,545 NEW PARK AVE ,WEST HARTFORD ,CT ,4466
60602956 ,COMGRAF LLC ,93 WATER STREET ,GUILFORD ,CT ,26
60603679 ,CONNECTICUT SPRING & STAMPING CORP ,48 SPRING LANE ,FARMINGTON ,CT ,5
60601673 ,"CRAMER, JOEL ",40-C NORTH PLAINS INDUSTRIAL RD ,WALLINGFORD ,CT ,3
60602599 ,DELTA ARSENAL LLC ,342 QUINNIPIAC ST BLD 8 ,WALLINGFORD ,CT ,70
60603454 ,"DJS FIREARMS, LLC ",4 NICHOLAS SQUARE ,NEW MILFORD ,CT ,1
60601238 ,JOJOS GUNWORKS LLC ,122 SPRING ST D9 ,SOUTHINGTON ,CT ,14
60604170 ,"MCCREADY, LEE AND JESSICA ",44 LINCOLN AVE ,NEW LONDON ,CT ,1
60604407 ,MCKINNEY ROBERT RAY ,1669 THOMASTON AVE ,WATERBURY ,CT ,47


