Table
RDS KEY ,LICENSE NAME ,SIREET ,CITY ,ST ,MISC FA MFG
98734724 ,"ZDF IMPORT/EXPORT, LLC ",925 W 100 N SUITE A ,NORTH SALT LAKE ,UT ,2
15423671 ,AGF DEFCOM INC ,604 GREEN TREE RD STE C&D ,CHESAPEAKE ,VA ,2
15412412 ,APPALACHIAN GUN WORKS LLC ,4568 BLUE RIDGE BLVD ,BLUE RIDGE ,VA ,295
15413728 ,BACKGROUNDS UNLIMITED INC ,2309 LEE HWY ,MOUNT SIDNEY ,VA ,2
15406824 ,"BIGGAR, EDWARD PATRICK ",2741 OLD BALTIMORE RD ,DRAPER ,VA ,3
15410353 ,DIORIO MANUFACTURING COMPANY LLC ,32 SILVER LAKE RD ,HARRISONBURG ,VA ,67
15423758 ,DREGHAN DEFENSE LLC ,141 SYKES AVE UNIT #141 ,VIRGINIA BEACH ,VA ,2
15416108 ,E GIUFFRE INC ,400 GREYSTONE DR ,WIRTZ ,VA ,8
15424393 ,FOREHAND ARMORY LLC ,4302 REEDY CREEK RD ,LUNENBURG ,VA ,1
15416343 ,"GOODWIN, GEORGE TYLER ",MAIN & FERRY STS PO BOX 356 ,SCOTTSVILLE ,VA ,
15424193 ,GUN LAB LLC ,36 1ST AVE ,CALLAO ,VA ,3
15415355 ,HANSOHN BROTHERS LLC ,12310 ROSE COTTAGE LANE ,CULPEPER ,VA ,10
15410897 ,HAWK HILL CUSTOM LLC ,506 LAUREL HILL RD ,VERONA ,VA ,1
15402925 ,"KRISS USA, INC ",912 CORPORATE LANE ,CHESAPEAKE ,VA ,25
15424121 ,"MCQUILLEN, GARY ELWOOD ",7535 GUINEA ROAD ,HAYES ,VA ,4
15423970 ,RAPPAHANNOCK FIREARMS LLC ,246 FLETCHERS MILL RD ,WOODVILLE ,VA ,2
15406989 ,STERLING ARSENAL WORKS & TACTICAL SUPPLY LLC ,201 DAVIS DRIVE UNIT FF ,STERLING ,VA ,7
15407569 ,UMBRELLA CORP WEAPONS RESEARCH GROUP ,545 S BIRDNECK RD STE 202 B ,VIRGINIA BEACH ,VA ,4
60300549 ,"AMRICK, DANIEL ",1114 RT 30 ,BOMOSEEN ,VT ,24
60333217 ,CENTURY ARMS INC ,236 BRYCE BLVD ,GEORGIA ,VT ,21412
60300696 ,"PIKE, RANDALL S ",181 SPRAGUE RD ,WEST HALIFAX ,VT ,10
60300956 ,SERIES 11 LLC ,5855 VT ROUTE 100 ,LONDONDERRY ,VT ,5
99105684 ,AERO PRECISION LLC ,2340 S HOLGATE ST ,TACOMA ,WA ,687
99107250 ,AERO PRECISION LLC ,2320 COMMERCE STREET ,TACOMA ,WA ,120835
99106034 ,"ALL AMERICAN ARMORY, LLC ",14969 W BOW HILL RD STE #2 ,BOW ,WA ,5
99107472 ,BETHEL ARMAMENT LLC ,14835 133RD AVE SE ,YELM ,WA ,4
99107167 ,E M INDUSTRIES LLC ,22427 92ND ST E ,BUCKLEY ,WA ,4
99105925 ,"GREY GHOST PRECISION, LLC ",2916 107TH ST S ,LAKEWOOD ,WA ,3166
99106894 ,JONES ARMS LLC ,63 HOOKER RD ,SEQUIM ,WA ,12
99107285 ,LARSON SYSTEMS LLC ,6010 E ALKI STE 1 ,SPOKANE VALLEY ,WA ,11
99106811 ,"LARSON SYSTEMS, LLC ",3417 E OREGON RD ,ELK ,WA ,3
99105994 ,"LIEMOHN MANUFACTURING, LLC ",1425 E WALNUT ST ,KENT ,WA ,3
99105518 ,STARLOS FIREARMS LLC ,3824 HOLLYWOOD DR NE ,0LYMPIA ,WA ,4
99105426 ,THE RANGE LLC ,1701 GARRETSON LN ,YAKIMA ,WA ,86
99107069 ,ZEV TECHNOLOGIES INC ,2120 NORTHPARK DRIVE ,CENTRALIA ,WA ,1456


