Table
RDS KEY ,LICENSE NAME ,STREET ,City ,ST ,RIFLE EXP
16305652 ,REMINGTON ARMS COMPANY LLC ,1816 REMINGTON CIRCLE SW ,HUNTSVILLE ,AL ,6
57104512 ,FEDERAL ARMAMENT LLC ,5730 N 6TH ST ,FORT SMITH ,AR ,298
57134716 ,WILSONS GUN SHOP INC ,2452 CR 719 ,BERRYVILLE ,AR ,24
98607665 ,STRATEGIC ARMORY CORPS LLC ,525 E PINNACLE PEAK RD STE 100 ,PHOENIX ,AZ ,309
98606209 ,"MCALISTER, KENNETH ",291 E OCOTILLO RD UNIT 27 ,CHANDLER ,AZ ,16
98609027 ,CHARLES ST GEORGE ,291 E OCOTILLO RD UNIT 27 ,CHANDLER ,AZ ,1
98600788 ,PATRIOT ORDNANCE FACTORY INC ,1492 W VICTORY LANE ,PHOENIX ,AZ ,207
98612151 ,"STINNETT, CODY CLARK ",3250 W BRYANT AVE ,SNOWFLAKE ,AZ ,3
93306842 ,THOMPSON BRADLEY ALAN ,10125 NEVADA RD ,PHELAN ,CA ,1
93303891 ,JV INDUSTRIES LLC ,15810 CAJON BLVD ,SAN BERNARDINO ,CA ,19
97737552 ,WEATHERBY INC ,1605 COMMERCE WAY ,PASO ROBLES ,CA ,1790
99401424 ,"RICHARDSON, TODD ",1984 NATIONAL AVE ,HAYWARD ,CA ,9
58402313 ,"HOGAN, THEODORE KENNETH ",1432 S NUCLA ST ,AURORA ,CO ,3
58402309 ,M+M INC ,10909 IRMA DRIVE ,NORTHGLENN ,CO ,446
60603511 ,STAG ARMS LLC ,515 JOHN DOWNEY DR ,NEW BRITAIN ,CT ,160
60603306 ,COLT'S MANUFACTURING COMPANY LLC ,545 NEW PARK AVE ,WEST HARTFORD ,CT ,461
60602460 ,CREED MONARCH INC ,1 PUCCI PARK ,NEW BRITAIN ,CT ,2510
60600763 ,"STURM, RUGER & COMPANY, INC ",1 LACEY PL ,SOUTHPORT ,CT ,1
15912717 ,JACKSON BEARING E SUP INC ,PO BOX 311 201 6TH ST SW ,WINTER HAVEN ,FL ,
15940998 ,KNIGHTS MANUFACTURING CO ,701 COLUMBIA BLVD ,TITUSVILLE ,FL ,9
15949016 ,CW GUNWERKS LLC ,10705 SW 216TH ST UNIT 215 ,MIAMI ,FL ,15
15901343 ,AK-USA MANUFACTURING INC ,3112-1 PALM AVENUE ,FORT MYERS ,FL ,4
15940806 ,KEL TEC CNC INDUSTRIES INC ,1475 COX ROAD ,COCOA ,FL ,1412
15918134 ,ADAMS ARMS LLC ,1551 GUNN HIGHWAY ,0DESSA ,FL ,40
15932303 ,CSI SUPPLIES INC ,2854 STIRLING RD STE Q ,HOLLYWOOD ,FL ,9
15931958 ,SABAL ARMS INC ,2643 SW 64TH AVE ,MIAMI ,FL ,1
15946787 ,SERBU FIREARMS INC ,6019 W CHELSEA STREET ,TAMPA ,FL ,32
15949553 ,SV PRECISION LLC ,8055 COUNTY LINE RD ,MELROSE ,FL ,5
15811601 ,SHOOTER'S VALHALLA LLC ,6201 VETERANS PARKWAY SUITE E ,COLUMBUS ,GA ,2
15806454 ,DEFENSE RESEARCH & DEVELOPMENT LLC ,268 CADILLAC PKWY STE 104 ,DALLAS ,GA ,39
15840168 ,MEGGITT TRAINING SYSTEMS INC ,296 BROGDON RD ,SUWANEE ,GA ,31
15813136 ,DANIEL DEFENSE INC ,1334 ORACAL PARKWAY ,BLACK CREEK ,GA ,897
15802643 ,BP FIREARMS COMPANY LLC ,"1270 PROGRESS CENTER AVENUE, SUITE 100 ",LAWRENCEVILLE ,GA ,782
54200689 ,JARD INC ,3149 NEST AVE ,SHELDON ,IA ,126
54210302 ,"JOHNSON, ROBERT DEAN ",RR #1 ,TINGLEY ,IA ,


