Table
RDS KEY ,LICENSE NAME ,STREET ,CITY ,ST ,PISTOL 22 ,PISTOL 25 ,PISTOL 32 ,PISTOL 380 ,PISTOL 9MM ,PISTOL 50 ,PISTOL TOTAL 
,"MANUFACTURING, INC ",BOULEVARD ,,,,,,,,,
15423970 ,RAPPAHANNOCK FIREARMS LLC ,246 FLETCHERS MILL RD ,WOODVILLE ,VA ,1 ,0 ,0 ,O ,0 ,0 ,1 
15423720 ,RIVENOAK ARMOURY LLC ,8396 RIXEYVILLE RD ,RIXEYVILLE ,VA ,1 ,O ,O ,O ,O ,0 ,1 
15423839 ,S4 ARMAMENT LLC ,8018 UNIT B-5 HANKINS INDUSTRIAL PARK ,TOANO ,VA ,1 ,0 ,0 ,0 ,0 ,0 ,1 
15411903 ,SAFESIDE TACTICAL LLC ,1201 SHENANDOAH AVE ,ROANOKE ,VA ,O ,41 ,44 ,O ,1 ,0 ,86 
15410619 ,"SODAN ARMAMENT, LLC ",7960 RICHMOND RD ,TOANO ,VA ,O ,O ,O ,O ,2 ,O ,2 
15414812 ,SSG NFA 2 INC ,610 WESTWOOD OFFICE PARK ,FREDERICKSBU RG ,VA ,3 ,O ,2 ,O ,O ,0 ,5 
15406989 ,STERLING ARSENAL WORKS & TACTICAL SUPPLY LLC ,201 DAVIS DRIVE UNIT FF ,STERLING ,VA ,O ,O ,O ,O ,3 ,18 ,21 
15424177 ,"SUMMERS, BRIAN PAUL SR ",3114 BRADFORD WOOD CT ,OAKTON ,VA ,O ,0 ,0 ,0 ,3 ,3 ,6 
15417059 ,TACTICAL COATING SYSTEMS LLC ,7631-F FULLERTON RD ,SPRINGFIELD ,VA ,O ,20 ,5 ,O ,12 ,0 ,37 
15408568 ,TAYLORS & COMPANY INC ,304-310 LENOIR DR ,WINCHESTER ,VA ,O ,O ,O ,2 ,O ,O ,2 
15416242 ,TRITON MFG INC ,977 REON DR STE 104 ,VIRGINIA BEACH ,VA ,0 ,5 ,0 ,0 ,0 ,0 ,5 
15423672 ,"ZENITH FIREARMS, INC ",10517 CRITZER SHOP RD ,AFTON ,VA ,O ,O ,O ,O ,4 ,O ,4 
60300914 ,ATLAS GUNWORKS INC ,7058 US ROUTE 7 ,NORTH FERRISBURGH ,VT ,O ,0 ,0 ,0 ,189 ,121 ,310 
60300037 ,CASPIAN ARMS LTD ,75 CAL FOSTER DR ,WOLCOTT ,VT ,O ,O ,O ,O ,O ,813 ,813 
60333217 ,CENTURY ARMS INC ,236 BRYCE BLVD ,GEORGIA ,VT ,O ,O ,O ,0 ,O ,3299 ,3299 
60300038 ,FOSTER INDUSTRIES INC ,75 CAL FOSTER DR ,WOLCOTT ,VT ,O ,O ,O ,O ,0 ,347 ,347 
60300926 ,KINGDOM FIREARMS LLC ,60 UPPER QUARRY RD ,NEWPORT ,VT ,2 ,O ,O ,O ,O ,0 ,2 
60300728 ,"LEMOIS, BRIEN PAUL JR ",3227 US RT 5 ,IRASBURG ,VT ,2 ,O ,0 ,O ,1 ,0 ,3 
60300864 ,"MCNARY FIREARMS MANUFACTURING, LLC ",18 PINE RIDGE RD ,VERNON ,VT ,O ,3 ,O ,0 ,0 ,0 ,3 
60300651 ,"NEWLAN, STEVEN JAMES ",737 ROUTE 5 S ,WINDSOR ,VT ,1 ,0 ,0 ,O ,0 ,0 ,1 
60301009 ,"WHITE'S SPORTING GOODS, LLC ",39 RIVERSIDE COURT ,LYNDONVILLE ,VT ,O ,O ,O ,O ,3 ,0 ,3 
99107250 ,AERO PRECISION LLC ,2320 COMMERCE STREET ,TACOMA ,WA ,32 ,16 ,O ,0 ,0 ,0 ,48 
99106034 ,"ALL AMERICAN ARMORY, LLC ",14969 W BOW HILL RD STE #2 ,BOW ,WA ,O ,2 ,O ,0 ,0 ,0 ,2 
99107472 ,BETHEL ARMAMENT LLC ,14835 133RD AVE SE ,YELM ,WA ,O ,O ,O ,O ,6 ,O ,6 
99107016 ,BRIMSTONE GUNSMITHING INC ,4857 NW LAKE RD #115 ,CAMAS ,WA ,O ,1 ,O ,0 ,0 ,0 ,1 
99105387 ,COBB CONSULTING GROUP LLC ,210 N WASHINGTON AVE ,ARLINGTON ,WA ,O ,O ,O ,O ,O ,2 ,2 
99107167 ,E M INDUSTRIES LLC ,22427 92ND ST E ,BUCKLEY ,WA ,O ,O ,O ,4 ,2 ,0 ,6 
99104605 ,GRESHAM ARMORY LLC ,8431 10TH PLACE SE ,LAKE STEVENS ,WA ,O ,1 ,1 ,O ,1 ,O ,3 
99105925 ,"GREY GHOST PRECISION, LLC ",2916 107TH ST S ,LAKEWOOD ,WA ,0 ,0 ,0 ,0 ,101 ,0 ,101 


