Table
RDS KEY ,LICENSE NAME ,SIREET ,CITY ,ST ,MISC FA MFG
60604374 ,METALLURGICAL PROCESSING INC ,68 ARTHUR STREET ,NEW BRITAIN ,CT ,74
60603511 ,STAG ARMS LLC ,515 JOHN DOWNEY DR ,NEW BRITAIN ,CT ,7678
60602192 ,STAMFORD TACTICAL LLC ,134 JEFFERSON STREET ,STAMFORD ,CT ,79
60602196 ,STANDARD MANUFACTURING CO LLC ,100 BURRITT STREET ,NEW BRITAIN ,CT ,1800
15932944 ,AA TACTICAL INC ,451 N FERDON BLVD ,CRESTVIEW ,FL ,78
15918134 ,ADAMS ARMS LLC ,1551 GUNN HIGHWAY ,0DESSA ,FL ,380
15912791 ,ADEQ FIREARMS COMPANY ,4921 WEST CYPRESS STREET ,TAMPA ,FL ,6
15909126 ,AMMO DUMP INTERNATIONAL LLC ,1556 S STATE ROAD 53 ,MADISON ,FL ,19
15907991 ,ARES DEFENSE SYSTEMS INC ,295 NORTH DRIVE SUITE H ,MELBOURNE ,FL ,674
15930118 ,ARTICLE II FIREARMS LLC ,25430 NW 8TH LN STE 100 ,NEWBERRY ,FL ,5
15951128 ,"BISHOP, RONALD MORRIS ",6677 W MINA LANE ,DUNNELLON ,FL ,11
15931644 ,BLACK CREEK PRECISION LLC ,"5151 SUNBEAM ROAD SUITE 9,10,11 ",JACKSONVILLE ,FL ,181
15950414 ,"BLACKBURN, LARRY DOYLE ",5406 SYCAMORE DR ,PENSACOLA ,FL ,3
15948882 ,BUIS INC ,1201 HAMLET AVE ,CLEARWATER ,FL ,3
15910123 ,DIAMONDBACK FIREARMS LLC ,3400 GRISSOM PKWY ,COCOA ,FL ,333
15925543 ,DIV 3 INC ,1440 & 1460 SOUTH LEAVITT AVE ,0RANGE CITY ,FL ,50
15931364 ,GHOST FIREARMS LLC ,828 S NOVA ROAD ,DAYTONA BEACH ,FL ,2967
15950976 ,GHOST FIREARMS LLC ,828 S NOVA RD ,DAYTONA BEACH ,FL ,542
15909552 ,GOOD TIME OUTDOORS INC ,4600 W HIGHWAY 326 ,0CALA ,FL ,194
15912717 ,JACKSON BEARING E SUP INC ,PO BOX 311 201 6TH ST SW ,WINTER HAVEN ,FL ,
15923284 ,JERICHO SERVICES LLC ,6354 49TH STREET NORTH ,PINELLAS PARK ,FL ,70
15917454 ,"KNIGHT, CHARLES REED JR ",701 COLUMBIA BLVD ,TITUSVILLE ,FL ,3
15940998 ,KNIGHTS MANUFACTURING CO ,701 COLUMBIA BLVD ,TITUSVILLE ,FL ,1149
15950544 ,"KOVACS, DEREK ",29 BASS LAKE DR ,DEBARY ,FL ,3
15950850 ,LEGION DEFENSE INDUSTRIES LLC ,2115 RAYMONDS PL ,GREEN COVE SPRINGS ,FL ,20
15916633 ,LEWMAN ARMS MANUFACTURING LLC ,2710 EWELL RD ,LAKELAND ,FL ,3
15949790 ,MCCUTCHEN FIREARMS LLC ,5418 W CRENSHAW ST ,TAMPA ,FL ,14
15932635 ,MILLETT MACHINE WORKS LLC ,2324 CIRCUIT WAY ,BROOKSVILLE ,FL ,1
15932010 ,MORIARTI ARMAMENTS LLC ,8404 NW 66TH STREET ,MIAMI ,FL ,226
15950121 ,MUTINY ARMS LLC ,2701 SUCCESS DR ,0DESSA ,FL ,120
15951018 ,"OWENS, BERTRAM CLAYTON ",11602 HIDDEN HILLS DRIVE S ,JACKSONVILLE ,FL ,1
15932810 ,PATRIOT TACTICAL USA LLC ,3905 ABBY LN ,JACKSONVILLE ,FL ,32
15950048 ,"PERRY, CONNIE LYNN ",175 SW 20TH WAY STE N-4 ,DANIA BEACH ,FL ,3
15915979 ,PRAESTOLOR ARMS LLC ,2040 SHORT AVE ,0DESSA ,FL ,2
15926145 ,PRECISION TACTICAL ARMS COMPANY LLC ,5155 SOUTH FERDON BLVD UNIT A ,CRESTVIEW ,FL ,2


