Table
RDS KEY ,LICENSE NAME ,STREET ,CITY ,ST ,PISTOL 22 ,PISTOL 25 ,PISTOL 32 ,PISTOL 380 ,PISTOL 9MM ,PISTOL 50 ,PISTOL TOTAL 
15605915 ,ALPHATECH INC ,388 CANE CREEK RD ,FLETCHER ,NC ,O ,0 ,O ,0 ,0 ,7 ,7 
15608525 ,ANSON TACTICAL ARMS LLC ,2975 WHITE STORE RD ,WADESBORO ,NC ,0 ,0 ,1 ,O ,0 ,0 ,1 
15608474 ,B SEARCY LLC ,412 AMBER DAWN LN ,RALEIGH ,NC ,O ,O ,O ,O ,O ,1 ,1 
15604638 ,BARNES PRECISION MACHINE INC ,1434 FARRINGTON RD ,APEX ,NC ,110 ,0 ,12 ,O ,0 ,0 ,122 
15604330 ,CHATHAM ARMS LLC ,130 MINT SPRINGS RD ,PITTSBORO ,NC ,1 ,O ,O ,0 ,0 ,0 ,1 
15604021 ,"CRAWFORD, JOHN K ",816 MAIN ST ,MAYSVILLE ,NC ,3 ,0 ,0 ,O ,0 ,3 ,6 
15606056 ,"DAVIS, JOSH & RONNIE PARTNERSHIP, LLP ",1901 LIBERTY DR ,THOMASVILLE ,NC ,O ,5 ,O ,0 ,O ,0 ,5 
15609300 ,DEEP RIVER CUSTOMS INC ,2504 PARKS XROADS CHURCH RD ,RAMSEUR ,NC ,O ,O ,O ,O ,0 ,22 ,22 
15604397 ,FTA FIREARMS INC ,819 COLONIAL DRIVE ,RALEIGH ,NC ,O ,O ,O ,O ,1 ,O ,1 
15608543 ,OSPREY GLOBAL SOLUTIONS LLC ,219 STATION RD #101 ,WILMINGTON ,NC ,O ,O ,O ,O ,1 ,O ,1 
15606721 ,PARA USA LLC ,10620 SOUTHERN LOOP BVD ,CHARLOTTE ,NC ,O ,O ,O ,0 ,2450 ,55089 ,57539 
15609712 ,RD'S GUNS AND AMMO LLC ,1901 LIBERTY DR ,THOMASVILLE ,NC ,O ,5 ,O ,0 ,O ,O ,5 
15608729 ,RTD PRECISION LLC ,1333 LOOP RD ,BUNNLEVEL ,NC ,0 ,0 ,O ,O ,2 ,5 ,7 
15608044 ,SPARTAN TACTICAL ARMS INC ,2900 A WHITE OAK RIVER RD ,MAYSVILLE ,NC ,0 ,O ,O ,O ,O ,29 ,29 
15609063 ,STURM RUGER & COMPANY INC ,271 CARDWELL RD ,MAYODAN ,NC ,10 ,0 ,O ,O ,0 ,0 ,10 
15640626 ,"TAYLOR, GEORGE JOSEPH ",424 PETERSBURG RD ,RICHLANDS ,NC ,O ,0 ,O ,0 ,O ,1 ,1 
15609651 ,"UPPERMAN, OLLIE NATASHA & DWAINE LLOYD ",5501 CAHABA WAY ,RALEIGH ,NC ,O ,O ,O ,O ,0 ,1 ,1 
15604887 ,USA TACTICAL FIREARMS LLC ,933 MEACHAM RD ,STATESVILLE ,NC ,0 ,0 ,0 ,O ,O ,10 ,10 
15605539 ,WAR SPORT INDUSTRIES LLC ,13117 HWY 24/27 ,ROBBINS ,NC ,3 ,0 ,0 ,0 ,0 ,0 ,3 
15604367 ,WILLIAM LEWIS CORLEY ,710 COVINGTON CT ,HUBERT ,NC ,O ,1 ,O ,O ,O ,O ,1 
34500555 ,NODAK ARMS INC ,601 104TH STREET SE ,MINOT ,ND ,9 ,0 ,0 ,O ,0 ,0 ,9 
54701905 ,CHAMBERS CUSTOM LLC ,2175 CR K ,CRETE ,NE ,O ,0 ,O ,O ,2 ,4 ,6 
54701164 ,"CHAMBERS, JIMMIE JOE III ",2175 COUNTY RD K ,CRETE ,NE ,0 ,0 ,0 ,0 ,1 ,1 ,2 
54734146 ,CYLINDER & SLIDE INC ,245 E 4TH ST ,FREMONT ,NE ,O ,O ,O ,1 ,14 ,24 ,39 
54701183 ,FCW LLC ,5370 HWY 77 ,CORTLAND ,NE ,0 ,1 ,0 ,O ,1 ,12 ,14 
54701179 ,PERFECT TURNING INC ,218 E THIRD STREET ,KIMBALL ,NE ,O ,3 ,O ,O ,O ,O ,3 
60202055 ,BLACK OP ARMS LLC ,56 SUMMER STREET ,CLAREMONT ,NH ,9 ,0 ,0 ,0 ,0 ,0 ,9 
60202225 ,BZGUNZ LLC ,22 STOCKWELL HILL RD ,GILMANTON ,NH ,O ,2 ,O ,0 ,O ,O ,2 
60201886 ,DAEMON DEFENSE LLC ,2642A GREEN HILL RD ,CHATHAM ,NH ,0 ,0 ,0 ,0 ,0 ,5 ,5 
60202258 ,EVOLUTION ARMORY LLC ,350 ROUTE 108 UNIT 3B ,SOMERSWORTH ,NH ,O ,O ,O ,O ,O ,1 ,1 


