Table
RDS KEY ,LICENSE NAME ,STREET ,CITY ,ST ,RVLR 22 ,RVLR 32 ,RVLR 357 ,RVLR 38 ,RVLR 44 ,RVLR 50 ,RVLR TOTL 
99200798 ,"WILD WEST GUNS, LLC ",7100 HOMER DRIVE ,ANCHORAGE ,AK ,O ,0 ,O ,O ,O ,2 ,2 
98604163 ,"KORSTANGE, MICHAEL EDWARD ",2606 WEST TOWNLEY AVE STE 8 ,PHOENIX ,AZ ,O ,0 ,0 ,0 ,1 ,0 ,1 
98638426 ,"REEDER, GARY NELSON ",2599 7TH AVE ,FLAGSTAFF ,AZ ,0 ,0 ,O ,O ,3 ,9 ,12 
98614472 ,"STURM, RUGER & COMPANY, INC ",200 RUGER RD ,PRESCOTT ,AZ ,O ,O ,3 ,12 ,1 ,O ,16 
97702465 ,"SALVATORE, DYLAN J ",2939 LARKIN AVE ,CLOVIS ,CA ,2 ,O ,O ,O ,O ,O ,2 
60635936 ,CHARCO 2000 INC ,18 BREWSTER LANE ,SHELTON ,CT ,2090 ,836 ,3038 ,37162 ,3020 ,0 ,46146 
60633345 ,COLT'S MANUFACTURING CO LLC ,545 NEW PARK AVE ,WEST HARTFORD ,CT ,63 ,2 ,690 ,206 ,86 ,1170 ,2217 
60600763 ,"STURM, RUGER & COMPANY, INC ",1 LACEY PL ,SOUTHPORT ,CT ,10 ,5 ,15 ,8 ,10 ,1 ,49 
15917604 ,HERITAGE MANUFACTURING INC ,16175 NW 49TH AVE ,MIAMI ,FL ,84957 ,O ,289 ,O ,218 ,0 ,85464 
54202967 ,FARRO'S LEAD FARM LLC ,417 3RD ST ,LOW MOOR ,IA ,1 ,1 ,O ,O ,O ,O ,2 
46104678 ,BALLISTIC ARMS LLC ,833 FOUNTAIN AVE ,LOUISVILLE ,KY ,O ,O ,2 ,O ,O ,O ,2 
60402759 ,NITOR CORP ,5 WHALLEY WAY ,SOUTHWICK ,MA ,O ,0 ,0 ,2 ,0 ,0 ,2 
60401684 ,SMITH & WESSON CORP ,2100 ROOSEVELT AVE ,SPRINGFIELD ,MA ,5365 ,41 ,40302 ,174302 ,14198 ,34514 ,268722 
34103314 ,MAGNUM RESEARCH INC ,12602 33RD AVE SW ,PILLAGER ,MN ,0 ,133 ,O ,O ,143 ,767 ,1043 
15609063 ,STURM RUGER & COMPANY INC ,271 CARDWELL RD ,MAYODAN ,NC ,O ,O ,O ,3 ,O ,O ,3 
54734146 ,CYLINDER & SLIDE INC ,245 E 4TH ST ,FREMONT ,NE ,O ,0 ,1 ,O ,O ,0 ,1 
60201484 ,"STURM, RUGER & COMPANY, INC ",411 SUNAPEE ST ,NEWPORT ,NH ,385 ,22 ,1947 ,144 ,260 ,681 ,3439 
60200735 ,"STURM, RUGER & COMPANY, INC ",529 SUNAPEE ST ,NEWPORT ,NH ,50309 ,4206 ,104931 ,71471 ,23592 ,23414 ,277923 
98802391 ,WILD WEST GUNS LLC ,5225 WYNN ROAD ,LAS VEGAS ,NV ,O ,O ,O ,O ,O ,5 ,5 
61601079 ,CZ-USA INC ,65 BORDEN AVE ,NORWICH ,NY ,O ,0 ,350 ,0 ,O ,0 ,350 
16204921 ,EXCELL ENTERPRISES INC ,169 WINDING TRAIL ,DAYTON ,TN ,O ,0 ,2 ,0 ,0 ,2 ,4 
57601795 ,"WHITE, MELTON RAY ",7412 JOHN RALSTON RD ,HOUSTON ,TX ,0 ,O ,O ,O ,O ,1 ,1 
98701249 ,AXIS MACHINE LLC ,562 W 8360 S ,SANDY ,UT ,O ,O ,O ,402 ,O ,O ,402 
98700995 ,"COBRA ENTERPRISES OF UTAH, INC ","1960 S MILESTONE DR, SUITE F ",SALT LAKE CITY ,UT ,O ,O ,O ,275 ,O ,O ,275 
98734026 ,NORTH AMERICAN ARMS INC ,2150 S 950 E ,PROVO ,UT ,57514 ,O ,O ,O ,O ,0 ,57514 
98702060 ,SALEM 6 ARMS LLC ,900 N 400 W BLDG 13 ,NSL ,UT ,0 ,O ,O ,1 ,O ,O ,1 
98702291 ,WEIGH OF THE BULLET LLC ,163 SOUTH CENTER ST ,WELLSVILLE ,UT ,O ,O ,O ,1 ,O ,O ,1 
15406327 ,DISCRETIONARY FIREARMS & SECURITY SOLUTIONS ,"1616 CENTERVILLE TURNPIKE, SUITE 207 ",VIRGINIA BEACH ,VA ,O ,O ,O ,1 ,0 ,0 ,1 
15408568 ,"TAYLORS & COMPANY, INC. ",304 LENOIR DR ,WINCHESTER ,VA ,O ,0 ,0 ,0 ,1 ,0 ,1 
58303091 ,FREEDOM ARMS INC ,314 HWY 239 ,FREEDOM ,WY ,43 ,14 ,65 ,O ,107 ,217 ,446 


