Table
RDS KEY ,LICENSE NAME ,STREEI ,CITY ,ST ,MISC FA MFG
57202835 ,VINTAGE SEASONS INC ,132 BEAUREGARD AVE ,SULPHUR ,LA ,18
60401337 ,PALLETT ASSOCIATES ,127 WINCHESTER RD ,ARLINGTON ,MA ,5
60401684 ,SMITH & WESSON CORP ,2100 ROOSEVELT AVE ,SPRINGFIELD ,MA ,736
60404099 ,TROY INDUSTRIES INC ,151D CAPITAL DR ,WEST SPRINGFIELD ,MA ,2
85202358 ,LWRC INTERNATIONAL LLC ,815 CHESAPEAKE DRIVE ,CAMBRIDGE ,MD ,189
85211500 ,"MC KEE, INC ",8725 BOLLMAN PLACE #1 ,SAVAGE ,MD ,590
43804997 ,CENTRAL SCREW PRODUCTS CO INC ,1070 MAPLELAWN ,TROY ,MI ,1
43803907 ,HUGHES PRECISION PRODUCTS LLC ,924 E MULLETT LAKE RD ,INDIAN RIVER ,MI ,417
43800250 ,PIERCE ENGINEERING LTD ,5122 N GRAND RIVER ,LANSING ,MI ,143
43801425 ,SAGE CONTROL ORDNANCE INC ,6340 NORTH SAGE ST ,0SCODA ,MI ,2
43805981 ,SPECIAL WEAPONS INC ,17127 HICKORY STREET ,SPRING LAKE ,MI ,69
34101144 ,"FLITSCH, RONALD EUGENE ",12156 COUNTY RD 31 NW ,PINE ISLAND ,MN ,5
34101861 ,NODAK SPUD LLC ,7683 WASHINGTON AVE S ,EDINA ,MN ,3265
34103228 ,SUB ZERO CRYOGENICS INC ,11265 375TH ST ,NORTH BRANCH ,MN ,3
54301691 ,ARNOLD DEFENSE AND ELECTRONICS LLC ,3000 ARNOLD TENBROOK RD ,ARNOLD ,MO ,14
54306466 ,BLACK DAWN INDUSTRIES LLC ,807 S MARSHALL ,SEDALIA ,MO ,52
54306127 ,BLACK RAIN ORDNANCE INC ,11685 GATEWAY DR ,NEOSHO ,MO ,644
54340380 ,"CUTTING EDGE PMS INC, THE ",11150 PROGRESS ST ,MOUNT VERNON ,MO ,1
54306585 ,"DELASHMUTT, RAYMOND ",916 CR 281 ,AUXVASSE ,MO ,29
16402440 ,ADVANCED TACTICAL ORDNANCE LLC ,226 COUNTY RD 235 ,ABBEVILLE ,MS ,6
16401275 ,BAE SYSTEMS RO DEFENSE INC ,48 RAWLS SPRINGS LOOP RD ,HATTIESBURG ,MS ,115
16402680 ,SELECT FIRE LLC ,203 ROB REVIERE LN ,COLUMBUS ,MS ,19
16402758 ,"WHETSTONE, GARY D JR ",5854 MS HIGHWAY 569 N ,LIBERTY ,MS ,1
98101194 ,BLACK GOLD CUSTOM ARMS INC ,461 A JETWAY DR ,BELGRADE ,MT ,48
98101187 ,DEFIANCE MACHINE INC ,3881 MT HWY 40 W ,COLUMBIA FALLS ,MT ,242
98100867 ,"KOHNKE, WILLIAM MICHAEL ",905 CIMARRON TRAIL ,ELLISTON ,MT ,11
98101163 ,SI DEFENSE INC ,2902 HIGHWAY 93 N ,KALISPELL ,MT ,309
15603121 ,ACADEMI TRAINING CENTER INC ,850 PUDDIN RIDGE RD ,MOYOCK ,NC ,53
15603066 ,APPALACHIAN GUNSMITHING INC ,8 SNAPFINGER DR ,WEAVERVILLE ,NC ,9
15604383 ,BAITY'S CUSTOM GUNWORKS ,2623 BOONE TRAIL ,NORTH WILKESBORO ,NC ,85
15604638 ,BARNES PRECISION MACHINE INC ,1434 FARRINGTON RD ,APEX ,NC ,290
15606056 ,"DAVIS, JOSH & RONNIE PARTNERSHIP, LLP ",1901 LIBERTY DR ,THOMASVILLE ,NC ,213
15603403 ,"DEL-TON, INC ",330 AVIATION PARKWAY ,ELIZABETHTOWN ,NC ,4353
15603179 ,STW SYSTEMS INC ,1765 PEOPLES CREEK RD ,ADVANCE ,NC ,37
15604129 ,TEMPLAR CONSULTING LLC ,104 BUTTERMILK WAY ,APEX ,NC ,93


