Table
RDS KEY ,LICENSE NAME ,STREET ,City ,ST ,RIFLE EXP
98602487 ,"MCMILLAN, FIREARMS MANUFACTURING, LLC ",1638 W KNUDSEN DR ,PHOENIX ,AZ ,21
98604755 ,VICARMS LLC ,7842 E 34TH ST ,TUCSON ,AZ ,1
97737552 ,WEATHERBY INC ,1605 COMMERCE WAY ,PASO ROBLES ,CA ,6451
97701820 ,"SEARCY, BERNARD L ",26293 TWENTY MULE TEAM RD ,BORON ,CA ,12
60633345 ,COLT'S MANUFACTURING CO LLC ,545 NEWPARK AVE ,WEST HARTFORD ,CT ,6
60600520 ,COLT DEFENSE LLC ,547 NEW PARK AVE ,WEST HARTFORD ,CT ,1617
60600773 ,0 F MOSSBERG & SONS INC ,7 GRASSO AVE ,NORTH HAVEN ,CT ,107
60601740 ,JKB DAIRA INC ,345 WILSON AVE 3RD FLOOR ,NORWALK ,CT ,11
60600729 ,STAG ARMS LLC ,515 JOHN DOWNEY DR ,NEW BRITAIN ,CT ,188
15909576 ,IVER JOHNSON ARMS INC ,259 GUS HIPP BLVD ,ROCKLEDGE ,FL ,4
15947645 ,BRAZTECH INTERNATIONAL LC ,16175 NW 49TH AVE ,MIAMI ,FL ,30
15923596 ,TAURUS INTERNATIONAL MANUFACTURING INC ,16175 NW 49TH AVE ,MIAMI ,FL ,16
15917454 ,"KNIGHT, CHARLES REED JR ",701 COLUMBIA BLVD ,TITUSVILLE ,FL ,37
15940998 ,KNIGHTS MANUFACTURING CO ,701 COLUMBIA BLVD ,TITUSVILLE ,FL ,3
15911763 ,EVOLUTION WEAPONRY LLC ,14257 NW 10TH RD ,NEWBERRY ,FL ,2
15940806 ,KEL TEC CNC INDUSTRIES INC ,1475 COX ROAD ,COCOA ,FL ,821
15909552 ,GOOD TIME OUTDOORS INC ,4600 W HIGHWAY 326 ,0CALA ,FL ,41
15840168 ,MEGGITT TRAINING SYSTEMS INC ,296 BROGDON RD ,SUWANEE ,GA ,57
15802643 ,BP FIREARMS COMPANY LLC ,1685 BOGGS ROAD SUITE 300 ,DULUTH ,GA ,80
54201706 ,LES BAER CUSTOM INC ,1804 IOWA DR ,LE CLAIRE ,IA ,22
98201593 ,"BROCKMAN, JAMES W ",2165 S 1800 E ,GOODING ,ID ,2
98201252 ,PRIMARY WEAPONS SYSTEMS INC ,800 E CITATION COURT SUITE C ,BOISE ,ID ,42
33635798 ,SPRINGFIELD INC ,420 W MAIN ST ,GENESEO ,IL ,191
33637390 ,DS ARMS INC ,27W990 INDUSTRIAL AVE ,LAKE BARRINGTON ,IL ,38
33637004 ,ROCK RIVER ARMS INC ,1042 CLEVELAND RD ,COLONA ,IL ,89
33636039 ,ARMALITE INC ,745 S HANFORD ST ,GENESEO ,IL ,140
46103520 ,WM C ANDERSON INC ,1743 ANDERSON BLVD ,HEBRON ,KY ,50
60435456 ,"SAEILO, INC ",130 GODDARD MEMORIAL DR ,WORCESTER ,MA ,5
60401684 ,SMITH & WESSON CORP ,2100 ROOSEVELT AVE ,SPRINGFIELD ,MA ,1387
60433152 ,"SAVAGE ARMS, INC ",100 SPRINGDALE RD ,WESTFIELD ,MA ,11813
85202358 ,LWRC INTERNATIONAL LLC ,815 CHESAPEAKE DRIVE ,CAMBRIDGE ,MD ,30
85207699 ,BERETTA U S A CORPORATION ,17601 BERETTA DR ,ACCOKEEK ,MD ,1
85236725 ,"TABASSI, AMIR H ",5423 RIDGE RD ,MOUNT AIRY ,MD ,5
34103314 ,MAGNUM RESEARCH INC ,12602 33RD AVE SW ,PILLAGER ,MN ,87


