Table
34102621 ,SIX SIGMA ARMS LLC ,9911 FARMING ROAD ,BRAHAM ,MN ,1
34102652 ,SLR15 RIFLES INC ,1319 RICE CREEK RD ,FRIDLEY ,MN ,15
34102463 ,VELOCITY LLC ,6315 RICE LAKE ROAD ,DULUTH ,MN ,265
34100800 ,VULCAN GROUP INC ,9487 INVER GROVE TR ,INVER GROVE HEIGHTS ,MN ,280
54303752 ,ABSOLUTE ACCURACY LLC ,812 N KURZWEIL RD ,RAYMORE ,MO ,4
54301575 ,AMERICAN MANUFACTURING LLC ,4648 HWY Z ,WENTZVILLE ,MO ,4
54305437 ,BADGER ORDNANCE LLC ,1209 SWIFT ST ,NO KANSAS CITY ,MO ,84
54307711 ,"BARBER, ANTHONY ROBERT ",414 OLIVE ST ,NEW HAVEN ,MO ,1
54306466 ,BLACK DAWN INDUSTRIES LLC ,807 S MARSHALL ,SEDALIA ,MO ,43
54306127 ,BLACK RAIN ORDNANCE INC ,11685 GATEWAY DR ,NEOSHO ,MO ,611
54305482 ,"CEDAR FALLS TACTICAL, LLC ",1111 E MAIN ST ,PARK HILLS ,MO ,32
54303997 ,CGR LLC ,10816 EWING ,KANSAS CITY ,MO ,4
54301610 ,CMMG INC ,620 COUNTY ROAD 118 ,FAYETTE ,MO ,8165
54303892 ,COMPETITIVE EDGE GUN WORKS LLC ,17154 CR 180 ,BOGARD ,MO ,9
54306958 ,D&C GUN COMPANY LLC ,2301 S FRANKLIN ,KIRKSVILLE ,MO ,4
54306585 ,"DELASHMUTT, RAYMOND ",916 CR 281 ,AUXVASSE ,MO ,30
54306426 ,DIE TECH MACHINE LLC ,10003 OLD SCENIC DR ,NEOSHO ,MO ,2
54339122 ,"ED BROWN PRODUCTS, INC ",43825 MULDROW TRAIL ,PERRY ,MO ,8
54303217 ,G A PRECISION LLC ,1141 SWIFT ST ,NORTH KANSAS CITY ,MO ,287
54307532 ,GARY'S SERVICE / REPAIR LLC ,105 CHESTNUT ,DIAMOND ,MO ,2
54304601 ,GRANDMASTERS LLC ,29739 HWY J ,GRAVOIS MILLS ,MO ,1
54304643 ,JACKSON SERVICES LLC ,4680 A STATE HWY 74 ,CAPE GIRARDEAU ,MO ,43
54308741 ,"JACOBS, JOHN ALBERT ",RR 1 BOX 246A ,RICH HILL ,MO ,2
54305900 ,JWB MACHINE LLC ,20170 CO RD 525 ,BLOOMFIELD ,MO ,3
54306842 ,"LAWSON, ROBERT D ",1830 COLBURN RD ,CABOOL ,MO ,5
54338894 ,"MCELYEA, BRUCE E ",910 E BLUFF DR ,SPRINGFIELD ,MO ,1
54307799 ,PANTHER CREEK GUN WORKS LLC ,9577 E FARM ROAD 160 ,ROGERSVILLE ,MO ,1
54308538 ,PARTISAN ARMORY LLC ,1001 LEMAY FERRY RD ,SAINT LOUIS ,MO ,1
54308153 ,PATRIOT SUPPLY LLC ,105 EAST SIDE DR ,ASHLAND ,MO ,14
54303230 ,"RALEIGH, DARIN EUGENE ",18622 AUDRAIN CO RD 937 ,MEXICO ,MO ,186
54306984 ,SEMO GUN SALES LLC ,125 RIVER RIDGE LN ,CAPE GIRARDEAU ,MO ,8
54308049 ,STEELE POINT GUNS INC ,1126 E CHERRY ST ,TROY ,MO ,2
,,,,,


