Table
RDS KEY ,LICENSE NAME ,STREET ,CITY ,ST ,PISTOL 22 ,PISTOL 25 ,PISTOL 32 ,PISTOL 380 ,PISTOL 9MM ,PISTOL 50 ,PISTOL TOTAL 
34103221 ,EAGAN TECHNICAL SERVICES INC ,1408 NORTHLAND DR #304 ,MENDOTA HEIGHTS ,MN ,O ,0 ,O ,O ,0 ,94 ,94 
34102023 ,"LEFTYS SHOOTING & OUTDOOR SPORTING GOODS, INC ",4080 W BROADWAY AVE STE 1 ,ROBBINSDALE ,MN ,0 ,0 ,O ,0 ,0 ,1 ,1 
34103314 ,MAGNUM RESEARCH INC ,12602 33RD AVE SW ,PILLAGER ,MN ,0 ,0 ,O ,342 ,3181 ,10126 ,13649 
34103228 ,SUB ZERO CRYOGENICS INC ,11265 375TH ST ,NORTH BRANCH ,MN ,0 ,0 ,0 ,0 ,1 ,5 ,6 
34102463 ,VELOCITY LLC ,6315 RICE LAKE ROAD ,DULUTH ,MN ,O ,0 ,O ,O ,O ,244 ,244 
54306384 ,ANCEL PRODUCTS INC ,3805 BATES STREET ,SAINT LOUIS ,MO ,0 ,O ,0 ,0 ,0 ,6 ,6 
54306127 ,BLACK RAIN ORDNANCE INC ,11685 GATEWAY DR ,NEOSHO ,MO ,0 ,1 ,0 ,0 ,0 ,0 ,1 
54301610 ,CMMG INC ,620 COUNTY ROAD 118 ,FAYETTE ,MO ,63 ,0 ,0 ,0 ,0 ,0 ,63 
54306585 ,"DELASHMUTT, RAYMOND ",916 CR 281 ,AUXVASSE ,MO ,0 ,0 ,0 ,0 ,0 ,1 ,1 
54339122 ,"ED BROWN PRODUCTS, INC ",43825 MULDROW TRAIL ,PERRY ,MO ,0 ,0 ,0 ,0 ,0 ,2196 ,2196 
54338894 ,"MCELYEA, BRUCE E ",910 E BLUFF DR ,SPRINGFIELD ,MO ,0 ,0 ,0 ,0 ,5 ,0 ,5 
54307799 ,PANTHER CREEK GUN WORKS LLC ,9577 E FARM ROAD 160 ,ROGERSVILLE ,MO ,0 ,0 ,0 ,0 ,3 ,1 ,4 
54307351 ,PERKINS CUSTOM LLC ,320 E ORANGE ST ,MEXICO ,MO ,0 ,0 ,O ,O ,O ,8 ,8 
54303230 ,"RALEIGH, DARIN EUGENE ",18622 AUDRAIN CO RD 937 ,MEXICO ,MO ,0 ,0 ,1 ,0 ,0 ,0 ,1 
16402440 ,ADVANCED TACTICAL ORDNANCE LLC ,226 COUNTY RD 235 ,ABBEVILLE ,MS ,3 ,0 ,O ,0 ,O ,0 ,3 
98101132 ,COOPER FIREARMS OF MONTANA INC ,3662 US HWY 93 NORTH ,STEVENSVILLE ,MT ,1 ,O ,0 ,0 ,O ,O ,1 
98101025 ,GENTRY CUSTOM LLC ,314 N HOFFMAN ST ,BELGRADE ,MT ,1 ,0 ,O ,O ,O ,2 ,3 
15604503 ,"APACHE MACHINE & CUSTOM, LLC ",3935 STATESVILLE RD ,NORTH WILKESBORO ,NC ,0 ,2 ,0 ,O ,O ,0 ,2 
15603066 ,APPALACHIAN GUNSMITHING INC ,8 SNAPFINGER DR ,WEAVERVILLE ,NC ,14 ,1 ,2 ,5 ,16 ,11 ,49 
15604021 ,"CRAWFORD, JOHN K ",816 MAIN ST ,MAYSVILLE ,NC ,1 ,0 ,0 ,0 ,1 ,5 ,7 
15602808 ,I.O. INC ,3305 WESTWOOD INDUSTRIAL DR ,MONROE ,NC ,0 ,0 ,0 ,5997 ,0 ,0 ,5997 
15605911 ,MUTARELLI COMBAT CUSTOM LLC ,740 N BENNETT ST ,SOUTHERN PINES ,NC ,0 ,0 ,0 ,0 ,O ,1 ,1 
15604309 ,PARA USA INC ,10620 SOUTHERN LOOP BLVD ,PINEVILLE ,NC ,0 ,0 ,0 ,0 ,482 ,13805 ,14287 
15606630 ,PHILLIPS GUN AND REPAIR LLC ,120 MIDWAY DRIVE ,EDENTON ,NC ,1 ,O ,O ,O ,O ,0 ,1 
15640626 ,"TAYLOR, GEORGE JOSEPH ",424 PETERSBURG RD ,RICHLANDS ,NC ,0 ,0 ,O ,0 ,0 ,2 ,2 
54701164 ,"CHAMBERS, JIMMIE JOE III ",2175 COUNTY RD K ,CRETE ,NE ,1 ,0 ,0 ,O ,2 ,10 ,13 
54734146 ,CYLINDER & SLIDE INC ,245 E 4TH ST ,FREMONT ,NE ,0 ,0 ,1 ,4 ,29 ,34 ,68 
54701183 ,FCW LLC ,5370 HWY 77 ,CORTLAND ,NE ,O ,0 ,O ,O ,1 ,9 ,10 
54701076 ,JIMS GUNSMITHING LLC ,924 7TH ST ,PAWNEE CITY ,NE ,0 ,0 ,0 ,0 ,0 ,1 ,1 


