Table
RDS KEY ,LICENSE NAME ,STREET ,CITY ,ST ,RVLR 22 ,RVLR 32 ,RVLR 357 ,RVLR 38 ,RVLR 44 ,RVLR 50 ,RVLR TOTL 
58401643 ,IRON RIDGE ARMS CO ,1110 DELAWARE #A ,LONGMONT ,CO ,O ,2 ,O ,0 ,0 ,0 ,2 
60635936 ,CHARCO 2000 ,281 CANAL ST ,SHELTON ,CT ,2658 ,416 ,1823 ,16918 ,2974 ,0 ,24789 
60633345 ,COLT'S MANUFACTURING CO LLC ,545 NEWPARK AVE ,WEST HARTFORD ,CT ,O ,15 ,90 ,758 ,174 ,1049 ,2086 
60600482 ,US FIREARMS MFG CO ,445-453 LEDYARD ST ,HARTFORD ,CT ,1573 ,141 ,7 ,1208 ,1738 ,7340 ,12007 
15939794 ,B & K DIVING SYSTEMS INC ,1328 CLEMENTS WOODS LN ,JACKSONVILLE ,FL ,O ,0 ,0 ,0 ,0 ,1 ,1 
15941170 ,HERITAGE MFG INC ,4600 NW 135TH ST ,OPA LOCKA ,FL ,52352 ,282 ,367 ,0 ,804 ,0 ,53805 
15840168 ,MEGGITT TRAINING SYSTEMS INC ,296 BROGDON RD ,SUWANEE ,GA ,O ,O ,O ,O ,6 ,0 ,6 
33733384 ,OGLESBY & OGLESBY GUNMAKERS INC ,744 W ANDREW RD ,SPRINGFIELD ,IL ,O ,O ,O ,O ,1 ,0 ,1 
43503207 ,SMITH METAL FINISHING INC ,6912 DEREK DR ,FORT WAYNE ,IN ,O ,O ,13 ,0 ,O ,0 ,13 
60401684 ,SMITH & WESSON CORP ,2100 ROOSEVELT AVE ,SPRINGFIELD ,MA ,11796 ,332 ,62230 ,124681 ,16773 ,13002 ,228814 
54304879 ,"BAUER, RICHARD LAWRENCE JR ",400 SUNSET DR ,APPLETON CITY ,MO ,1 ,0 ,0 ,0 ,O ,2 ,3 
15603066 ,APPALACHIAN GUNSMITHING INC ,8 SNAPFINGER DR ,WEAVERVILLE ,NC ,9 ,4 ,2 ,8 ,4 ,0 ,27 
54734146 ,CYLINDER & SLIDE INC ,245 E 4TH ST ,FREMONT ,NE ,O ,O ,O ,O ,O ,1 ,1 
60201484 ,"STURM, RUGER & COMPANY, INC ",411 SUNAPEE ST ,NEWPORT ,NH ,19743 ,7399 ,61938 ,66121 ,22752 ,14522 ,192475 
98801246 ,VERDI ARMORY LTD ,1155 OLD US HWY 40 ,VERDI ,NV ,0 ,0 ,0 ,0 ,3 ,0 ,3 
61601079 ,CZ-USA INC ,5169 RT 12 S ,NORWICH ,NY ,1 ,0 ,0 ,0 ,0 ,2 ,3 
61601135 ,TURNBULL MANUFACTURING COMPANY ,6680 RT 5-20 ,BLOOMFIELD ,NY ,O ,O ,1 ,0 ,11 ,41 ,53 
43101810 ,CHIAPPA FIREARMS LTD ,6785 W THIRD ST ,DAYTON ,OH ,7070 ,O ,O ,O ,O ,0 ,7070 
43102059 ,"STOUTS GUN SHOP & REPAIR, LLC ",5452 CR 26 ,BELLEFONTAINE ,OH ,O ,O ,O ,0 ,O ,2 ,2 
57303316 ,"CARROLL, TODD & CARA ",1212 OKLAHOMA PL ,CLAREMORE ,OK ,0 ,0 ,0 ,0 ,O ,2 ,2 
57302390 ,CUTTING EDGE ARMS LLC ,6840 NW 11TH STREET ,OKLAHOMA CITY ,OK ,O ,O ,1 ,O ,O ,0 ,1 
16204234 ,BOJE CORNILS ,5895 E AJ HIGHWAY ,RUSSELLVILLE ,TN ,165 ,0 ,O ,O ,O ,0 ,165 
57501532 ,"LEE, JEFFREY DAVID ",3401 W PIONEER DRIVE #2 ,IRVING ,TX ,O ,O ,O ,O ,O ,1 ,1 
57601795 ,"WHITE, MELTON RAY ",7412 JOHN RALSTON RD ,HOUSTON ,TX ,O ,O ,O ,1 ,O ,0 ,1 
98700995 ,"COBRA ENTERPRISES OF UTAH, INC ","1960 S MILESTONE DR, SUITE F ",SALT LAKE CITY ,UT ,O ,0 ,O ,669 ,0 ,0 ,669 
98701439 ,HIGH SPEED MACHINING INC ,10 S GARNET ST STE 22 ,TOOELE ,UT ,0 ,O ,0 ,397 ,0 ,0 ,397 
98734026 ,NORTH AMERICAN ARMS INC ,2150 S 950 E ,PROVO ,UT ,36137 ,0 ,0 ,O ,O ,0 ,36137 
15401454 ,"CLEMENTS, CHARLES DAVID ",2766 MT ZION RD ,WOODLAWN ,VA ,0 ,O ,0 ,0 ,1 ,0 ,1 
15406327 ,DISCRETIONARY FIREARMS & ,724 GREEN TREE RD ,CHESAPEAKE ,VA ,0 ,0 ,2 ,0 ,O ,0 ,2 


