Table
RDS KEY ,LICENSE NAME ,STREEI ,CITY ,ST ,MISC FA MFG 
57301293 ,SURGEON RIFLES INCORPORATED ,48955 MOCCASIN TRAIL RD ,PRAGUE ,OK ,727 
99302007 ,ARMS LLC ,13313 EHLEN RD NE ,AURORA ,OR ,25 
99302474 ,FIDELIS ARMS INC ,336 NE HEMLOCK AVE #3 ,REDMOND ,OR ,273 
99301728 ,HALO MANUFACTURING LLC ,90785 LINK ROAD ,EUGENE ,OR ,29 
99302552 ,RAPID FIRE ARMS LLC ,41460 SE VISTA LOOP DR ,SANDY ,OR ,4 
99302138 ,RCW ARMS LLC ,118 WEST B STREET ,RAINIER ,OR ,16 
99300187 ,"TD MFG, LLC ",18380 COUCH MKT RD ,BEND ,OR ,14 
99302088 ,"YEAMANS, MATTHEW B ",480 ROGUE RIVER PKWY ,TALENT ,OR ,5 
82338992 ,"BORDEN, JAMES F ",1325 SHELDON HILL ROAD ,SPRINGVILLE ,PA ,219 
82503370 ,"GORELLI, KAITLYN B & GOLEM, RACHEL D ",1168 HIGHLAND AVE ,VANDERGRIFT ,PA ,1 
82303888 ,LANCO TACTICAL LLC ,498 WEST HIGH STREET ,ELIZABETHTOWN ,PA ,77 
82303943 ,POLICE PRODUCTS CORPORATION ,4692 STARRUCCA CREEK ROAD SR 1009 ,SUSQUEHANNA ,PA ,1 
82304485 ,STELLCON USA INC ,1208 BRANAGAN DR ,TULLYTOWN ,PA ,7 
82303130 ,WELLS CUSTOM GUNMAKERS LLC ,1750 MALONEY HILL RD ,NICHOLSON ,PA ,55 
82502999 ,XTREME MACHINING LLC ,6506 KYLERTOWN DRIFTING HWY ,DRIFTING ,PA ,1283 
15701936 ,INNOVATIVE ARMS LLC ,2506 D GREEN HILL RD ,ELGIN ,SC ,286 
34600747 ,DA ACQUISITION LLC ,1209 INDUSTRY RD ,STURGIS ,SD ,134 
34600742 ,DA ACQUISITIONS LLC ,1310 INDUSTRY RD ,STURGIS ,SD ,145 
34600815 ,DEEP CREEK OUTFITTERS LLC ,19258 213TH ST ,CREIGHTON ,SD ,1 
16236907 ,BARRETT FIREARMS MFG INC ,5926 MILLER LANE ,MURFREESBORO ,TN ,3 
16203218 ,"HELTON, LINDA L ",2755 UPPER CANEY ,TAZEWELL ,TN ,71 
16203559 ,PERSIMMON RIDGE ENTERPRISES INC ,1104 E CHURCH ST SUITE 1 ,GREENEVILLE ,TN ,5 
57401107 ,HOLDINGS INC ,5526 LEOPARD STR ,CORPUS CHRISTI ,TX ,62 
57602577 ,74U LLC ,17 HICKORY CT ,RICHWOOD ,TX ,23 
57536062 ,"BLAYLOCK, DENNIS DALE ",183 AUTUMN WOOD TRL ,GUN BARREL CITY ,TX ,4 
57503595 ,"BOND ARMS, INC ",204 ALPHA LANE ,GRANBURY ,TX ,59 
57534011 ,"CASKEY, JOHN T ",3709 DOUGLAS DR ,GARLAND ,TX ,1 
57434208 ,"MAVERICK ARMS, INC ",INDUSTRIAL BLVD MAVERICK CO DEVLPT PARK ,EAGLE PASS ,TX ,17050 
57505105 ,NOBLE FIREARMS INC ,2901 S CRAVENS RD ,FORT WORTH ,TX ,17 
57600812 ,"NORMAN, KEITH HAYDEN ",169 APRIL COVE ,MONTGOMERY ,TX ,28 
57500624 ,PRIORITY TOOL & MACHINE INC ,897 MIDNIGHT PASS ,ROCKWALL ,TX ,30 
57501654 ,"RODGERS, JIMMY E & RODGERS, TERESE B ",21852 FM 449 SUITE A ,LONGVIEW ,TX ,6 
57541806 ,STILLERS PRECISION FIREARMS LLC ,2405 COUNTRY MEADOW LN ,WYLIE ,TX ,2254 
57403678 ,"TIBBETTS, JOHN CHESTER ",12371 SUITE A HWY 79 E ,OAKWOOD ,TX ,27 
57402906 ,"WAKAL, ALEXSANDER ",1648 PALO ALTO DR ,VON ORMY ,TX ,154 


