Table
RDS KEY ,LICENSE NAME ,STREET ,CITY ,ST ,RIFLE MFG
54300192 ,,20170 CO RD 525 ,BLOOMFIELD ,MO ,7
54301610 ,CMMG INC ,620 COUNTY ROAD 118 ,FAYETTE ,MO ,2161
54303025 ,,4504 W HWY EE ,NOEL ,MO ,2
54340562 ,,43825 MULDROW TRAIL ,PERRY ,MO ,197
54340479 ,,203 W FELTON AVE ,SAINT LOUIS ,MO ,37
54303474 ,MOORE OUTDOORS! LLC ,14115 EARTHWORKS DRIVE ,SMITHVILLE ,MO ,3
54340337 ,,110 PATTERSON AVE ,RISCO ,MO ,2
54302969 ,,1108 CRABAPPLE LN ,SAINT CLAIR ,MO ,11
54303230 ,,18622 AUDRAIN CO RD 937 ,MEXICO ,MO ,114
54300897 ,,3635 KELLEY PARKWAY RD ,STOVER ,MO ,1
98100053 ,AXTELL RIFLE CO INC ,353 MILL CREEK RD ,SHERIDAN ,MT ,23
98135432 ,COOPER FIREARMS OF MONTANA INC ,4004 HWY 93 N ,STEVENSVILLE ,MT ,2803
98100366 ,LAWTON MACHINE LLC ,580 1/2 NORTH MONTANA STREET ,DILLON ,MT ,230
98100184 ,,459 PRINCETON PLACE ,BOZEMAN ,MT ,2
98100033 ,MONTANA RIFLE CO ,3172 HIGHWAY 35 ,KALISPELL ,MT ,506
98133799 ,POWDER RIVER RIFLE CO INC ,201 CENTENNIAL DR ,BIG TIMBER ,MT ,634
98135405 ,,159 2ND AVE ,BIG SANDY ,MT ,3
98100414 ,SERENGETI RIFLES INC ,2860 FARM TO MARKET ,KALISPELL ,MT ,41
98100671 ,,2 CENTRAL AVE E ,CASCADE ,MT ,2
15602923 ,,808 S DEKALB ST ,SHELBY ,NC ,4
15603066 ,APPALACHIAN GUNSMITHING INC ,8 SNAPFINGER DR ,WEAVERVILLE ,NC ,27
15639696 ,,100 RADCLIFFE CIRCLE ,JACKSONVILLE ,NC ,17
15602433 ,GUNS PLUS INC ,1503 N BRAGG BLVD ,SPRING LAKE ,NC ,20
15640357 ,,413 WHITE HAT RD ,HERTFORD ,NC ,1
15601244 ,,2411 RHYNE RD ,DALLAS ,NC ,7
15602904 ,,3317 CANDLEWICK WAY ,GASTONIA ,NC ,8
15602801 ,,1102 KINGSWOOD RD ,WILSON ,NC ,1
54700491 ,,325 SHERIDAN AVENUE ,CORTLAND ,NE ,7
54700082 ,,724 E 15TH ST ,SOUTH SIOUX CITY ,NE ,6
54733288 ,,1777 COUNTY RD 20 ,FREMONT ,NE ,3
60233304 ,,741 BATTLE ST ,WEBSTER ,NH ,349
60200452 ,,36 JENNEY RD ,MERIDEN ,NH ,46


